"","date","RX1.Comdty","TU1.Comdty","SF1.Curncy","UB1.Comdty","HG1.Comdty","EC1.Curncy","FV1.Comdty","BO1.Comdty","TY1.Comdty","BP1.Curncy","XM1.Comdty","GC1.Comdty","EO1.Index","US1.Comdty","JY1.Curncy","SM1.Comdty","SI1.Comdty","NV1.Curncy","G.1.Comdty","DU1.Comdty","CO1.Comdty","SE1.Curncy","OE1.Comdty","NO1.Curncy","C.1.Comdty","CT1.Comdty","DX1.Curncy","FC1.Comdty","LH1.Comdty","S.1.Comdty","AD1.Curncy","LC1.Comdty","CD1.Curncy"
"4685",2005-01-04,89.59,95.9609375,110.89,76.54,138.49,1.51868,86.21875,50.23,80.28125,187.26,93.5643,600.89,248.82,82.90625,125.704,59.71,9.391,49.31,72.52,100.95,98.24,16.201,92.97,15.196,1028.0625,104.98,86.801,123.767,149.688,431.125,55.82,135.566,81.965
"4686",2005-01-05,89.63,95.94921875,110.92,76.68,141.79,1.51788,86.1953125,50.48,80.28125,187.76,93.5445,598.23,247.41,83.125,126.24,59.71,9.511,49.12,72.42,100.983,96.98,16.232,93.044,15.209,1030.625,107.65,86.749,123.028,148.221,432.75,55.86,133.955,81.785
"4689",2005-01-10,89.96,95.92578125,109.69,77.55,141.22,1.49775,86.1328125,50.98,80.265625,186.99,93.6287,587.59,250.55,83.34375,126.096,63.77,9.388,48.78,72.65,101.059,102.75,15.998,93.25,15.082,1057.5,111.47,87.494,123.826,146.851,450.4375,55.38,135.679,82.065
"4690",2005-01-11,89.96,95.92578125,109.74,77.48,144.06,1.50118,86.1796875,50.23,80.390625,187.13,93.7029,591.37,248.86,83.71875,127.169,63.27,9.661,49.1,72.6,101.078,103.22,16.071,93.267,15.156,1057.5,109.01,87.189,124.8,150.764,446.125,55.64,137.664,82.316
"4691",2005-01-12,89.9,95.94921875,111.11,77.44,144.78,1.51799,86.21875,49.52,80.4375,188.55,93.7573,597.25,247.37,83.8125,128.333,62.01,9.814,49.69,72.56,101.069,104.56,16.21,93.234,15.342,1025.5,109.94,86.255,124.918,148.318,438.3125,56.07,137.926,83.549
"4692",2005-01-13,90.23,96,110.44,77.95,142.41,1.51056,86.3828125,50.5,80.703125,187.44,93.7524,595.15,247.52,84.3125,128.085,61.89,9.817,49.46,72.75,101.173,108.23,16.113,93.481,15.287,1023,109.2,86.665,125.391,149.101,440.5625,56.02,136.615,83.409
"4693",2005-01-14,90.28,95.90625,109.61,78.25,143.95,1.49832,86.234375,49.37,80.578125,186.23,93.787,592.21,248.68,84.15625,128.673,59.29,9.606,49.03,72.7,101.164,107.92,15.982,93.456,15.143,1008.875,108.94,87.252,125.037,150.226,426.625,55.46,136.84,82.156
"4695",2005-01-18,90.39,95.890625,109.43,78.89,144.52,1.49112,86.21875,48.89,80.640625,186.09,93.7177,592.91,249.7,84.5,128.385,58.87,9.686,48.96,72.43,101.145,108.95,15.932,93.431,15.133,1002.5,110.22,87.599,126.631,147.878,421.6875,55.29,136.54,82.015
"4696",2005-01-19,90.54,95.9140625,109.21,79.46,145.35,1.48689,86.234375,49.32,80.640625,186.37,93.6831,592.63,249.7,84.53125,127.64,59.56,9.642,49.31,72.3,101.169,107.32,15.914,93.522,15.08,1006.375,113.17,87.788,125.509,148.27,425.1875,55.55,133.881,81.664
"4697",2005-01-20,90.24,96.00390625,108.87,78.63,145.91,1.48243,86.390625,49.2,80.765625,186.85,93.7227,591.65,249.14,84.6875,126.907,60.86,9.545,49.53,72.08,101.131,106.38,15.841,93.382,14.985,1011.4375,112.27,88.092,125.45,145.481,429.6875,55.58,134.143,81.233
"4698",2005-01-21,90.27,96.09765625,109.38,78.46,147.98,1.4934,86.578125,49.25,80.921875,187.41,93.6831,597.67,249.21,84.84375,127.771,59.67,9.912,50.2,72.13,101.164,109.76,15.91,93.44,15.06,1007.625,110.83,87.473,124.889,148.465,424.375,56.23,133.768,82.075
"4699",2005-01-24,90.37,96.04296875,109.45,78.9,147.46,1.49409,86.5390625,49.65,80.96875,187.59,93.7128,597.95,249.21,85.09375,127.849,59.71,9.984,50.28,72.17,101.188,110.44,15.923,93.481,15.086,1011.4375,109.58,87.399,123.501,147.585,427,56.36,132.907,81.895
"4700",2005-01-25,90.31,96,108.49,78.98,147.36,1.48346,86.3671875,49.57,80.671875,185.86,93.6781,590.95,251.15,84.53125,125.913,60.48,9.73,49.92,72.21,101.173,112.72,15.79,93.431,14.951,1017.875,110.38,88.239,123.442,146.9,431.9375,55.91,133.019,81.073
"4702",2005-01-27,90.05,95.9140625,109.4,78.87,147.15,1.49158,86.21875,48.87,80.53125,188.43,93.6534,596.83,252.6,84.46875,127.274,59.33,9.926,50.35,71.95,101.088,111.47,15.859,93.234,14.961,1001.25,103.49,87.609,123.236,145.188,423.5,56.8,133.731,80.942
"4703",2005-01-28,90.4,96,109.27,79.2,148.34,1.49203,86.4296875,48.39,80.875,188.4,93.6336,596.13,251.68,85.0625,126.881,59.02,9.89,50.16,72.1,101.193,107.89,15.833,93.489,14.969,1001.25,102.29,87.672,123.637,145.041,422.0625,56.65,134.517,80.832
"4704",2005-01-31,90.41,95.93359375,108.89,79.41,147.98,1.49055,86.3671875,48.69,80.890625,187.88,93.6287,590.56,254.26,85.1875,126.541,58.91,9.82,49.99,72.1,101.164,110.22,15.82,93.473,14.876,1007.625,103.26,87.788,124.007,144.356,422.6875,56.71,135.192,80.812
"4705",2005-02-01,90.47,95.94140625,108.89,79.64,146.02,1.49363,86.3828125,47.89,80.90625,188.04,93.6534,588.89,256.62,85.15625,126.633,58.48,9.795,50.16,72.19,101.173,107.58,15.861,93.481,14.939,1007.625,103.54,87.609,124.501,144.063,416.3125,56.74,136.016,81.053
"4706",2005-02-02,90.33,95.8984375,108.71,79.97,143.7,1.4918,86.3203125,47.64,80.875,188.33,93.7029,589.03,257.64,85.21875,126.384,58.29,9.824,50.27,72.18,101.131,105.64,15.876,93.398,14.966,998.6875,104.46,87.693,123.298,140.149,414.9375,56.99,135.903,81.023
"4707",2005-02-03,90.3,95.83984375,107.73,80.02,143.18,1.48369,86.1953125,47.44,80.71875,187.85,93.688,582.76,257.08,85.15625,125.39,57.72,9.718,49.95,72.1,101.107,105.25,15.782,93.324,14.83,997.375,101.75,88.197,123.113,140.394,412.25,56.4,136.353,80.762
"4708",2005-02-04,90.71,95.94140625,106.98,80.98,141.84,1.47294,86.5,47.89,81.171875,187.14,93.688,579.14,259.41,85.96875,126.005,56.99,9.664,50.06,72.54,101.169,105.35,15.675,93.505,14.715,997.375,101.94,88.638,122.465,138.633,410.1875,56.34,136.241,80.301
"4709",2005-02-07,90.81,95.8984375,105.98,81.52,143.18,1.46139,86.515625,47.79,81.25,185.56,93.6732,578.44,260.57,86.40625,125.129,57.34,9.541,49.42,72.67,101.126,103.31,15.536,93.489,14.461,1003.8125,102.03,89.32,123.175,138.388,411.625,56.32,136.974,79.839
"4710",2005-02-08,91.03,95.86328125,106.06,81.83,143.13,1.4615,86.4765625,48.21,81.296875,185.2,93.6979,576.91,260.71,86.59375,124.135,57.64,9.543,49.31,72.74,101.135,103.38,15.536,93.588,14.422,996.125,100.76,89.362,124.47,134.573,413.5,56.12,137.206,80.351
"4711",2005-02-09,91.09,96.01953125,106.31,81.99,143.03,1.46345,86.8515625,48.16,81.6875,185.53,93.7326,577.19,260.22,86.9375,123.912,58.71,9.592,49.53,72.82,101.173,103.52,15.585,93.654,14.468,997.375,101.63,89.289,124.501,133.692,419.4375,56.39,136.163,80.23
"4712",2005-02-10,91,95.94921875,107.25,81.78,146.94,1.47328,86.625,48.27,81.296875,186.61,93.7474,583.04,259.48,86.0625,123.886,59.44,10.137,50,72.73,101.216,106.76,15.649,93.703,14.48,1014,105.57,88.764,122.866,131.148,423.75,57.38,134,80.812
"4713",2005-02-11,90.95,95.875,107.02,81.28,146.69,1.47202,86.453125,50.33,81.125,186.53,93.6831,587.63,261.81,85.90625,123.86,60.17,10.494,50.34,72.57,101.197,107.43,15.634,93.678,14.448,1014,106.07,88.806,123.545,132.469,431.75,57.59,134.155,81.033
"4714",2005-02-14,90.82,95.84765625,108,80.91,148.44,1.48266,86.46875,50.23,81.21875,188.66,93.6336,595.01,262.41,86.21875,124.592,61.74,10.683,50.43,72.32,101.197,108.02,15.777,93.621,14.618,1025.5,107.5,88.166,123.514,132.56,439.9375,57.72,134.348,81.223
"4715",2005-02-15,90.57,95.83984375,108.79,80.66,150.4,1.48906,86.4296875,49.35,81.109375,189.34,93.6386,595.01,263.93,85.9375,125.456,62.47,10.712,50.52,72.28,101.121,107.69,15.853,93.456,14.704,1023,109.2,87.746,123.668,133.337,439.5625,57.69,134.464,81.434
"4716",2005-02-16,90.36,95.7421875,109.1,80.21,149.32,1.49146,86.15625,49.2,80.78125,188.42,93.6287,594.46,262.87,85.5,124.449,62.39,10.559,50.37,72.19,101.107,109.49,15.854,93.357,14.768,1007.625,109.01,87.872,124.254,134.981,439.3125,57.5,135.468,81.103
"4717",2005-02-17,90.23,95.7890625,109.41,79.91,154.01,1.49523,86.171875,49.85,80.703125,189.32,93.6039,596.82,264.1,85.15625,124.095,65.69,10.727,50.69,72.01,101.097,108.71,15.885,93.324,14.882,1019.125,108.5,87.62,124.131,134.889,453.3125,57.74,134.889,81.564
"4718",2005-02-18,89.52,95.71875,109.43,78.42,153.85,1.49512,85.9453125,50.48,80.328125,189.21,93.6237,596.55,264.98,84.53125,123.991,64.8,10.756,51.05,71.67,100.997,109.94,15.855,92.937,14.931,1023,109.82,87.662,121.263,133.108,453.6875,57.75,132.03,81.464
"4720",2005-02-22,89.44,95.71875,111.75,78.07,153.6,1.51673,85.8984375,54.7,80.234375,191.06,93.5693,606.85,263.08,84.3125,125.809,67.22,10.945,51.54,71.43,101.045,115.35,16.098,92.978,15.188,1061.3125,114.33,86.497,121.509,134.341,473.8125,58.29,132.185,81.885
"4721",2005-02-23,89.32,95.69921875,111.41,77.78,154.68,1.51342,85.8984375,54.65,80.28125,190.93,93.5594,607.27,261.53,84.4375,124.998,66.07,10.833,51.12,71.31,101.031,115.09,16.086,92.937,15.202,1052.375,113.08,86.77,121.787,137.766,473.625,57.77,133.034,81.013
"4722",2005-02-24,89.28,95.6484375,110.75,77.53,152.93,1.51021,85.7890625,53.65,80.203125,191.03,93.5643,606.71,261,84.375,124.265,65.19,10.746,50.94,71.09,101.021,117.3,16.08,92.888,15.163,1052.375,112.75,87.001,122.219,136.807,467.25,57.69,133.305,80.792
"4723",2005-02-25,89.41,95.6171875,111.22,77.85,153.54,1.51433,85.7734375,56.69,80.28125,191.74,93.5247,607.27,264.1,84.53125,124.409,68.25,10.612,51.01,71.25,101.031,117.7,16.132,92.937,15.194,1081.8125,116.06,86.749,121.386,135.437,490.6875,57.68,133.034,80.872
"4724",2005-02-28,89.28,95.51953125,111.37,77.95,154.84,1.51433,85.453125,58.13,79.859375,192.28,93.4703,609.36,263.89,83.875,125.259,69.96,10.696,51.37,71.42,101.021,118.77,16.144,92.904,15.255,1087.875,118.58,86.602,122.311,135.574,504.875,58.09,132.957,81.303
"4725",2005-03-01,89.28,95.5390625,111,77.42,151.32,1.50816,85.4375,57.04,79.8125,192.01,93.4208,604.2,265.69,83.75,125.482,69.66,10.508,51.34,71.13,101.05,118.89,16.08,92.962,15.211,1070.8125,117.01,86.864,123.329,137.446,497.75,57.66,133.652,80.802
"4726",2005-03-02,89.01,95.58203125,110.21,76.71,152.61,1.50221,85.4921875,57.54,79.8125,191.29,93.4604,604.07,265.27,83.625,124.959,71.67,10.62,51.33,70.82,101.031,121.52,15.989,92.814,15.145,1069.5625,116.09,87.221,123.761,136.35,509.125,57.48,134.116,80.902
"4727",2005-03-03,89.14,95.56640625,109.55,76.75,152.51,1.49935,85.453125,57.19,79.765625,190.73,93.4554,599.89,265.34,83.59375,124.318,71.6,10.508,51.38,70.93,101.078,123.25,16.02,92.937,15.118,1064.6875,116.85,87.441,126.598,138.999,509.125,57.46,137.052,80.682
"4728",2005-03-04,89.55,95.61328125,110.65,77.73,154.37,1.51399,85.6484375,58.01,80.0625,192.4,93.4505,605.88,266.96,84.34375,125.024,71.06,10.681,51.79,71.11,101.15,122.9,16.198,93.234,15.243,1059.8125,118.49,86.623,126.66,138.177,511.1875,58,137.554,81.474
"4729",2005-03-07,89.74,95.5625,109.95,78.11,154.63,1.50987,85.6015625,57.19,80.109375,191.42,93.4752,606.85,267.7,84.59375,124.344,69.81,10.696,51.99,71.1,101.226,123.58,16.146,93.39,15.249,1041.5,116.66,86.885,127.184,137.903,500,58.11,137.361,81.554
"4731",2005-03-09,89.17,95.4296875,111.72,78.11,155.35,1.53228,85.0390625,58.86,79.171875,192.69,93.4554,616.74,265.34,82.75,125.94,70.46,11.05,51.87,70.71,101.145,126.64,16.352,93.091,15.484,1056.125,120.27,85.668,130.607,136.213,510.9375,58.2,141.301,83.339
"4732",2005-03-10,89.1,95.42578125,112.11,77.86,154.58,1.53526,85.140625,58.91,79.390625,192.29,93.3911,617.43,262.62,83.125,125.639,71.75,10.887,52.15,70.67,101.135,124.94,16.349,93.083,15.539,1074.4375,121.77,85.594,130.206,132.56,518.875,58.01,140.142,83.319
"4733",2005-03-11,89.08,95.32421875,112.39,77.79,152.82,1.53857,84.859375,59.85,79.03125,192.65,93.3812,622.17,262.34,82.59375,125.861,75.28,10.949,52.27,70.76,101.169,125.98,16.396,93.108,15.595,1097.6875,124.09,85.458,129.404,132.195,537.75,58.16,137.67,83.229
"4734",2005-03-14,89.09,95.30859375,111.47,77.85,151.94,1.52853,84.890625,58.96,79.109375,191.45,93.3564,614.93,262.48,82.71875,124.641,74.37,10.717,52.2,70.76,101.116,127.31,16.232,93.016,15.481,1079.375,122.84,86.014,129.96,128.907,532.4375,57.85,137.67,83.138
"4735",2005-03-15,89.51,95.30078125,111.03,78.65,154.01,1.52271,84.828125,60.33,79.03125,191.37,93.3812,614.65,263.61,82.5,125.121,76.84,10.713,52.38,71.11,101.173,127.76,16.182,93.232,15.417,1116,124.04,86.235,130.854,128.907,552.75,58.07,138.674,83.118
"4736",2005-03-16,89.79,95.3515625,112.09,79.45,155.61,1.53367,84.953125,60.13,79.1875,192.67,93.3614,618.55,259.73,82.6875,125.537,75.21,10.778,52.61,71.2,101.126,130.81,16.29,93.291,15.537,1101.3125,124.39,85.657,130.823,130.186,546.6875,58.29,138.558,83.279
"4739",2005-03-21,89.4,95.3828125,109.77,78.78,153.85,1.50651,85.0390625,56.14,79.25,189.99,93.3465,600.72,260.16,82.53125,124.381,71.18,10.286,52.16,70.87,100.968,132.65,15.934,92.958,15.299,1047.625,115.92,86.98,130.792,129.775,508.5,57.74,135.738,82.858
"4740",2005-03-22,89.7,95.23046875,108.72,79.37,154.73,1.49635,84.671875,56.22,78.8125,188.65,93.3168,601,260.33,81.9375,123.953,71.14,10.237,51.82,71.17,101.035,130.12,15.831,93.158,15.142,1045.1875,118.84,87.516,131.162,128.907,509.125,57.63,135.391,82.978
"4741",2005-03-23,89.33,95.15234375,107.93,78.86,149.26,1.4838,84.609375,56.29,78.765625,186.94,93.2822,592.37,259.8,82.0625,123.278,70.46,10.103,50.7,70.85,100.954,126.43,15.71,92.942,14.997,1029.3125,116.99,88.209,131.162,128.131,505.875,56.64,135.043,82.477
"4742",2005-03-24,89.48,95.13671875,107.69,79.13,150.19,1.48106,84.6328125,57.14,78.828125,187.24,93.3218,591.53,261.85,82.21875,122.927,71.6,10.035,50.49,71.01,100.964,128.55,15.68,92.983,14.941,1028.0625,119.32,88.314,132.17,128.405,510.375,56.69,136.511,82.367
"4745",2005-03-29,89.55,95.14453125,107.46,79.19,151.94,1.47764,84.6484375,56.94,78.875,187.81,93.3119,593.2,261.5,82.25,121.525,70.91,10.098,50.38,71.15,100.983,126.4,15.634,93.058,14.885,1040.25,123.93,88.513,134.658,126.533,506.5,56.72,139.215,82.788
"4746",2005-03-30,89.8,95.15625,107.79,79.48,154.16,1.47867,84.7421875,58.46,79.046875,188.29,93.3317,594.46,259.7,82.625,121.447,72.96,10.337,50.2,71.42,101.068,124.16,15.642,93.232,14.955,1037.8125,123.46,88.461,134.028,125.483,520.3125,56.66,138.674,82.377
"4747",2005-03-31,90.13,95.2890625,107.92,79.99,155.25,1.48129,85.0703125,57.01,79.421875,189.24,93.3713,596.67,260.48,83.125,121.811,71.06,10.385,50.49,71.64,101.169,129.4,15.617,93.498,14.926,1040.25,122.65,88.251,135.634,125.483,509.3125,56.8,138.79,82.828
"4748",2005-04-01,90.19,95.38671875,107.29,79.9,153.39,1.47536,85.2265625,56.47,79.609375,188.44,93.4356,592.8,259.27,83.4375,121.356,69.85,10.124,50.19,71.39,101.212,134.7,15.54,93.565,14.882,1039.0625,122.12,88.618,137.429,128.131,498.375,56.65,138.635,82.417
"4749",2005-04-04,90.4,95.41796875,106.79,80.35,154.47,1.46908,85.25,56.77,79.640625,187.93,93.401,589.61,258.78,83.4375,120.668,69.62,10.159,50.13,71.66,101.245,134.03,15.465,93.664,14.845,1024.375,121.66,89.017,137.02,127.035,499.1875,56.47,136.526,82.087
"4750",2005-04-05,90.31,95.41015625,107.19,80.14,153.39,1.47148,85.203125,56.82,79.5625,188.42,93.4356,590.44,260.12,83.3125,120.798,69.96,10.187,50.24,71.56,101.226,132.15,15.485,93.614,14.901,1003.625,120.39,88.828,137.051,125.437,501.1875,56.57,137.094,82.197
"4751",2005-04-06,90.31,95.4765625,107.2,79.89,155.87,1.47182,85.3515625,56.92,79.734375,188.43,93.4851,594.04,261.61,83.4375,120.227,70.91,10.298,50.54,71.67,101.264,131.74,15.527,93.639,14.926,1012.1875,119.99,88.912,135.949,122.195,505.875,56.32,135.552,82.067
"4752",2005-04-07,90.58,95.4453125,106.92,80.14,155.66,1.46886,85.2421875,56.47,79.5625,187.26,93.4703,592.93,262.7,83.125,120.149,71.56,10.233,50.45,71.9,101.326,128.81,15.494,93.83,14.885,1003.625,120.78,89.122,135.886,121.51,506.0625,56.41,135.39,81.966
"4753",2005-04-08,90.56,95.3828125,107.73,79.38,155.77,1.47719,85.15625,55.45,79.484375,188.88,93.4455,593.49,263.34,83.125,120.512,70.49,10.363,50.76,71.68,101.35,126.07,15.567,93.847,14.935,996.3125,123.07,88.629,136.579,124.615,496.75,56.81,135.877,81.656
"4754",2005-04-11,90.61,95.41796875,108.23,79.85,157.57,1.48369,85.25,55.77,79.6875,189.5,93.4356,595.7,262.63,83.5,121.162,71.25,10.493,51.18,71.72,101.359,126.83,15.651,93.872,14.981,1004.875,123.21,88.324,136.642,125.985,500.625,57.06,135.795,81.165
"4755",2005-04-12,90.72,95.49609375,107.74,80.06,154.58,1.47719,85.5625,56.17,80.109375,189.54,93.4703,594.18,261.22,84.1875,121.149,71.18,10.349,51.15,71.71,101.355,123.9,15.598,93.855,14.928,1009.75,122.58,88.618,137.524,127.309,501.1875,57.03,137.418,81.055
"4756",2005-04-13,90.92,95.57421875,107.52,80.34,150.81,1.4757,85.625,56.14,80.125,189.81,93.5445,596.53,261.25,84.0625,121.512,71.94,10.45,51.38,71.81,101.378,120.32,15.578,93.971,14.853,1004.875,118.47,88.618,137.24,127.537,505.875,57.29,136.769,80.975
"4757",2005-04-14,90.83,95.68359375,106.42,80.12,147.6,1.46577,85.7734375,55.82,80.234375,188.58,93.599,589.06,260.65,84,120.655,71.56,10.211,51.21,71.88,101.398,122.45,15.415,93.963,14.721,1013.4375,120.6,89.238,137.681,127.074,500.8125,56.81,137.702,80.734
"4758",2005-04-15,91.14,95.79296875,107.37,80.41,149.31,1.47513,86.0625,56.37,80.65625,189.64,93.6336,590.31,257.33,84.78125,121.058,71.22,10.156,50.81,72.1,101.483,120.86,15.536,94.162,14.819,1007.3125,120.41,88.723,138.185,127.917,500.1875,56.6,137.013,80.394
"4759",2005-04-18,91.23,95.8046875,108.6,80.73,149.31,1.48768,86.109375,55.45,80.765625,190.85,93.693,593.77,251.33,85,121.291,71.06,10.189,50.83,72.27,101.507,118.92,15.626,94.229,14.987,997.5625,122.08,88.167,140.326,125.725,494.75,56.44,137.215,80.314
"4760",2005-04-19,91.43,95.87109375,109.01,81.17,152.05,1.48962,86.296875,56.84,81,192.23,93.6732,601.24,251.83,85.375,121.979,74.07,10.486,51.24,72.21,101.55,123.98,15.662,94.353,15.01,1023.1875,125.31,87.894,139.634,126.736,512.1875,56.6,138.595,80.724
"4761",2005-04-20,91.39,95.84765625,109.53,81,155.97,1.49487,86.296875,56.42,80.96875,192.39,93.7029,604.42,249.91,85.3125,122.044,74.03,10.612,51.66,72.21,101.555,125.94,15.724,94.329,15.14,1029.3125,128.46,87.652,139.759,127.411,511.9375,57.13,138.798,80.875
"4762",2005-04-21,91.1,95.66015625,109.03,80.85,153.29,1.49133,85.921875,57.14,80.515625,191.33,93.6831,601.24,249.41,84.6875,121.992,74.83,10.438,51.66,72.24,101.502,126.48,15.697,94.196,15.135,1031.75,128.83,87.894,139.035,126.947,517.625,57.13,138.676,80.935
"4763",2005-04-22,91.28,95.703125,109.14,81,153.75,1.49259,86.046875,56.79,80.71875,192.07,93.6287,602.9,251.73,85.09375,123.07,74.52,10.522,52.06,72.19,101.545,128.73,15.728,94.295,15.15,1021.9375,129.87,87.621,139.161,126.863,513.8125,57.63,139.122,81.155
"4764",2005-04-25,91.45,95.65625,108.52,81.32,153.91,1.48392,86,56.74,80.703125,191.53,93.6386,603.18,252.66,85.25,123.381,76,10.5,51.77,72.28,101.55,127.4,15.675,94.353,15.09,1041.5,136.81,87.978,140.137,126.905,515.625,57.46,141.394,80.945
"4765",2005-04-26,91.42,95.625,108.54,81.41,151.53,1.48221,85.9609375,56.37,80.65625,191.12,93.6831,607.61,252.05,85.15625,123.018,75.85,10.493,51.41,72.3,101.541,126.79,15.662,94.329,15.089,1040.25,137.91,88.135,140.547,129.73,516.8125,57.25,141.394,80.534
"4766",2005-04-27,91.63,95.67578125,108.2,82.08,150.65,1.47821,86.0703125,56.04,80.828125,191.19,93.6485,600.82,248.01,85.34375,123.304,74.48,10.32,51.2,72.43,101.598,122.45,15.613,94.47,15.049,1017.0625,135.37,88.303,140.578,129.983,509.125,57.17,138.96,80.224
"4767",2005-04-28,91.82,95.77734375,108.01,82.18,150.29,1.47296,86.34375,55.35,81.171875,191.37,93.6831,598.47,246.3,85.875,122.901,73.99,9.99,51.7,72.51,101.66,122.9,15.543,94.611,14.989,998.75,136.83,88.576,141.099,130.362,501.625,57.37,138.919,80.033
"4768",2005-04-29,91.71,95.66015625,107.79,82.29,152.37,1.46954,86.1484375,56.11,80.984375,191.29,93.698,603.59,247.91,85.71875,124.225,73.88,9.978,51.99,72.55,101.66,119.64,15.448,94.578,14.96,1001.125,136.9,88.639,141.457,131.796,502.4375,57.54,138.96,79.612
"4770",2005-05-03,91.91,95.640625,107.46,82.45,150.24,1.46954,86.09375,56.02,80.953125,189.57,93.7128,591.97,248.84,85.71875,123.966,73.23,9.896,51.59,72.66,101.712,118.31,15.436,94.719,14.962,961.25,129.75,88.681,143.247,132.597,501.8125,57,138.595,79.853
"4771",2005-05-04,91.74,95.734375,108.07,81.82,148.73,1.47833,86.2734375,56.41,81.109375,190.77,93.7574,595.15,250.41,85.59375,124.667,72.81,10.083,52.16,72.47,101.684,119.36,15.565,94.636,15.086,965.9375,129.32,88.146,142.661,133.946,501,57.57,137.824,80.424
"4773",2005-05-06,91.48,95.58203125,106.73,81.54,149.98,1.46383,85.9609375,57.72,80.6875,189.7,93.7673,590.86,254.19,85.09375,124.108,74.3,10.014,52.13,72.19,101.626,118.89,15.419,94.437,14.908,976.5,128.36,88.849,143.474,132.133,513.4375,57.11,138.027,80.764
"4774",2005-05-09,91.7,95.53125,106.8,82.08,150.55,1.46555,85.8515625,58.34,80.625,188.96,93.6435,590.86,253.83,85.125,123.381,73.65,10.18,51.92,72.37,101.66,120.11,15.426,94.553,14.955,974.125,132.01,88.828,144.581,130.826,511.625,56.95,138.595,80.925
"4775",2005-05-10,92.03,95.6328125,107.24,82.79,151.64,1.47,86.09375,57.6,80.953125,188.93,93.6386,592.24,252.55,85.5625,123.498,73.88,10.23,52.09,72.67,101.727,120.44,15.428,94.752,15.033,976.5,134.21,88.671,144.939,129.435,508.625,57.22,139.731,81.015
"4776",2005-05-11,92.34,95.65625,106.78,83.33,150.13,1.46167,86.15625,57.1,81.046875,187.75,93.7029,592.24,251.55,85.78125,123.122,74.3,10.201,51.95,73.05,101.755,117.26,15.298,94.91,14.963,968.3125,136.3,89.196,145.232,129.519,507.8125,57.1,140.299,80.314
"4777",2005-05-12,92.24,95.69921875,106.03,83.26,143.21,1.45117,86.2578125,56.39,81.15625,187.3,93.7079,584.35,253.58,85.96875,121.992,73.3,10.014,51.13,73.2,101.708,113.2,15.203,94.769,14.838,957.75,132.17,89.794,145.134,129.561,500.1875,56.47,140.867,80.123
"4778",2005-05-13,92.37,95.8046875,105.2,83.59,140.77,1.44181,86.4296875,55.02,81.390625,185.75,93.7376,582.28,253.9,86.34375,121.291,72.31,9.978,50.7,73.43,101.698,113.95,15.116,94.819,14.729,954.25,128.98,90.403,145.036,128.418,491.5625,56.09,141.638,79.242
"4779",2005-05-16,92.38,95.8125,105.43,83.58,140.09,1.44284,86.4296875,54.88,81.40625,184.51,93.7624,580.34,253.44,86.3125,121.655,73.95,10.004,50.28,73.43,101.708,113.03,15.104,94.835,14.744,970.625,124.81,90.424,145.134,128.206,500.1875,55.75,141.11,78.921
"4780",2005-05-17,92.41,95.8125,105.26,83.59,140.35,1.44079,86.453125,54.53,81.46875,184.37,93.7574,581.03,253.76,86.40625,121.33,73.84,10.129,50.45,73.52,101.722,113.61,15.108,94.86,14.723,973,124.93,90.508,145.687,128.545,498,55.76,141.313,79.152
"4781",2005-05-18,92.56,95.87109375,105.72,84.06,143.21,1.44729,86.59375,55.12,81.734375,184.76,93.7624,583.94,257.58,86.8125,121.837,75.06,10.359,50.9,73.55,101.722,110.87,15.207,94.893,14.752,988.1875,124.3,90.099,145.264,125.242,508.0625,56.15,139.69,79.482
"4782",2005-05-19,92.4,95.75,105.39,83.93,141.86,1.44318,86.359375,54.58,81.5,184.26,93.7673,582.42,259.37,86.5625,120.915,74.68,10.266,50.63,73.43,101.684,110.25,15.147,94.794,14.723,982.375,120.34,90.403,145.459,124.438,504.8125,55.95,139.285,79.582
"4783",2005-05-20,92.25,95.68359375,104.33,83.69,143.11,1.4336,86.2734375,55.25,81.4375,183.37,93.7327,578.13,259.98,86.5625,120.279,74.94,10,50.41,73.28,101.631,110.59,15.084,94.711,14.58,999.9375,120.1,91.001,145.102,122.406,507.0625,55.75,138.96,79.152
"4784",2005-05-23,92.54,95.75390625,104.58,84.23,144.51,1.43599,86.453125,56.16,81.796875,183.7,93.698,577.02,261.26,87.09375,120.824,75.44,10.022,50.52,73.48,101.669,111.37,15.119,94.835,14.661,1052.6875,120.63,90.686,144.776,121.263,513.4375,56.03,137.297,79.673
"4785",2005-05-24,92.73,95.8125,104.75,84.46,146.23,1.43702,86.609375,56.63,82.140625,183.58,93.7822,578.13,260.58,87.28125,121.019,75.86,10.069,50.91,73.65,101.741,112.41,15.128,95.001,14.701,1037.4375,120.18,90.707,144.906,121.855,517.875,56.35,137.053,79.472
"4787",2005-05-26,92.62,95.77734375,104.14,83.8,150.86,1.42835,86.4296875,58.89,81.8125,182.91,93.8267,578.54,263.02,86.90625,120.396,80.29,10.298,50.74,73.5,101.798,115.5,14.987,95.034,14.797,1055.0625,120.9,91.211,144.483,120.416,542.3125,56.06,137.297,79.022
