"","date","RX1.Comdty","TU1.Comdty","SF1.Curncy","UB1.Comdty","HG1.Comdty","EC1.Curncy","FV1.Comdty","BO1.Comdty","TY1.Comdty","BP1.Curncy","XM1.Comdty","GC1.Comdty","EO1.Index","US1.Comdty","JY1.Curncy","SM1.Comdty","SI1.Comdty","NV1.Curncy","G.1.Comdty","DU1.Comdty","CO1.Comdty","SE1.Curncy","OE1.Comdty","NO1.Curncy","C.1.Comdty","CT1.Comdty","DX1.Curncy","FC1.Comdty","LH1.Comdty","S.1.Comdty","AD1.Curncy","LC1.Comdty","CD1.Curncy"
"7943",2017-07-10,152.8,108.49609375,113.41,157.47,284.04,1.23388,117.6875,39.58,124.40625,134.54,97.1504,1321.89,464.5,141.53125,94.348,421.63,17.184,72.9,120.32,111.332,49.93,12.738,128.334,12.354,606.4375,79.81,91.859,158.283,99.041,1280.5625,76.65,110.434,79.018
"7944",2017-07-11,152.56,108.53515625,113.71,156.8,286.67,1.24181,117.7421875,39.74,124.5,134.18,97.1404,1323.53,463.55,141.59375,94.525,422.26,17.311,72.5,120.25,111.302,50.61,12.786,128.187,12.422,606.0625,80.31,91.519,161.1,99.771,1286.1875,76.97,111.453,78.82
"7945",2017-07-12,153.26,108.6015625,113.42,158.02,287.96,1.23501,117.9375,39.39,124.84375,134.55,97.1704,1328.32,468.63,142.25,94.986,418.89,17.467,72.8,120.43,111.361,50.85,12.755,128.412,12.433,581.5625,80.29,91.605,166.023,100.232,1275.5625,77.42,114.364,80
"7946",2017-07-13,153,108.578125,113.2,157.57,285.55,1.23377,117.890625,38.87,124.734375,135.15,97.2053,1326.36,470.99,141.71875,94.991,396.33,17.252,73.37,120.13,111.347,51.57,12.851,128.314,12.461,557.8125,78.42,91.601,167.418,100.421,1219,77.91,113.927,79.969
"7947",2017-07-14,152.99,108.5859375,113.54,157.71,288.71,1.2403,118.0390625,39.07,125,136.63,97.1754,1337.47,472.76,142.125,95.571,403.56,17.518,73.54,119.91,111.337,52.1,12.905,128.246,12.555,567.5625,79.17,91.047,168.786,100.259,1235.875,78.84,114.291,80.432
"7948",2017-07-17,153.12,108.6015625,113.76,158.08,292.25,1.24181,118.078125,38.8,125.078125,136.31,97.1604,1344.23,473.17,142.34375,95.522,401.19,17.7,73.34,120.32,111.361,51.57,12.941,128.334,12.622,565.6875,80.81,91.022,168.95,101.357,1230.875,78.61,113.466,80.193
"7949",2017-07-18,153.44,108.6171875,114.65,158.65,292.95,1.25049,118.2109375,38.98,125.421875,136.23,97.1454,1353.16,470.08,143.25,96.08,403.31,17.886,73.69,120.97,111.386,52.02,12.945,128.431,12.732,568.75,81.15,90.541,165.859,101.012,1236.5,79.84,111.647,80.635
"7950",2017-07-19,153.73,108.609375,114.56,159.37,290.8,1.2458,118.1953125,39.32,125.359375,135.99,97.1654,1353.27,475.66,143.34375,96.225,407.17,17.918,73.71,121.27,111.401,52.94,12.95,128.529,12.762,577,81.03,90.719,169.032,103.615,1249.3125,80.17,113.782,80.813
"7951",2017-07-20,153.74,108.609375,114.97,158.86,291.39,1.25701,118.203125,39.92,125.375,135.44,97.1504,1357.09,477.52,143.46875,96.043,412.03,17.971,74.27,121.04,111.396,52.51,13.041,128.587,12.788,589.8125,81.96,90.267,166.598,101.764,1266.1875,80.23,112.423,80.854
"7952",2017-07-21,154.26,108.640625,115.89,159.57,292.09,1.26283,118.3203125,39.72,125.625,135.77,97.1904,1367.33,473.82,144.125,96.847,411.04,18.094,74.7,121.44,111.406,51.19,13.028,128.782,12.805,572.875,81.48,89.847,167.336,101.764,1260.875,79.81,112.957,81.184
"7953",2017-07-24,154.32,108.609375,115.62,159.82,293.59,1.25895,118.21875,39.5,125.46875,136.07,97.2103,1366.68,473.32,143.625,96.788,406.3,18.079,74.46,121.34,111.441,51.77,13.061,128.841,12.839,569.125,81.31,89.961,162.413,100.855,1246.5,79.88,110.483,81.403
"7954",2017-07-25,153.43,108.55078125,114.98,157.92,305.39,1.25965,117.9296875,39.37,124.90625,136.07,97.2003,1364.28,476.06,142.125,96.102,396.82,18.188,74.32,120.61,111.426,53.47,13.073,128.597,12.896,556.25,81.96,90.048,160.307,102.204,1226.5,80.02,109.804,81.331
"7955",2017-07-26,153.6,108.6484375,114.77,158.29,308.13,1.26531,118.2578125,39.64,125.328125,136.67,97.1604,1361.34,478.85,142.625,96.595,398.69,18.096,75.01,120.83,111.456,54.29,13.132,128.665,13.012,562.3125,81.34,89.68,160.252,102.894,1235.5625,80.38,110.895,81.519
"7956",2017-07-27,154.03,108.640625,113.4,158.82,308.72,1.26299,118.1640625,39.78,125.140625,136.44,97.2003,1372.89,481.27,142.09375,96.778,401.81,18.222,75.07,121.17,111.481,54.84,13.063,128.841,12.938,564.5625,83.08,89.882,161.729,103.207,1243.0625,80.32,110.895,81.026
"7957",2017-07-28,153.79,108.65625,112.96,158.19,308.45,1.27129,118.21875,40.68,125.265625,137.22,97.2053,1382.04,476.93,142.625,97.201,400.19,18.356,75.38,120.98,111.496,55.94,13.216,128.85,13.006,564.5625,82.75,89.305,159.787,102.141,1250.5625,80.58,109.537,81.835
"7958",2017-07-31,153.76,108.6484375,113.09,158.76,310.22,1.27873,118.2109375,40.79,125.203125,137.71,97.2103,1380.08,476.84,142.4375,97.529,396.97,18.456,75.24,120.85,111.491,56.48,13.276,128.802,13.065,559.3125,83.08,88.926,159.924,100.761,1242.5,80.63,108.664,81.697
"7959",2017-08-01,154.57,108.6640625,113.16,160.84,309.1,1.27561,118.359375,39.81,125.546875,137.85,97.1754,1386.6,478.71,143.4375,97.464,384.1,18.432,74.89,121.1,111.536,55.47,13.216,129.075,12.977,546.875,83.87,89.101,163.206,100.133,1198.6875,80.33,109.44,81.235
"7960",2017-08-02,154.62,108.625,112.69,160.78,309.47,1.28186,118.265625,40.15,125.421875,138.04,97.1854,1385.52,476.88,143.59375,97.212,385.21,18.398,74.51,120.79,111.531,56.09,13.236,129.075,13.04,550.625,84.56,88.907,164.382,102.831,1206.75,80.33,111.114,81.011
"7961",2017-08-03,155.04,108.671875,112.76,161.9,308.77,1.28235,118.40625,39.23,125.671875,137.04,97.2253,1381.17,477.84,144.34375,97.673,381.62,18.284,74.54,121.65,111.521,55.72,13.227,129.124,13.006,548.375,84.32,88.915,164.82,102.862,1185.9375,80.07,111.793,80.833
"7962",2017-08-04,154.88,108.6328125,112.32,161.45,309.52,1.27119,118.2578125,39.48,125.390625,136,97.2703,1370.52,481.91,143.5,97.078,377.91,17.869,74.29,121.53,111.516,56.15,13.155,129.094,12.937,552.875,83.66,89.595,164.054,104.431,1183.75,79.89,112.011,80.411
"7963",2017-08-07,155.04,108.6484375,112.3,161.78,311.88,1.27437,118.328125,39.35,125.484375,135.96,97.2503,1370.63,483.97,143.6875,97.051,383.6,17.868,73.73,121.83,111.521,56.1,13.145,129.172,12.973,561.5625,83.93,89.492,160.006,104.65,1198.375,79.77,109.091,80.228
"7964",2017-08-08,154.88,108.625,112.07,161.27,315.69,1.26978,118.2421875,39.69,125.328125,135.5,97.2653,1368.35,485.15,143.125,97.319,383.11,18.019,73.43,121.69,111.491,55.85,13.106,129.085,12.927,557.8125,84.74,89.69,159.76,104.807,1202.0625,79.77,108.575,80.315
"7965",2017-08-09,155.61,108.6796875,113.4,162.97,314.03,1.26973,118.4140625,40.07,125.65625,135.65,97.2503,1386.49,481,144.0625,97.834,381.62,18.54,73.47,122.23,111.536,56.45,13.094,129.338,12.922,561.5625,84.64,89.608,154.836,105.56,1200.8125,79.48,106.072,80.076
"7966",2017-08-10,155.81,108.6796875,113.39,163.56,311.46,1.27135,118.484375,39.6,125.875,135.4,97.2353,1398.12,477.98,144.65625,98.328,366.15,18.763,73.04,122.48,111.555,55.6,13.176,129.387,12.939,538.9375,81.62,89.488,154.454,105.968,1161.0625,79.55,104.648,79.984
"7967",2017-08-11,156.22,108.765625,113.66,164.5,312.42,1.27712,118.7109375,39.41,126.125,135.74,97.3052,1402.47,471.91,144.75,98.585,370.73,18.768,73.38,122.67,111.605,55.81,13.187,129.572,12.961,544.1875,81.6,89.154,155.11,106.219,1166.375,79.61,105.434,80.198
"7968",2017-08-14,155.9,108.7109375,112.38,163.64,311.62,1.27275,118.5625,39.16,125.859375,135.28,97.2753,1398.45,475.65,144.46875,98.022,369.74,18.825,73.14,122.51,111.605,54.34,13.209,129.504,12.94,547.25,80.73,89.489,155.684,107.07,1159.5,79.23,104.648,79.984
"7970",2017-08-16,155.47,108.6953125,113.01,162.5,316.87,1.27097,118.515625,38.5,125.828125,134.38,97.2303,1390.3,480.22,144.375,97.523,364.66,18.625,73.2,122.23,111.585,53.85,13.267,129.348,12.976,531.75,79.61,89.616,155.63,106.451,1145.8125,79.82,106.342,80.299
"7971",2017-08-17,155.66,108.71875,113.52,162.72,315.21,1.26779,118.6015625,38.92,126.03125,134.27,97.2503,1400.73,478.26,144.96875,97.936,366.52,18.749,73.12,122.35,111.57,54.67,13.198,129.387,12.923,528.75,79.49,89.708,153.688,103.588,1156.375,79.7,104.28,80.376
"7972",2017-08-18,156.05,108.7109375,113.21,163.89,315.37,1.26968,118.6015625,39.39,126.0625,134.28,97.2753,1399.86,474.73,145.125,98.328,367.88,18.691,73.32,122.56,111.59,56.48,13.209,129.494,12.998,531,79.89,89.54,153.715,102.349,1165.4375,79.98,103.961,80.864
"7973",2017-08-21,156.12,108.7421875,113.53,163.85,319.77,1.27518,118.671875,39.61,126.15625,134.52,97.2553,1405.29,472.17,145.40625,98.676,366.15,18.708,73.4,122.69,111.61,55.34,13.266,129.553,13.011,526.5,80.97,89.208,152.949,100.105,1159.1875,80,103.912,80.925
"7974",2017-08-22,156.12,108.703125,112.74,163.62,320.47,1.26876,118.5078125,39.91,125.875,133.77,97.2503,1399.1,476.88,144.875,98.07,365.53,18.671,72.97,122.48,111.625,55.57,13.216,129.582,12.987,521.9375,81.17,89.638,155.438,98.867,1160.75,79.74,105.753,80.95
"7975",2017-08-23,156.51,108.7421875,113.13,164.54,319.77,1.27604,118.6875,40.69,126.234375,133.52,97.2203,1403.12,474.64,145.71875,98.521,363.06,18.742,72.46,122.83,111.65,56.32,13.292,129.719,13.068,515.9375,82.02,89.263,154.946,98.364,1162.3125,79.73,104.231,81.057
"7976",2017-08-24,156.42,108.6953125,113.02,164.42,325.51,1.27415,118.5546875,40.76,126,133.48,97.2603,1400.18,474.37,145.34375,98.065,368.38,18.65,72.33,122.77,111.65,55.75,13.282,129.728,13.115,515.9375,82.69,89.39,154.919,98.712,1170.0625,79.71,104.869,81.189
"7977",2017-08-25,156.44,108.6953125,114.03,164.19,325.46,1.28213,118.6328125,40.56,126.1875,134.27,97.2503,1406.6,472.91,145.75,98.285,366.89,18.745,72.59,122.83,111.64,56.14,13.41,129.709,13.235,511,80.85,88.886,154.672,97.629,1167.25,80.03,104.967,81.458
"7979",2017-08-29,157.06,108.7578125,114.43,165.6,330.55,1.2941,118.84375,40.17,126.5,134.73,97.2703,1429.2,466.18,146.125,97.872,364.66,19.159,72.75,123.43,111.68,55.7,13.5,129.992,13.277,503.125,83.15,88.413,156.013,93.217,1157,80.24,104.158,81.164
"7980",2017-08-30,156.79,108.7421875,113.29,164.95,328.78,1.28326,118.765625,40.23,126.390625,134.75,97.2153,1423.87,468.84,146.09375,97.293,361.94,19.135,72.2,123.04,111.685,54.48,13.415,129.875,13.168,497.0625,84.23,89.026,156.341,94.959,1147.375,79.7,104.182,80.594
"7981",2017-08-31,156.73,108.75,113.68,164.85,330.01,1.28429,118.8359375,40.66,126.5625,134.82,97.1804,1432.67,471.67,146.5,97.609,364.28,19.214,71.96,123.04,111.685,56.77,13.471,129.855,13.243,514.6875,84.24,88.839,155.063,95.036,1162.125,80.16,103.47,81.367
"7982",2017-09-01,156.52,108.703125,113.08,163.58,332.08,1.28035,118.703125,41.38,126.25,135.04,97.2353,1441.48,473.64,145.65625,97.373,363.05,19.477,71.83,122.73,111.69,56.65,13.396,129.806,13.183,511.0625,85.5,88.974,155.226,95.113,1167.375,80.36,103.225,82.068
"7984",2017-09-05,157.15,108.828125,114.31,165.01,333.15,1.28585,119.15625,41.11,127,135.94,97.2203,1456.69,471.08,147.375,98.8,374.47,19.614,72.68,123.23,111.744,57.33,13.43,130.07,13.213,515.75,88.69,88.454,154.492,98.673,1190.75,80.65,102.513,82.155
"7985",2017-09-06,157.11,108.796875,113.98,165.23,335.65,1.28499,118.953125,41.24,126.671875,135.92,97.2952,1450.82,472.08,146.75,98.178,375.46,19.58,72.1,123.32,111.744,58.21,13.409,130.021,13.171,519.375,88.69,88.479,155.851,98.364,1193.8125,80.63,102.783,83.131
"7986",2017-09-07,157.7,108.859375,114.5,166,334.8,1.29491,119.1796875,41.09,127.09375,136.35,97.2553,1463.1,474.28,147.71875,98.757,373.74,19.805,72.34,123.83,111.814,58.52,13.481,130.228,13.26,511.0625,88.42,87.894,158.298,95.113,1191.0625,80.98,104.28,83.7
"7987",2017-09-08,157.49,108.875,115.41,165.31,323.94,1.29728,119.171875,40.51,127.078125,137.56,97.3152,1463.97,474.32,147.625,99.545,371.52,19.813,72.91,123.43,111.809,57.76,13.483,130.169,13.263,513.25,89.08,87.59,160.827,96.197,1182.75,81.3,105.36,83.72
"7988",2017-09-11,157.31,108.78125,114.27,164.81,326.55,1.29022,118.8828125,40.74,126.578125,137.29,97.2877,1447.13,479.08,146.4375,98.14,369.07,19.571,72.66,122.98,111.809,57.82,13.362,130.129,13.094,514.3125,86.87,88.096,161.452,95.307,1180.25,80.99,105.237,83.944
"7989",2017-09-12,156.44,108.7421875,113.52,162.56,323.35,1.29092,118.6796875,40.8,126.21875,138.54,97.2503,1443.87,481.41,145.71875,97.459,364.52,19.558,73.13,121.89,111.749,58.29,13.419,129.814,13.103,505.6875,83.33,88.099,160.936,92.018,1168.625,80.89,104.329,83.487
"7990",2017-09-13,156.29,108.703125,112.88,162.38,317.49,1.28046,118.546875,40.69,126.03125,137.52,97.2203,1438.87,483.42,145.3125,96.955,371.16,19.533,72.46,121.87,111.734,59.24,13.297,129.794,12.994,505.6875,82.47,88.724,161.616,92.211,1180.875,80.43,105.581,83.349
"7991",2017-09-14,156.14,108.6640625,113.12,162.06,314.99,1.28456,118.46875,40.69,125.984375,139.6,97.1654,1440.17,484.02,145.46875,97.046,380.25,19.448,72.34,121.08,111.734,59.57,13.382,129.725,13.031,509.625,82.23,88.344,161.833,91.36,1199.9375,80.55,104.967,83.405
"7992",2017-09-15,155.78,108.6171875,113.66,161.71,314.08,1.28736,118.375,40.37,125.890625,141.42,97.1504,1435.72,482.19,145.53125,96.767,378.4,19.352,73.05,120.01,111.69,59.74,13.425,129.527,13.086,510.375,82.65,88.106,163.383,94.378,1191.0625,80.69,105.777,83.471
"7993",2017-09-18,155.54,108.59375,113.39,161.06,316.21,1.28865,118.2734375,39.94,125.65625,140.57,97.0929,1420.07,484.06,144.875,96.259,379.63,18.756,72.77,120.28,111.68,59.59,13.426,129.478,13.115,505.6875,82.98,88.096,164.008,92.869,1189.8125,80.22,105.606,82.607
"7994",2017-09-19,155.68,108.56640625,113.24,161.33,316.27,1.29353,118.2265625,40.32,125.5625,140.92,97.078,1419.85,483.47,144.65625,96.233,374.72,18.89,73.35,120.01,111.67,59.22,13.461,129.517,13.166,501,82.47,87.844,164.851,93.062,1187.0625,80.81,105.998,82.851
"7995",2017-09-20,155.9,108.48046875,112.35,161.83,316.21,1.28189,117.9765625,40.5,125.203125,140.49,97.063,1426.15,483.51,144.3125,95.495,376.32,18.951,73.65,119.95,111.675,60.46,13.332,129.586,13.042,503.5625,82.54,88.549,167.461,90.779,1192.5625,80.83,108.919,82.297
"7996",2017-09-21,155.73,108.46484375,112.11,161.63,312.54,1.28612,117.9453125,39.83,125.203125,141.42,97.063,1402.36,483.33,144.4375,95.276,379.63,18.605,73.33,119.56,111.66,60.61,13.403,129.458,13.142,503.875,81.36,88.312,166.591,88.729,1193.5,79.99,108.084,82.363
"7997",2017-09-22,155.71,108.48046875,112.33,161.73,313.61,1.28736,118.0234375,39.7,125.3125,140.95,97.0979,1405.29,482.87,144.625,95.72,387,18.568,73.41,119.65,111.65,61.07,13.402,129.419,13.17,508.5625,81.42,88.233,166.836,86.213,1210.0625,80.33,109.532,82.419
"7998",2017-09-25,156.49,108.52734375,112.73,163.05,312.86,1.2769,118.1953125,39.46,125.640625,140.35,97.0929,1420.29,482.69,145.40625,96.115,380.98,18.746,72.89,119.96,111.73,63.39,13.29,129.764,13.134,508.9375,82.61,88.688,163.655,87.181,1194.125,80.11,107.225,82.292
"7999",2017-09-26,156.28,108.49609375,112.45,162.58,310.89,1.27185,118.1484375,38.82,125.578125,140.18,97.1229,1410.07,483.38,145.28125,95.634,379.39,18.457,72.22,119.99,111.72,62.76,13.166,129.725,13.028,506.75,81.77,89.014,163.764,85.517,1184.5625,79.61,106.293,82.343
"8000",2017-09-27,155.61,108.44921875,112.19,161.04,312.01,1.26735,117.890625,38.57,125.015625,139.65,97.1079,1395.29,485.8,143.5625,95.143,379.39,18.396,72.4,119.52,111.695,62.18,13.127,129.547,12.932,509.3125,81.65,89.388,165.748,85.749,1187.0625,79.28,106.587,81.576
"8001",2017-09-28,155.4,108.50390625,112.29,160.52,317.49,1.27057,117.9921875,38.07,125.125,140.07,97.033,1396.82,487.91,143.40625,95.389,376.93,18.418,72.59,119.49,111.695,61.66,13.168,129.498,12.942,507.125,82.03,89.159,166.02,85.981,1179.6875,79.27,106.98,81.83
"8002",2017-09-29,155.6,108.44140625,112.48,161.35,314.72,1.27309,117.828125,38.07,124.890625,139.66,97.053,1392.59,491.34,143.4375,95.308,382.13,18.231,72.44,119.73,111.685,61.26,13.118,129.527,12.891,511.0625,81.41,89.112,165.233,85.749,1190.4375,79.12,107.103,81.555
"8003",2017-10-02,155.81,108.41796875,111.76,161.81,314.78,1.26531,117.78125,37.72,124.828125,138.37,97.023,1382.83,494.95,143.3125,95.175,379.47,18.207,72.24,120.04,111.72,60.54,13.102,129.626,12.861,505.6875,80.36,89.613,163.198,88.613,1176.875,79.02,105.851,81.317
"8004",2017-10-03,155.71,108.42578125,111.84,161.31,315.63,1.26579,117.8359375,37.99,124.90625,137.95,97.053,1381.53,496.1,143.25,94.934,376.93,18.203,71.79,119.76,111.72,60.41,13.142,129.616,12.877,502.8125,80.3,89.621,165.45,92.676,1174.4375,79.03,107.103,81.393
"8005",2017-10-04,155.9,108.41796875,111.72,161.71,315.15,1.26729,117.8359375,38.55,124.90625,137.98,97.0879,1383.92,495.55,143.1875,95.073,376.33,18.174,71.92,119.67,111.72,60.19,13.197,129.636,12.908,501,81.83,89.497,165.097,93.372,1178.125,79.3,107.078,81.489
"8006",2017-10-05,155.81,108.38671875,111.23,161.41,324.47,1.26075,117.71875,38.28,124.734375,136.54,97.1129,1380.02,496.74,142.90625,94.977,383.46,18.19,71.37,119.53,111.695,61.49,13.113,129.537,12.822,502.8125,81.19,89.995,166.698,94.301,1190.4375,78.59,108.133,80.864
"8007",2017-10-06,155.75,108.36328125,111.28,161.35,322.61,1.26375,117.6171875,38.22,124.609375,136.08,97.078,1381.86,494.08,142.59375,95.089,386.25,18.356,71.16,119.74,111.705,60,13.174,129.527,12.842,503.5625,81.87,89.839,167.105,91.592,1195.3125,78.43,108.992,81.134
"8008",2017-10-09,156.02,108.35546875,111.14,161.94,322.82,1.26542,117.65625,38.58,124.671875,136.95,97.073,1392.81,495.23,142.75,95.111,381.77,18.554,70.91,119.85,111.715,60.18,13.166,129.616,12.882,502.8125,82,89.709,166.915,91.36,1188.5625,78.26,108.992,81.022
"8009",2017-10-10,156.06,108.37890625,111.63,162.04,325.96,1.27126,117.734375,38.41,124.84375,137.46,97.063,1402.34,495.13,143.15625,95.373,382.62,18.812,70.91,119.76,111.71,61.06,13.228,129.626,12.918,502.4375,82,89.321,167.241,93.14,1187.625,78.52,110.74,81.266
"8010",2017-10-11,155.85,108.34765625,111.85,161.55,329.69,1.27657,117.6796875,38.45,124.8125,137.63,97.078,1397.03,495.73,143.1875,95.33,381.04,18.731,71.06,119.64,111.695,61.42,13.27,129.557,12.963,497.8125,81.74,89.056,167.322,94.804,1186.75,78.59,110.484,81.484
"8011",2017-10-12,156.03,108.35546875,111.56,161.73,332.3,1.27421,117.7421875,38.6,124.96875,138.21,97.0929,1405.27,496.69,143.6875,95.479,394.84,18.876,71.58,119.63,111.715,60.68,13.153,129.675,13.001,502.125,80.68,89.126,166.671,93.952,1219.625,78.98,109.319,81.591
"8012",2017-10-13,156.58,108.37890625,111.7,162.68,333.74,1.27239,117.90625,39.08,125.28125,138.39,97.1029,1414.05,499.76,144.5625,95.763,397.62,19.035,72.11,119.75,111.754,61.67,13.152,129.873,13.019,507.5,81.61,89.162,167.214,94.829,1229.75,79.54,109.179,81.464
"8013",2017-10-16,157.01,108.29296875,111.5,163.7,344.97,1.26949,117.671875,38.96,125,137.9,97.1479,1412.32,500.21,144.28125,95.485,392.66,18.989,71.91,120.04,111.794,62.37,13.174,130.031,12.996,504.25,80.31,89.379,167.16,97.116,1218.375,79.18,108.899,81.185
"8014",2017-10-17,157.16,108.29296875,111.25,164.14,340.34,1.26713,117.671875,38.96,125.015625,137.32,97.1329,1394.11,500.17,144.59375,95.495,389.15,18.63,71.93,120.62,111.784,62.43,13.11,130.021,12.933,503.5625,80.6,89.56,165.151,94.791,1210.6875,79.16,108.107,81.058
"8015",2017-10-18,156.74,108.26953125,110.94,163.43,338.47,1.27057,117.5390625,38.75,124.71875,137.43,97.1729,1390.64,501.08,143.625,94.886,389.39,18.582,71.68,120.33,111.759,62.73,13.12,129.853,12.91,501.375,80.43,89.443,165.558,97.192,1210.0625,79.18,108.736,81.566
"8016",2017-10-19,156.83,108.30078125,111.4,163.51,337.36,1.27319,117.6015625,39.24,124.84375,136.95,97.1329,1398.23,498.25,144.09375,95.079,388.91,18.864,70.38,120.77,111.779,61.73,13.116,129.902,12.91,502.125,80.05,89.339,166.237,97.955,1212.875,79.33,108.27,81.408
"8017",2017-10-20,156.02,108.26171875,110.45,161.47,337.14,1.26772,117.421875,39.62,124.40625,137.31,97.1179,1387.93,498.52,142.84375,94.357,383.71,18.671,69.9,120.21,111.749,62.29,13.074,129.665,12.856,495.625,79.54,89.78,166.752,98.869,1203.3125,78.85,108.689,80.509
"8018",2017-10-23,156.25,108.30078125,110.24,162.06,339.54,1.26322,117.5078125,40.17,124.5,137.4,97.0979,1388.36,499.67,143,94.176,382.25,18.667,69.88,120.44,111.759,61.88,13.007,129.764,12.827,505.3125,82.92,90.005,166.752,96.849,1205.8125,78.77,108.829,80.412
"8019",2017-10-24,155.7,108.28515625,110,160.9,340.6,1.26837,117.421875,39.83,124.3125,136.73,97.1229,1385.54,497.65,142.375,94.304,380.2,18.548,69.22,119.98,111.725,62.92,13.013,129.567,12.84,507.5,82.71,89.858,168.381,97.611,1199.3125,78.6,111.416,80.209
"8020",2017-10-25,155.63,108.25390625,109.94,160.7,339.01,1.2704,117.2890625,39.74,124.046875,137.95,97.1379,1386.3,495.4,141.65625,94.17,381.65,18.503,68.92,119.37,111.72,63.04,12.974,129.537,12.788,505,82.43,89.778,168.082,98.298,1199.3125,77.65,110.996,79.35
"8021",2017-10-26,156.18,108.23046875,109,161.53,338.42,1.25442,117.2265625,40.02,123.96875,136.92,97.1429,1376.11,501.32,141.46875,93.946,377.66,18.379,68.62,119.46,111.784,63.97,12.777,129.804,12.565,504.25,81.1,90.672,169.158,99.174,1194.125,77.37,112.511,79.106
"8022",2017-10-27,156.93,108.26953125,108.87,162.32,330.54,1.24782,117.359375,40.41,124.1875,136.56,97.1229,1378.5,502.84,141.90625,94.096,377.66,18.314,68.95,119.93,111.849,65.2,12.763,130.12,12.585,501.75,81.11,90.972,168.405,98.259,1199,77.37,112.628,79.117
"8023",2017-10-30,157.25,108.30859375,109.26,163.47,331.45,1.25211,117.5859375,40.23,124.59375,137.37,97.1679,1384.89,502.88,143.03125,94.614,377.9,18.418,68.99,120.22,111.834,65.69,12.773,130.149,12.588,501.75,81.63,90.619,170.396,99.365,1195.9375,77.54,115.028,79.203
"8024",2017-10-31,157.29,108.26953125,108.94,164.18,330.27,1.2534,117.515625,40.31,124.515625,138.23,97.2328,1377.09,506.6,143.125,94.17,377.29,18.25,68.67,120.17,111.819,66.07,12.758,130.12,12.564,497.4375,81.33,90.595,171.58,103.672,1196.25,77.26,117.102,78.832
"8025",2017-11-01,157.17,108.22265625,108.32,163.7,334.69,1.24975,117.453125,40.48,124.484375,137.86,97.1979,1384.46,507.57,143.375,93.711,379.47,18.778,69.09,120.02,111.824,65.58,12.711,130.1,12.6,501,81.08,90.864,171.876,101.537,1204.125,77.39,118.011,78.923
"8026",2017-11-02,157.23,108.24609375,108.78,163.72,334.8,1.25415,117.5546875,40.44,124.71875,135.91,97.2478,1385.33,507.48,144.0625,93.893,384.07,18.735,69.38,120.93,111.829,65.72,12.714,130.139,12.617,504.25,82.16,90.748,169.966,100.318,1213.875,77.88,115.89,79.355
"8027",2017-11-03,157.28,108.22265625,108.59,163.86,332.03,1.24835,117.5234375,39.93,124.734375,135.96,97.3328,1375.68,508.58,144.21875,93.748,379.83,18.404,69.34,120.93,111.824,67.3,12.647,130.129,12.564,501,81.73,91.007,173.14,99.25,1198.6875,77.2,118.663,79.655
"8028",2017-11-06,157.66,108.23046875,108.9,164.47,336.29,1.24819,117.6015625,40.29,124.9375,137.04,97.3377,1389.12,508.76,144.75,94.074,382.5,18.842,69.6,121,111.854,69.68,12.707,130.258,12.616,500.6875,81.88,90.814,172.36,98.526,1207.5,77.6,116.822,79.919
"8029",2017-11-07,157.8,108.22265625,108.69,164.53,329,1.24599,117.609375,40.62,125,136.98,97.3228,1382.83,507.43,145.1875,93.994,381.77,18.52,69.3,121.18,111.854,69.05,12.706,130.307,12.558,500.3125,80.96,90.951,172.064,97.459,1209.9375,77.13,116.17,79.513
"8030",2017-11-08,157.91,108.19921875,108.64,164.99,330.11,1.2468,117.5234375,41.03,124.828125,136.41,97.3328,1391.4,508.35,144.875,94.058,381.41,18.736,69.5,121.45,111.849,68.84,12.728,130.327,12.575,501,81.62,90.92,169.32,96.887,1212.9375,77.49,114.585,79.879
"8031",2017-11-09,157.12,108.23046875,109.37,162.91,328.68,1.25222,117.5390625,40.76,124.765625,136.87,97.3078,1395.52,504.35,144.4375,94.534,377.29,18.558,69.82,120.94,111.829,69.31,12.74,130.139,12.621,491.3125,81.22,90.521,170.557,96.316,1196.5625,77.54,114.166,80.214
"8032",2017-11-10,156.74,108.17578125,109.08,161.91,327.61,1.25404,117.328125,40.38,124.28125,137.27,97.2928,1381.1,501.55,142.96875,94.203,380.56,18.444,69.51,120.15,111.819,68.87,12.766,130.011,12.626,494.1875,82.12,90.45,170.557,95.248,1199,77.31,112.395,80.168
"8033",2017-11-13,156.64,108.12890625,109.09,161.75,331.92,1.25426,117.21875,39.82,124.21875,136.42,97.2828,1386.19,499.81,143.0625,94.224,376.69,18.637,69.27,120.26,111.814,68.48,12.723,129.981,12.572,492.375,81.92,90.556,170.8,94.982,1183.5,76.97,112.395,79.869
"8034",2017-11-14,156.94,108.11328125,109.75,162.46,326.44,1.26778,117.265625,39.45,124.3125,136.93,97.2478,1390.53,496.46,143.5,94.347,375.48,18.665,69.09,120.43,111.814,67.45,12.705,130.031,12.548,485.5625,81.59,89.918,169.643,91.437,1175.625,77.05,111.393,79.853
"8035",2017-11-15,157.18,108.12890625,109.84,163.05,325.32,1.26756,117.375,40.31,124.625,136.93,97.3178,1384.89,493.47,144.5625,94.769,376.69,18.554,69,120.69,111.824,67.08,12.654,130.09,12.46,486.625,81.84,89.921,170.046,93.19,1185.9375,76.55,112.045,79.615
