date,AD,AH,BO,BP,C,CC,CD,CF,CN,CO,CT,DU,DX,EC,EO,FC,FV,G,GC,GX,HG,IB,JY,KC,KW,LC,LH,NG,NI,NO,NQ,NV,OE,PB,PT,QS,RX,S,SB,SE,SF,SI,SM,SMI,SP,TU,TY,UB,US,VG,W,XM,XP,Z,ZS
2004-01-05,53.91,1613.0,66.96,174.8,1517.75,3022.0,77.498,2405.7,84.5,65.52,172.44,99.673,91.848,1.44085,239.83,77.236,84.34375,70.42,606.88,4894.86,112.84,4529.8,125.764,509.22,2305.875,110.281,68.113,488.375,17100.0,14.156,1707.22,45.18,89.079,739.0,398.87,404.75,82.8,551.625,17.56,15.29,106.31,9.302,85.39,3756.11,1077.69,96.0,76.8125,68.64,76.53125,1789.0,3830.75,93.139,2969.1,3401.3,1047.0
2004-01-06,54.03,1605.0,67.13,176.28,1508.75,3178.0,77.399,2398.4,85.05,65.37,172.15,99.824,91.401,1.45076,238.61,76.745,84.765625,70.56,604.6,4889.44,111.13,4529.8,125.658,519.99,2275.875,108.231,66.531,506.617,15260.0,14.072,1717.5,45.22,89.385,728.0,399.12,414.75,83.29,551.625,18.02,15.354,106.63,9.425,85.25,3769.66,1079.61,96.1875,77.421875,69.22,77.34375,1792.81,3792.3125,93.0747,2997.0,3396.8,1027.0
2004-01-07,53.92,1600.0,65.55,175.91,1499.75,3366.0,77.06,2377.7,85.18,65.24,168.44,99.852,92.029,1.43766,237.28,78.148,84.8671875,70.71,603.31,4871.37,110.72,4531.8,125.658,511.08,2271.625,110.428,66.866,492.024,15275.0,13.835,1731.77,45.11,89.466,721.0,400.14,410.11,83.33,547.0,18.3,15.234,105.7,9.328,84.0,3761.53,1083.07,96.21484375,77.625,69.19,77.625,1782.65,3801.875,93.1439,2990.7,3377.5,1023.0
2004-01-08,54.38,1619.0,66.82,177.12,1510.25,3303.0,77.578,2394.7,85.0,65.92,170.92,99.88,91.348,1.45099,240.8,79.223,84.890625,70.75,606.31,4906.9,115.08,4544.7,125.618,507.37,2275.875,110.135,65.709,507.475,16100.0,13.899000000000001,1747.75,45.46,89.563,743.0,399.89,407.61,83.49,549.5625,17.74,15.358,106.82,9.343,84.0,3785.91,1086.73,96.20703125,77.65625,69.26,77.625,1805.52,3787.5,93.1093,2985.3,3391.5,1051.0
2004-01-09,54.53,1620.0,67.11,178.62,1505.75,3426.0,78.146,2382.7,85.67,66.53,168.73,100.078,90.827,1.45999,239.56,80.625,85.6484375,71.38,609.74,4856.92,114.56,4532.4,125.365,510.71,2240.1875,111.197,65.435,521.282,16100.0,14.02,1736.9,45.85,89.998,740.0,397.17,419.76,84.01,546.5,18.27,15.449,107.3,9.677,82.95,3768.98,1077.59,96.53125,78.609375,69.8,78.9375,1784.55,3705.75,93.1142,2981.7,3368.8,1042.0
2004-01-12,54.58,1608.0,70.28,178.59,1592.75,3413.0,77.977,2372.1,85.71,67.36,168.94,100.087,91.327,1.44985,238.19,80.415,85.671875,71.53,609.45,4834.64,112.38,4548.1,125.032,525.55,2340.125,109.403,63.031,494.027,14850.0,13.971,1763.16,45.91,90.055,733.0,399.46,416.83,84.13,567.0,18.39,15.325,106.76,9.856,85.84,3723.6,1085.67,96.53125,78.640625,69.95,78.96875,1782.01,3837.9375,93.3268,2996.1,3355.6,1033.0
2004-01-13,54.6,1602.5,71.08,178.21,1610.75,3364.0,78.166,2384.4,85.91,66.53,169.05,100.05,91.242,1.44974,239.03,81.514,85.9375,71.51,605.74,4811.75,112.69,4550.4,125.551,519.24,2303.0,109.622,63.822,452.751,14300.0,14.048,1744.89,45.89,89.974,730.0,398.44,414.26,84.02,578.1875,18.42,15.287,107.15,9.826,88.9,3750.69,1078.94,96.62890625,78.96875,69.81,79.3125,1779.47,3768.25,93.3071,2976.3,3348.7,1030.0
2004-01-14,54.49,1628.0,70.14,177.41,1612.25,3297.0,77.179,2408.3,86.14,65.81,167.37,100.022,91.816,1.4404,242.13,82.916,85.9609375,71.43,602.88,4896.06,113.57,4567.3,125.737,514.79,2305.875,111.819,64.766,456.9,13500.0,13.984,1755.17,45.82,89.95,733.0,400.99,399.24,84.08,579.875,18.02,15.125,106.3,9.577,90.33,3789.98,1088.56,96.6171875,79.125,69.71,79.8125,1800.43,3799.5,93.3763,2993.4,3362.7,1036.0
2004-01-15,54.14,1613.0,70.21,176.27,1612.25,3290.0,76.801,2416.0,86.17,63.16,169.46,99.984,92.401,1.43037,245.09,83.407,85.875,71.34,583.88,4943.64,112.53,4558.1,125.458,516.27,2265.875,114.016,65.496,418.127,13900.0,13.823,1755.17,45.24,89.885,726.0,403.28,398.15,83.99,575.4375,17.65,15.033,105.18,9.254,89.5,3793.36,1090.39,96.55859375,79.109375,69.76,80.0625,1818.86,3713.0,93.3713,2983.5,3357.8,1020.0
2004-01-16,53.62,1622.5,69.62,173.71,1634.75,3274.0,76.531,2447.0,85.92,65.6,169.99,99.993,93.656,1.40748,249.44,83.361,85.7578125,71.21,581.45,4974.95,113.57,4573.9,124.805,528.15,2310.125,115.261,66.653,424.923,14750.0,13.578,1772.86,44.67,89.845,728.0,406.93,399.61,83.9,575.9375,17.83,14.78,103.3,9.428,89.98,3828.58,1095.1,96.57421875,78.875,69.55,79.84375,1827.75,3825.9375,93.3466,2975.4,3377.1,1019.0
2004-01-19,53.01,1619.0,69.62,172.68,1634.75,3274.0,76.392,2457.3,85.97,65.81,169.99,99.974,93.529,1.40725,249.06,83.361,85.7578125,71.24,581.45,5005.67,113.57,4594.2,124.273,528.15,2310.125,115.261,66.653,424.923,14025.0,13.578,1772.86,43.96,89.829,731.0,407.6,409.87,83.88,575.9375,17.83,14.78,103.28,9.428,89.98,3842.8,1093.47,96.57421875,78.875,69.46,79.84375,1833.47,3825.9375,93.2823,2985.3,3406.6,1027.0
2004-01-20,53.86,1626.0,68.7,176.03,1651.25,3258.0,77.01,2440.0,86.1,67.23,171.24,100.097,92.518,1.42901,247.04,84.436,85.6640625,71.29,589.88,4981.58,116.01,4576.5,124.446,554.5,2308.75,117.458,67.292,450.032,15050.0,13.725999999999999,1772.86,44.8,90.031,739.0,411.25,417.92,84.13,570.75,17.9,15.043,104.9,9.418,90.37,3825.19,1094.52,96.5546875,78.6875,69.67,79.5,1824.58,3801.875,93.2378,2987.1,3396.1,1040.5
2004-01-21,54.28,1631.0,69.46,177.03,1663.25,3346.0,76.541,2450.6,86.41,66.44,172.12,100.087,92.114,1.43641,249.13,84.67,85.7578125,71.08,587.45,5018.31,116.01,4616.6,124.659,548.93,2291.625,119.655,67.9,439.946,14930.0,13.948,1766.01,45.31,89.974,747.0,411.0,416.83,84.02,580.25,17.87,15.197,105.61,9.246,91.59,3836.71,1102.61,96.56640625,78.796875,69.58,79.625,1838.55,3768.25,93.2626,2981.7,3397.9,1044.0
2004-01-22,54.78,1640.0,68.61,178.51,1655.75,3440.0,76.791,2463.3,87.04,66.98,172.49,100.135,91.572,1.4454099999999999,249.58,84.272,85.9921875,70.96,585.88,5011.69,116.27,4641.8,125.658,558.96,2275.875,119.545,66.926,417.34,14725.0,13.951,1751.74,45.62,90.095,760.0,410.06,405.1,84.16,579.1875,17.99,15.288,106.14,9.458,91.69,3863.12,1100.78,96.65234375,79.1875,69.79,80.21875,1841.09,3720.1875,93.2873,3003.4,3375.2,1036.0
2004-01-23,54.37,1636.0,69.01,176.73,1661.75,3299.0,75.505,2462.0,86.35,66.65,172.76,100.135,92.38,1.43288,248.92,84.249,85.640625,71.15,582.88,5002.05,116.74,4650.1,125.484,552.65,2234.5,117.421,66.774,433.436,14900.0,13.813,1750.03,45.3,90.135,755.0,410.15,413.16,84.14,578.375,17.77,15.111,105.46,9.473,92.0,3883.44,1097.12,96.56640625,78.671875,70.19,79.34375,1837.28,3667.3125,93.3466,3009.7,3360.9,1032.0
2004-01-26,54.16,1635.0,70.18,175.38,1687.25,3288.0,75.734,2448.6,86.04,65.55,172.08,100.069,93.082,1.41842,247.79,83.407,85.453125,70.72,581.03,5005.67,115.91,4599.1,125.391,574.17,2234.5,115.224,67.961,409.686,14500.0,13.64,1774.58,45.12,90.022,749.0,409.39,399.24,83.99,584.0,17.77,14.898,104.18,9.401,93.12,3880.05,1110.69,96.50390625,78.34375,69.53,78.78125,1837.92,3664.9375,93.2527,3007.0,3349.5,1016.0
2004-01-27,54.83,1626.0,69.39,176.85,1657.25,3258.0,76.213,2462.3,86.45,65.08,167.8,100.097,92.05,1.43664,248.88,83.454,85.671875,70.89,585.88,4996.03,115.65,4619.1,126.283,583.82,2230.1875,115.7,68.083,408.899,14450.0,13.83,1735.19,45.71,90.063,739.0,407.01,399.98,84.03,575.75,17.71,15.132,105.54,9.763,90.75,3915.95,1099.43,96.58203125,78.671875,69.65,79.25,1836.65,3652.875,93.1291,2979.9,3349.5,1016.0
2004-01-28,54.44,1653.0,68.0,176.6,1624.25,3126.0,75.126,2469.9,85.81,64.09,160.98,100.135,92.795,1.42309,250.29,83.361,85.046875,70.79,592.31,5018.92,117.57,4649.2,125.977,569.72,2198.8125,113.54,68.692,413.12,14900.0,13.58,1705.51,45.45,90.184,764.0,405.91,384.59,84.18,554.5625,18.08,15.021,104.55,9.875,87.48,3916.62,1086.54,96.30859375,77.90625,69.78,78.3125,1846.18,3602.4375,93.2181,2960.9,3365.4,1042.0
2004-01-29,53.57,1644.5,68.33,175.78,1619.75,3151.0,74.707,2440.3,85.68,62.71,156.2,99.833,93.412,1.4109,246.78,82.712,85.109375,70.29,569.31,4939.42,116.48,4580.5,125.857,558.21,2230.1875,111.343,68.266,407.29,14605.0,13.352,1711.79,45.12,89.506,758.0,399.12,375.07,83.3,557.5,18.08,14.841,103.97,9.279,87.76,3891.57,1087.5,96.28515625,77.96875,68.81,78.46875,1816.95,3655.3125,93.0994,2932.1,3324.1,1029.5
2004-01-30,53.75,1656.0,68.8,176.7,1657.25,3116.0,75.086,2424.0,86.3,62.82,160.91,99.88,92.986,1.41785,246.16,83.485,85.3046875,70.43,574.3,4912.92,118.92,4541.3,126.044,560.44,2264.4375,112.332,69.818,388.433,15300.0,13.447,1706.65,45.5,89.652,769.0,404.55,378.73,83.54,564.75,18.05,14.831,104.09,9.309,88.97,3879.37,1087.21,96.35546875,78.28125,69.26,79.0,1811.87,3739.4375,93.0994,2945.6,3311.3,1043.0
2004-02-02,53.31,1647.0,68.12,176.08,1627.25,3137.0,74.339,2443.0,86.16,65.08,156.15,99.927,93.38,1.4117,247.53,83.859,85.3203125,70.43,569.17,4954.48,118.76,4566.7,126.217,556.36,2241.625,112.076,71.857,401.172,14900.0,13.488,1699.8,45.34,89.74,784.0,411.85,375.44,83.62,546.5,17.62,14.817,103.67,9.001,85.32,3905.11,1091.73,96.3828125,78.234375,69.32,78.84375,1832.2,3700.9375,93.139,2952.8,3301.8,1052.0
2004-02-03,53.86,1660.0,70.18,178.13,1637.75,3280.0,74.458,2423.0,86.34,63.51,156.75,100.059,92.518,1.42753,244.99,83.535,85.546875,70.44,570.02,4890.64,121.3,4564.7,126.283,554.13,2213.0625,111.783,71.735,406.714,14950.0,13.587,1697.52,45.89,89.95,797.0,412.27,381.66,83.85,553.0,17.71,14.95,104.81,9.12,85.91,3863.12,1090.19,96.49609375,78.546875,69.5,79.1875,1809.33,3657.6875,93.1785,2938.4,3304.5,1069.0
2004-02-04,53.62,1671.0,70.18,177.66,1621.25,3241.0,74.608,2403.4,86.17,62.17,157.54,100.059,92.561,1.42605,243.07,82.039,85.4609375,70.61,572.59,4853.3,121.93,4519.5,126.43,538.91,2173.0625,109.586,72.344,406.93,14850.0,13.549,1670.12,45.92,89.95,809.0,404.72,368.84,83.84,555.25,17.5,14.977,104.7,9.157,85.98,3900.37,1081.44,96.48828125,78.453125,69.57,79.125,1792.18,3614.4375,93.2329,2936.6,3312.0,1067.0
2004-02-05,53.62,1667.0,72.32,177.63,1651.25,3280.0,74.428,2403.4,86.09,63.01,155.84,100.078,92.667,1.42662,243.77,83.011,85.1796875,70.62,568.46,4863.54,121.77,4554.4,125.791,538.91,2194.5,110.684,74.657,388.649,14875.0,13.529,1675.26,46.36,89.974,813.0,407.18,362.62,83.9,573.5,17.19,14.963,104.69,9.12,87.83,3894.27,1083.84,96.34765625,78.140625,69.7,78.78125,1798.53,3662.5,93.2378,2935.7,3296.5,1074.5
2004-02-06,54.2,1680.0,72.06,178.94,1673.75,3163.0,74.877,2413.7,86.78,62.07,157.13,100.191,91.689,1.44427,244.74,82.961,85.5546875,70.8,576.15,4876.19,122.55,4598.5,126.23,532.98,2177.375,110.501,75.509,385.338,15075.0,13.697,1706.08,46.63,90.224,823.0,408.79,361.88,84.22,578.875,16.79,15.263,106.12,9.350999999999999,89.39,3912.56,1095.97,96.50390625,78.671875,70.01,79.5625,1805.52,3638.5,93.2082,2943.8,3311.7,1078.0
2004-02-09,54.64,1673.0,73.95,180.06,1705.1875,3096.0,74.877,2440.6,86.89,62.67,154.61,100.163,91.657,1.44359,247.5,83.061,85.6875,70.88,580.71,4958.69,123.12,4663.2,126.084,530.75,2187.375,111.144,75.996,384.979,15150.0,13.781,1705.51,46.9,90.208,832.0,412.61,365.18,84.24,584.0,16.51,15.269,105.93,9.574,89.08,3959.97,1096.83,96.5234375,78.8125,70.02,79.71875,1832.83,3674.5,93.3318,2954.6,3333.6,1077.0
2004-02-10,55.02,1668.0,74.51,181.3,1679.75,3137.0,74.787,2442.0,86.77,64.67,147.78,100.135,91.518,1.44587,247.56,81.764,85.53125,70.97,580.14,4971.34,122.29,4681.0,126.243,550.42,2204.5,108.876,75.327,388.937,15225.0,13.618,1709.51,47.23,90.16,832.0,415.58,371.04,84.21,575.25,16.76,15.304,106.05,9.515,86.47,3968.77,1100.01,96.43359375,78.625,69.95,79.4375,1837.92,3696.125,93.3614,2954.6,3313.9,1073.0
2004-02-11,55.55,1695.0,75.54,182.92,1705.1875,3114.0,75.684,2448.3,87.18,64.31,147.74,100.257,90.795,1.45783,248.95,82.562,85.9453125,71.12,585.42,4985.79,126.24,4693.3,126.456,551.9,2227.3125,110.123,77.153,378.573,15000.0,13.657,1726.63,47.31,90.393,835.0,414.81,376.53,84.43,577.5,16.63,15.404,106.3,9.768,86.33,3972.84,1111.65,96.609375,79.125,70.24,80.125,1844.91,3734.625,93.317,2967.3,3303.0,1083.0
2004-02-12,55.58,1720.0,74.46,183.21,1687.25,3161.0,75.475,2448.6,87.01,64.67,151.1,100.248,90.912,1.456,249.37,82.662,85.84375,71.1,590.41,4965.92,128.88,4720.2,126.443,557.84,2217.375,109.594,77.609,392.32,15440.0,13.648,1712.93,47.24,90.377,848.0,412.95,376.91,84.38,566.4375,16.63,15.352,106.22,9.86,84.62,3957.94,1107.51,96.59375,78.984375,70.08,79.6875,1837.92,3717.8125,93.4208,2996.1,3295.8,1102.0
2004-02-13,55.6,1720.0,74.56,182.62,1694.6875,3137.0,75.724,2430.7,87.06,65.97,150.94,100.257,91.136,1.4494,247.55,83.785,86.078125,71.17,585.56,4880.4,129.09,4687.6,126.323,549.31,2193.0625,109.783,78.041,398.437,15400.0,13.62,1698.66,47.25,90.418,855.0,411.68,385.07,84.47,571.3125,16.88,15.297,105.73,9.803,85.81,3947.78,1102.41,96.70703125,79.234375,70.31,79.9375,1817.59,3655.3125,93.3862,3005.2,3316.2,1095.0
2004-02-16,55.93,1725.0,74.56,183.2,1694.6875,3137.0,75.654,2448.0,87.15,65.43,150.94,100.248,91.029,1.45464,248.92,83.785,86.078125,71.12,585.56,4910.52,129.09,4711.1,126.363,549.31,2193.0625,109.783,78.041,398.437,15400.0,13.62,1702.66,47.75,90.426,864.0,413.63,383.95,84.43,571.3125,16.88,15.297,106.17,9.803,85.81,3947.78,1104.63,96.70703125,79.234375,70.25,79.9375,1833.47,3655.3125,93.401,3001.6,3315.4,1108.0
2004-02-17,56.29,1745.0,74.98,184.57,1703.6875,3133.0,76.013,2465.9,86.94,66.23,152.88,100.323,90.54,1.46113,251.11,84.658,86.046875,71.21,593.68,4948.46,134.96,4728.8,126.084,551.53,2177.375,109.405,77.908,382.819,15450.0,13.791,1720.92,47.84,90.595,897.0,415.75,387.66,84.61,586.4375,17.19,15.338,106.67,10.098,89.53,3968.77,1112.9,96.69921875,79.21875,70.45,80.0,1847.45,3607.25,93.3367,3000.7,3358.6,1129.0
2004-02-18,55.72,1733.0,73.85,183.07,1678.25,3110.0,75.136,2466.6,86.86,66.87,151.06,100.304,91.497,1.4460899999999999,251.47,85.107,86.046875,70.98,588.41,4955.68,135.11,4745.4,124.792,522.21,2151.6875,110.085,77.809,385.482,15500.0,13.626,1724.92,47.21,90.579,877.0,412.52,387.66,84.62,588.875,17.25,15.199,105.57,9.979,90.16,3935.59,1107.71,96.6875,79.203125,70.23,80.03125,1847.45,3503.875,93.3862,3023.2,3346.5,1110.0
2004-02-19,55.82,1735.5,76.32,183.82,1708.1875,2978.0,74.977,2501.8,86.85,66.51,154.45,100.295,91.518,1.44564,253.75,84.383,86.078125,70.72,584.85,4993.62,138.02,4777.5,124.206,521.49,2181.625,110.048,79.371,376.774,15480.0,13.611,1699.23,47.34,90.555,866.0,411.17,386.55,84.54,606.4375,17.0,15.181,105.41,9.917,93.19,3968.77,1103.95,96.70703125,79.21875,69.75,80.09375,1868.41,3583.1875,93.3565,3015.1,3402.9,1122.0
2004-02-20,54.15,1727.0,77.4,180.41,1708.1875,2958.0,74.448,2484.2,86.62,66.23,153.99,100.172,92.965,1.4245700000000001,252.09,83.984,85.890625,70.77,567.31,4911.12,135.84,4719.5,121.97,517.54,2183.0625,110.085,79.902,373.751,15100.0,13.43,1693.52,46.06,90.337,873.0,408.11,374.31,84.31,615.375,17.37,14.946,103.72,9.73,94.06,3941.01,1100.49,96.63671875,78.984375,69.76,79.625,1850.62,3571.1875,93.3516,3015.1,3402.1,1120.0
2004-02-23,54.33,1715.0,79.12,180.74,1723.1875,2954.0,74.518,2481.5,86.95,66.49,154.85,100.248,92.72,1.4273,250.38,83.71,86.1171875,70.63,569.17,4901.48,136.36,4720.0,122.636,513.58,2245.875,111.295,81.132,369.001,14020.0,13.475999999999999,1674.12,45.95,90.458,844.0,407.69,384.7,84.41,628.125,17.62,14.974,104.01,9.666,95.62,3968.1,1097.03,96.72265625,79.28125,69.82,80.0625,1846.81,3758.625,93.223,3002.5,3404.0,1114.0
2004-02-24,55.04,1732.0,80.15,183.38,1744.1875,3033.0,74.897,2450.6,87.09,66.49,155.97,100.361,91.721,1.44427,246.25,85.556,86.171875,71.02,577.01,4810.55,137.66,4674.0,123.181,537.68,2253.0625,114.318,81.066,365.402,14375.0,13.597,1670.69,46.63,90.667,893.0,407.43,385.07,84.68,640.6875,17.74,15.12,105.5,9.863,97.57,3917.98,1095.49,96.76171875,79.390625,70.19,80.25,1822.03,3773.0625,93.2725,2996.1,3384.7,1140.0
2004-02-25,54.49,1722.0,79.52,181.58,1750.1875,3074.0,74.608,2463.6,87.19,68.13,153.77,100.464,92.88,1.4224,246.95,85.705,86.234375,71.06,564.61,4818.98,135.84,4683.4,122.196,533.36,2235.9375,115.338,79.936,370.656,14475.0,13.378,1680.4,46.45,90.813,883.0,408.96,398.42,84.76,643.4375,17.99,14.864,103.91,9.733,97.82,3919.33,1099.82,96.8203125,79.453125,70.12,80.3125,1831.56,3722.5625,93.3021,2997.0,3401.0,1130.0
2004-02-26,54.44,1717.0,80.03,180.66,1775.6875,3212.0,74.199,2470.2,87.15,68.13,160.35,100.417,93.38,1.41602,247.5,86.528,86.1640625,70.97,563.75,4837.04,139.94,4668.0,121.451,548.83,2244.5,116.472,81.963,382.725,14480.0,13.389,1684.39,46.46,90.764,889.0,413.54,401.76,84.71,639.5,18.54,14.799,103.25,9.991,96.25,3914.59,1100.01,96.796875,79.3125,70.12,80.0625,1839.19,3725.0,93.3516,3013.3,3403.6,1144.0
2004-02-27,54.63,1724.5,80.91,181.24,1781.5625,3190.0,74.518,2477.5,87.46,69.55,161.69,100.483,92.986,1.42252,247.82,86.304,86.3984375,71.17,565.6,4849.69,139.11,4720.6,121.97,552.06,2209.1875,116.17,82.462,384.5,14480.0,13.48,1679.83,46.5,90.925,890.0,416.09,408.44,84.97,648.125,18.57,14.849,103.74,9.969,97.36,3935.59,1101.36,96.875,79.625,70.5,80.78125,1840.46,3673.3125,93.3911,3034.0,3389.2,1138.0
2004-03-01,54.48,1748.0,82.15,181.35,1780.125,3163.0,74.359,2493.8,87.64,71.94,161.16,100.436,93.199,1.41705,249.03,87.85,86.328125,71.03,569.6,4902.08,144.54,4752.3,122.183,546.67,2168.25,117.606,82.827,394.013,14725.0,13.553,1700.94,46.62,90.837,910.0,419.14,415.12,84.96,662.0,18.94,14.791,103.21,10.31,98.98,3954.55,1111.75,96.83984375,79.5625,70.53,80.71875,1860.79,3619.25,93.4653,3051.2,3418.4,1152.0
2004-03-02,53.93,1725.0,78.53,178.8,1738.9375,3104.0,74.279,2517.7,87.54,71.53,155.02,100.295,94.593,1.39245,251.85,87.302,86.09375,71.05,561.33,4918.34,142.21,4779.5,120.971,541.63,2159.75,117.266,83.525,395.078,14300.0,13.266,1681.54,46.02,90.555,892.0,415.83,420.31,84.66,641.9375,18.7,14.52,101.13,9.984,97.32,3993.83,1105.59,96.7265625,79.265625,70.44,80.25,1863.96,3588.6875,93.4406,3050.3,3421.8,1149.0
2004-03-03,53.04,1667.0,79.65,177.61,1750.6875,3029.0,74.448,2498.8,87.46,69.55,153.47,100.257,94.816,1.38846,250.36,87.551,86.0390625,70.61,559.76,4922.56,135.03,4739.2,120.985,528.33,2148.5,118.399,80.966,381.589,13850.0,13.347,1671.26,45.25,90.458,847.0,414.14,407.7,84.51,651.9375,18.39,14.503,101.09,10.024,98.71,3982.32,1107.23,96.6875,79.21875,70.18,80.125,1865.23,3537.0,93.3318,3053.9,3413.5,1100.0
2004-03-04,53.06,1665.0,77.96,177.05,1746.3125,2997.0,74.757,2510.4,87.39,70.97,151.17,100.323,94.901,1.38846,250.98,86.977,86.171875,70.8,560.47,4990.01,136.68,4769.2,119.88,536.24,2151.3125,120.062,80.401,387.411,13050.0,13.301,1686.67,45.18,90.635,850.0,412.86,414.37,84.71,647.4375,18.6,14.537,101.19,10.048,98.33,4008.73,1110.59,96.72265625,79.4375,70.47,80.40625,1880.48,3558.125,93.3219,3051.2,3434.7,1101.0
2004-03-05,53.66,1681.0,77.68,179.3,1747.75,2968.0,75.355,2499.5,88.07,71.97,152.28,100.634,93.848,1.4090799999999999,250.14,87.102,87.015625,71.34,572.45,4985.19,138.8,4778.9,118.828,539.12,2132.9375,119.76,82.329,386.417,13350.0,13.45,1683.25,45.51,91.184,866.0,416.6,415.49,85.44,648.3125,18.79,14.816,102.55,10.377,98.81,4000.61,1114.06,97.09375,80.5625,71.28,82.0625,1877.31,3513.5,93.312,3074.7,3428.6,1123.0
2004-03-08,53.57,1669.0,76.18,179.34,1719.875,2970.0,75.405,2513.1,88.28,70.71,146.87,100.691,93.646,1.41113,250.63,87.202,87.2578125,71.71,571.45,4986.4,134.05,4789.2,119.587,540.91,2097.6875,119.495,81.365,382.867,13250.0,13.526,1641.01,45.62,91.362,863.0,413.2,412.89,85.72,634.0,18.88,14.873,102.57,10.377,96.66,3995.86,1100.78,97.1875,80.859375,71.28,82.46875,1877.31,3457.0625,93.4603,3090.9,3432.4,1115.0
2004-03-09,53.66,1650.0,80.01,177.94,1772.75,2932.0,75.276,2485.5,88.35,69.55,140.29,100.653,94.018,1.40646,247.09,87.751,87.4453125,71.88,576.58,4885.22,131.46,4743.5,119.693,530.12,2100.5,120.062,82.827,386.062,13025.0,13.556000000000001,1638.16,45.75,91.338,831.0,410.91,405.84,85.81,654.6875,19.15,14.818999999999999,102.42,10.659,98.64,3966.06,1096.35,97.234375,81.125,71.28,82.90625,1840.46,3480.5625,93.4752,3081.9,3430.5,1096.0
2004-03-10,53.06,1644.0,77.04,175.33,1753.625,2812.0,75.335,2497.1,88.31,69.03,141.65,100.625,94.688,1.39313,246.37,89.023,87.375,71.79,570.59,4841.86,133.01,4742.9,120.106,536.96,2089.1875,124.597,83.293,383.151,13150.0,13.352,1614.76,45.21,91.313,836.0,402.77,404.36,85.79,638.4375,19.27,14.653,101.56,10.667,97.11,3987.74,1077.97,97.1875,81.03125,71.24,82.8125,1846.81,3440.625,93.5098,3082.8,3433.1,1105.0
2004-03-11,52.26,1686.0,78.92,175.79,1758.0625,2846.0,75.505,2422.1,88.15,70.84,144.5,100.634,94.124,1.4028100000000001,238.96,89.247,87.375,71.83,571.59,4732.26,138.39,4638.8,120.04,549.91,2070.875,123.69,84.722,400.615,13050.0,13.603,1601.63,44.02,91.338,851.0,398.19,414.99,85.79,652.625,20.24,14.701,102.82,10.678,99.16,3867.86,1063.73,97.1953125,81.015625,71.41,82.75,1807.42,3396.0,93.5592,3076.5,3360.5,1122.0
2004-03-12,51.8,1662.0,78.58,175.18,1771.3125,2859.0,74.628,2435.0,88.25,69.57,141.63,100.653,94.763,1.3921000000000001,240.4,89.596,87.3515625,71.87,563.89,4703.35,135.75,4590.2,120.026,547.03,2099.0625,123.048,85.52,397.279,12900.0,13.588,1631.31,43.58,91.37,849.0,403.28,403.6,85.83,660.75,20.27,14.501,101.98,10.486,101.27,3854.32,1077.01,97.19921875,80.96875,71.44,82.5625,1794.72,3426.5,93.6433,3072.0,3373.7,1111.0
2004-03-15,52.07,1670.0,80.25,175.2,1808.0625,2932.0,74.877,2377.0,88.33,72.94,143.41,100.681,94.392,1.39667,234.37,89.646,87.2890625,71.93,569.6,4588.93,139.42,4391.2,120.69,557.1,2149.875,122.216,85.254,405.94,12700.0,13.655,1603.91,43.61,91.419,863.0,395.64,427.9,85.91,676.3125,20.46,14.577,102.56,10.6,103.03,3809.62,1064.5,97.1640625,80.890625,71.49,82.5625,1743.26,3506.4375,93.5988,3090.9,3343.8,1123.0
2004-03-16,52.45,1696.0,79.82,176.19,1794.8125,2995.0,74.677,2384.6,88.49,72.65,144.2,100.644,94.17,1.39724,235.14,90.295,87.6171875,71.69,573.87,4588.93,141.18,4462.7,122.429,560.33,2158.375,124.9,86.816,403.81,13850.0,13.706,1604.48,43.97,91.305,890.0,400.05,424.86,85.71,683.75,20.64,14.591,102.43,10.64,104.52,3825.19,1069.51,97.26953125,81.328125,71.07,83.28125,1754.69,3497.0,93.5938,3086.4,3341.6,1148.0
2004-03-17,52.46,1667.0,79.39,176.61,1812.4375,2907.0,74.457,2430.4,88.65,74.54,144.88,100.738,94.202,1.39439,239.83,90.295,87.6171875,71.72,580.29,4693.72,139.58,4542.5,123.027,552.42,2279.75,123.917,85.187,406.224,13800.0,13.668,1631.31,44.16,91.467,862.0,404.55,440.81,85.93,687.1875,20.52,14.563,102.51,10.778,105.49,3860.41,1081.25,97.265625,81.3125,71.3,83.3125,1789.63,3680.3125,93.6532,3102.6,3379.4,1130.0
2004-03-18,53.24,1678.0,81.22,178.2,1834.5,2948.0,74.987,2385.6,88.58,73.65,148.49,100.785,93.25,1.4096899999999999,234.06,90.195,87.359375,71.74,586.27,4614.22,141.7,4461.0,124.686,548.11,2286.8125,121.838,87.414,399.763,14150.0,13.737,1623.89,44.71,91.508,865.0,402.85,443.08,85.99,703.8125,20.64,14.707,103.94,11.082,108.6,3798.1,1081.53,97.19921875,80.96875,71.46,82.84375,1758.5,3741.4375,93.5988,3107.1,3331.0,1140.0
