date,AD,AH,BO,BP,C,CC,CD,CF,CN,CO,CT,DU,DX,EC,EO,FC,FV,G,GC,GX,HG,IB,JY,KC,KW,LC,LH,NG,NI,NO,NQ,NV,OE,PB,PT,QS,RX,S,SB,SE,SF,SI,SM,SMI,SP,TU,TY,UB,US,VG,W,XM,XP,Z,ZS
2007-03-07,58.73,2730.0,62.84,194.52,1239.3125,2697.0,83.569,3646.1,94.41,115.2,86.41,99.823,90.067,1.45484,344.44,151.076,84.6875,70.79,821.41,7401.37,344.06,8108.9,103.174,491.43,2329.9375,148.523,134.18,147.978,42000.0,14.756,1809.39,51.27,91.896,1850.0,610.29,833.17,90.23,480.6875,22.18,15.035,99.54,17.114,73.52,6131.75,1269.65,94.34765625,79.96875,81.24,85.03125,2603.86,2522.6875,93.4059,5151.4,4477.2,3360.0
2007-03-08,58.53,2745.0,63.65,194.11,1230.5625,2729.0,83.382,3690.9,94.36,114.89,86.42,99.789,90.422,1.44977,349.48,153.232,84.671875,70.77,824.68,7489.04,350.43,8270.1,102.479,492.3,2328.8125,152.253,138.42,145.427,42850.0,14.722,1827.09,51.24,91.845,1840.0,613.91,830.49,90.16,481.8125,22.0,14.94,98.7,17.134,73.02,6200.45,1280.22,94.31640625,79.9375,81.11,84.9375,2636.86,2509.4375,93.4158,5159.4,4522.7,3371.0
2007-03-09,58.77,2718.0,63.63,194.31,1218.875,2755.0,83.992,3699.6,93.87,112.68,86.44,99.741,90.583,1.44723,350.26,153.67,84.3359375,70.53,820.28,7497.42,343.82,8311.8,101.58,492.74,2327.625,152.894,138.828,142.293,42400.0,14.784,1820.06,51.67,91.736,1772.0,614.65,822.44,90.0,482.3125,21.85,14.891,98.18,16.983,73.25,6201.83,1280.32,94.109375,79.53125,80.76,84.28125,2643.97,2514.75,93.3911,5157.6,4541.2,3260.0
2007-03-12,59.19,2773.0,63.88,194.33,1194.75,2750.0,84.09,3673.5,94.13,111.96,86.54,99.755,90.196,1.4552800000000001,349.98,154.584,84.484375,70.57,818.14,7506.91,352.35,8249.7,102.024,489.68,2305.625,153.761,138.828,138.858,43800.0,14.873,1830.48,52.06,91.795,1915.0,615.39,806.44,90.11,485.625,21.52,14.994,98.85,17.088,73.72,6175.47,1282.14,94.17578125,79.71875,81.0,84.5625,2632.98,2484.375,93.3267,5233.0,4530.6,3290.0
2007-03-13,59.1,2737.0,63.38,194.19,1187.5,2772.0,83.903,3629.4,94.33,112.25,84.95,99.77,90.056,1.45606,346.15,154.401,84.7890625,70.79,817.01,7405.28,349.32,8141.9,102.959,486.39,2278.9375,150.859,137.807,138.456,43600.0,14.863,1795.59,51.77,91.87,1850.0,601.33,819.01,90.31,479.625,21.58,15.033,99.3,16.925,72.92,6126.9,1257.35,94.359375,80.0625,81.38,84.9375,2599.34,2461.9375,93.3762,5199.3,4473.6,3220.0
2007-03-14,59.14,2715.0,63.34,194.68,1181.625,2698.0,83.716,3539.3,94.13,112.55,84.85,99.842,89.905,1.45959,338.44,154.803,84.7265625,70.95,808.33,7211.52,349.51,7916.6,102.779,481.14,2256.9375,150.671,135.304,142.293,44800.0,14.867,1820.58,51.76,92.022,1875.0,603.46,808.73,90.54,478.3125,21.62,15.043,99.63,16.755,72.1,5949.96,1266.28,94.33203125,79.9375,81.57,84.65625,2528.82,2444.8125,93.4406,5100.0,4371.5,3220.0
2007-03-15,59.53,2790.0,63.57,194.79,1161.1875,2723.0,83.638,3599.0,94.09,111.43,84.76,99.775,89.991,1.46003,345.4,154.73,84.640625,70.71,814.12,7337.72,369.54,8126.7,101.94,484.2,2224.4375,149.277,134.589,139.802,47100.0,14.853,1816.68,52.14,91.862,1915.0,606.49,805.3,90.33,476.4375,21.25,15.091,99.37,17.075,71.8,6042.98,1267.82,94.26953125,79.875,81.38,84.625,2572.16,2403.9375,93.3515,5173.9,4448.9,3315.0
2007-03-16,60.04,2814.0,64.0,195.35,1166.3125,2750.0,83.707,3596.0,94.08,110.73,85.5,99.765,89.529,1.4681899999999999,344.26,153.195,84.6015625,70.72,822.67,7343.8,372.39,8149.4,102.707,483.33,2255.75,146.338,131.575,139.099,47700.0,14.904,1815.9,52.32,91.845,1926.0,603.14,817.49,90.35,478.3125,21.31,15.155,100.21,17.258,72.0,6049.98,1263.84,94.23828125,79.828125,81.49,84.5625,2574.14,2431.625,93.2871,5173.9,4453.6,3250.0
2007-03-19,60.25,2812.0,64.46,195.58,1161.9375,2732.0,83.559,3643.6,93.81,111.14,85.19,99.702,89.68,1.4672,351.44,153.634,84.5,70.55,823.17,7443.93,373.68,8327.0,101.948,482.89,2221.0,147.393,131.524,137.552,46600.0,14.874,1833.66,52.51,91.71,1942.0,612.88,810.63,90.2,482.125,21.23,15.126,99.82,17.281,72.49,6126.91,1279.02,94.17578125,79.703125,81.18,84.34375,2621.49,2401.25,93.2871,5204.7,4495.3,3205.0
2007-03-20,60.51,2794.0,64.98,197.23,1183.125,2864.0,84.806,3675.2,93.68,110.55,84.54,99.722,89.388,1.46797,355.79,152.282,84.5859375,70.46,829.09,7479.33,375.23,8345.4,102.233,478.73,2241.875,147.092,130.911,138.818,44600.0,14.812,1844.99,52.89,91.769,1938.0,611.49,806.44,90.31,485.5,21.25,15.133,99.83,17.46,73.06,6171.67,1285.88,94.21875,79.796875,81.43,84.5,2640.56,2442.1875,93.2624,5214.4,4518.1,3220.0
2007-03-21,60.91,2750.0,64.69,198.02,1196.25,2910.0,85.267,3673.2,93.77,111.59,84.24,99.712,89.043,1.47589,357.72,151.405,84.7734375,70.46,830.34,7490.39,373.37,8336.3,102.043,492.74,2256.9375,147.28,129.481,143.84,43855.0,14.909,1878.7,53.23,91.736,1917.0,620.01,804.92,90.21,486.5625,21.17,15.205,100.08,17.395,73.42,6203.85,1305.4,94.35546875,80.0,81.13,84.6875,2637.93,2456.6875,93.2574,5203.9,4552.2,3120.0
2007-03-22,60.8,2780.0,65.07,197.65,1195.5,2921.0,85.022,3736.1,93.52,114.79,84.41,99.722,89.388,1.47039,363.03,152.136,84.546875,70.28,835.63,7649.15,380.05,8437.1,101.403,489.46,2258.0625,148.297,130.349,147.054,45150.0,14.953,1872.27,53.37,91.719,1925.0,616.49,818.63,90.07,489.9375,21.23,15.137,99.61,17.604,73.78,6301.77,1305.4,94.25390625,79.65625,80.58,84.0,2696.47,2464.625,93.2624,5281.3,4591.3,3200.0
2007-03-23,60.75,2763.0,66.48,197.29,1177.25,2950.0,84.776,3762.4,93.5,116.02,84.49,99.678,89.594,1.46566,366.85,152.501,84.4609375,70.09,826.95,7696.17,379.56,8510.2,101.486,496.46,2247.625,147.845,129.89,146.03,42200.0,14.91,1864.8,53.37,91.55,1900.0,622.63,828.15,89.76,488.5,21.19,15.07,99.27,17.273,72.43,6312.26,1307.2,94.1953125,79.546875,79.92,83.84375,2714.22,2435.5625,93.2228,5279.6,4610.9,3155.0
2007-03-26,61.09,2725.0,65.88,198.14,1141.5,2959.0,84.698,3722.5,93.59,118.28,84.52,99.669,89.378,1.47006,363.14,153.926,84.546875,70.06,835.25,7617.62,388.15,8431.6,101.486,500.84,2211.6875,147.77,130.349,145.728,42500.0,14.967,1871.75,53.73,91.559,1891.0,625.58,844.14,89.76,481.5,20.77,15.134,99.51,17.512,71.11,6245.81,1305.67,94.25390625,79.65625,79.84,84.0,2678.71,2417.125,93.2129,5324.5,4580.1,3245.0
2007-03-27,60.94,2747.0,66.17,197.71,1145.875,2909.0,84.992,3729.1,93.6,118.63,84.68,99.63,89.291,1.4716,362.71,153.597,84.515625,69.88,833.49,7645.28,378.14,8462.4,101.557,492.52,2180.4375,145.924,129.481,150.731,42800.0,14.956,1863.52,53.81,91.449,1850.0,622.79,844.9,89.58,480.5625,21.0,15.129,99.59,17.342,70.74,6221.33,1301.42,94.24609375,79.546875,79.61,83.78125,2684.63,2396.0,93.2376,5304.2,4573.2,3190.0
2007-03-28,60.69,2745.0,67.42,197.34,1134.1875,2958.0,84.904,3704.2,93.58,120.79,85.5,99.635,89.334,1.46918,360.39,153.89,84.5234375,69.92,838.9,7599.36,378.75,8432.1,102.47,493.62,2181.5625,144.944,129.532,151.836,43400.0,14.982,1842.93,53.2,91.44,1900.0,620.91,877.65,89.55,489.3125,21.02,15.053,99.48,17.571,72.1,6140.9,1291.49,94.2734375,79.546875,79.51,83.65625,2666.87,2409.1875,93.2277,5263.7,4558.7,3200.0
2007-03-29,60.79,2780.0,68.58,197.34,1151.6875,2982.0,84.904,3755.4,93.49,124.65,85.95,99.587,89.388,1.47039,365.21,154.362,84.421875,69.77,832.23,7688.98,383.08,8504.9,101.474,484.42,2189.6875,145.246,129.736,150.589,43850.0,14.969,1840.61,53.58,91.314,1915.0,623.61,876.88,89.37,494.0625,20.46,15.098,99.33,17.421,72.2,6227.63,1293.2,94.21875,79.453125,79.21,83.625,2701.73,2432.9375,93.2079,5288.4,4604.3,3250.0
2007-03-30,61.01,2780.0,67.56,197.91,1093.3125,3001.0,85.316,3757.8,93.49,125.06,84.96,99.548,89.227,1.47226,364.93,158.031,84.375,69.68,833.98,7710.0,389.08,8539.0,101.628,478.51,2116.6875,147.092,130.452,152.983,44800.0,14.997,1843.44,53.58,91.221,1920.0,619.27,901.25,89.26,483.25,20.52,15.119,99.47,17.564,69.95,6215.04,1292.93,94.1953125,79.359375,79.15,83.40625,2703.04,2311.5625,93.1782,5313.0,4584.8,3255.0
2007-04-02,61.57,2755.0,68.14,198.97,1035.6875,2819.0,85.09,3763.8,93.44,126.23,84.44,99.529,89.183,1.47347,365.71,160.138,84.375,69.63,837.09,7733.23,393.16,8574.2,101.617,475.66,2065.625,149.202,132.852,151.816,45600.0,14.94,1842.67,54.07,91.196,1925.0,623.12,894.02,89.24,494.5,20.15,15.052,99.49,17.434,72.1,6214.34,1294.83,94.1953125,79.375,79.13,83.46875,2708.3,2258.8125,93.1634,5247.0,4587.3,3150.0
2007-04-03,61.29,2845.0,67.33,198.61,1010.875,2867.0,84.884,3806.0,93.28,124.52,84.14,99.514,89.496,1.46962,368.46,160.683,84.2734375,69.4,834.85,7853.82,409.92,8700.0,100.668,485.08,2050.5625,148.486,133.567,146.967,48590.0,14.873,1868.15,53.98,91.128,1960.0,628.85,879.17,89.03,484.8125,20.19,15.037,98.88,17.538,70.84,6289.18,1307.39,94.1328125,79.265625,78.53,83.34375,2743.16,2211.3125,93.1634,5348.3,4618.1,3260.0
2007-04-04,61.72,2871.0,67.75,198.68,1048.8125,2922.0,84.914,3826.3,93.48,125.61,84.47,99.558,89.28,1.47336,369.57,161.01,84.3359375,69.56,844.45,7878.71,418.95,8693.0,100.834,484.2,2109.6875,149.277,133.567,148.728,49400.0,14.901,1872.78,54.07,91.238,2010.0,633.19,884.88,89.23,483.0625,20.17,15.171,99.0,17.786,70.41,6280.78,1308.56,94.15234375,79.359375,78.85,83.4375,2756.31,2275.9375,93.1782,5389.7,4628.3,3500.0
2007-04-05,61.78,2840.0,67.44,198.21,1068.5,2939.0,85.493,3825.3,93.28,125.31,83.92,99.529,89.0,1.47984,370.67,161.482,84.2734375,69.51,846.94,7909.69,417.65,8708.7,100.811,485.52,2175.75,151.387,133.159,150.549,49400.0,15.012,1882.05,54.26,91.145,1990.0,631.88,888.31,89.06,482.75,20.36,15.267,99.41,17.943,70.35,6312.26,1312.35,94.125,79.234375,78.5,83.25,2763.55,2348.5,93.1634,5384.4,4646.7,3435.0
2007-04-06,61.54,2840.0,67.44,198.21,1068.5,2939.0,85.493,3825.3,93.28,125.31,83.92,99.529,89.334,1.47984,370.67,161.482,83.9296875,69.51,846.94,7909.69,417.65,8708.7,100.811,485.52,2175.75,151.387,133.159,150.549,49400.0,14.958,1882.05,54.07,91.145,1990.0,631.88,888.31,89.06,482.75,20.36,15.209,99.41,17.943,70.35,6312.26,1317.14,93.921875,78.8125,78.5,82.6875,2763.55,2348.5,93.1634,5386.1,4646.7,3435.0
2007-04-09,61.6,2840.0,66.73,197.27,1061.1875,2893.0,85.316,3825.3,92.91,122.28,82.17,99.529,89.469,1.47237,370.67,162.609,83.953125,69.51,843.83,7909.69,433.6,8708.7,100.23,480.26,2170.0,152.065,132.852,149.342,49400.0,14.927,1877.67,54.0,91.145,1990.0,634.17,895.54,89.06,475.5,20.73,15.188,98.5,18.035,69.16,6312.26,1313.98,93.9296875,78.859375,78.5,82.75,2763.55,2361.6875,93.1634,5386.1,4646.7,3435.0
2007-04-10,62.28,2875.0,67.52,198.34,1077.25,2893.0,85.719,3842.6,93.1,123.81,81.98,99.461,89.032,1.47962,374.03,161.228,84.0546875,69.4,849.56,7973.86,436.08,8744.0,100.372,478.51,2214.0,150.65,132.341,155.734,48400.0,15.111,1883.33,54.71,91.019,2020.0,632.21,886.78,88.84,471.375,20.25,15.295,99.15,18.191,67.64,6357.02,1315.34,93.99609375,78.953125,78.14,82.875,2781.31,2415.8125,93.1535,5439.0,4657.6,3550.0
2007-04-11,62.21,2871.0,68.19,198.69,1053.1875,2919.0,86.141,3831.3,92.98,124.58,82.19,99.442,88.989,1.47973,372.46,159.993,83.9921875,69.38,849.81,7972.75,443.07,8744.8,100.218,479.38,2207.0625,148.802,132.29,155.457,46900.0,15.111,1866.09,54.6,90.951,1970.0,629.1,901.25,88.74,473.875,20.58,15.298,99.0,18.139,67.74,6341.63,1308.65,93.9609375,78.890625,77.94,82.78125,2781.31,2407.875,93.1634,5451.3,4662.7,3520.0
2007-04-12,62.49,2835.0,67.92,199.01,1047.375,2892.0,86.681,3831.3,92.95,126.19,81.08,99.408,88.687,1.48567,370.24,156.723,83.9609375,69.2,847.32,7956.71,433.11,8664.8,100.372,494.27,2246.5,145.421,133.108,156.823,46400.0,15.191,1881.53,54.73,90.825,1980.0,633.85,905.05,88.47,468.625,20.52,15.341,99.23,18.093,66.35,6317.85,1314.88,93.953125,78.890625,77.39,82.8125,2770.12,2417.125,93.1287,5465.4,4660.5,3510.0
2007-04-13,62.84,2812.0,68.58,199.92,1077.25,2896.0,86.524,3855.9,92.81,125.68,81.48,99.346,88.433,1.49193,373.53,155.851,83.8515625,68.96,860.03,8027.51,436.82,8716.3,100.313,489.68,2298.625,145.775,133.772,154.389,46500.0,15.213,1885.65,55.33,90.631,1995.0,638.19,917.2,88.12,468.5,20.56,15.374,99.48,18.4,65.82,6373.11,1320.12,93.87890625,78.765625,76.68,82.65625,2792.49,2525.3125,93.1089,5436.3,4690.9,3480.0
2007-04-16,62.77,2822.0,68.19,200.2,1063.375,2924.0,86.946,3903.5,92.76,123.15,79.91,99.375,88.374,1.49292,379.59,156.542,83.8984375,69.09,865.77,8164.15,437.75,8751.8,99.768,475.0,2290.5625,146.089,135.005,149.025,46200.0,15.28,1902.63,55.45,90.749,2005.0,643.18,898.22,88.32,467.25,20.15,15.5,99.48,18.387,65.89,6438.15,1332.86,93.91015625,78.859375,77.01,82.90625,2832.6,2508.125,93.0941,5484.7,4730.1,3500.0
2007-04-17,63.11,2892.5,66.29,201.83,1031.3125,3006.0,87.044,3899.5,92.98,120.74,78.87,99.399,88.115,1.49479,379.84,156.723,84.1171875,69.04,863.27,8176.87,454.75,8711.4,100.455,480.04,2281.25,146.679,134.564,146.809,48400.0,15.289,1906.75,55.84,90.833,2015.0,642.85,889.48,88.48,459.625,20.04,15.55,99.89,18.309,65.33,6401.78,1336.11,94.015625,79.109375,77.34,83.3125,2833.92,2520.0,93.099,5490.9,4722.8,3720.0
2007-04-18,63.07,2878.0,64.63,201.77,1061.1875,2956.0,87.142,3885.6,92.99,120.94,79.56,99.408,87.996,1.49611,378.88,155.888,84.25,69.27,864.27,8110.49,447.58,8658.9,100.716,478.95,2283.5625,145.971,133.507,148.372,47900.0,15.261,1902.63,55.92,90.909,1980.0,644.33,865.95,88.67,454.1875,19.57,15.563,100.14,18.25,65.03,6437.45,1337.29,94.08203125,79.28125,77.86,83.5625,2821.42,2504.1875,93.104,5507.6,4685.5,3680.0
2007-04-19,62.97,2845.0,65.65,201.37,1083.8125,2815.0,87.142,3880.9,92.98,120.75,77.95,99.37,87.942,1.49853,377.24,155.924,84.234375,69.16,858.04,8065.68,443.56,8630.4,100.882,475.22,2364.75,145.814,135.049,148.273,47525.0,15.264,1903.41,55.88,90.774,1930.0,636.88,870.88,88.4,455.9375,19.84,15.588,100.12,17.937,65.03,6444.45,1337.29,94.08203125,79.25,77.38,83.46875,2806.95,2617.625,93.1436,5446.0,4676.5,3600.0
2007-04-20,63.19,2842.0,67.29,201.53,1052.4375,2879.0,87.643,3954.0,92.79,121.76,78.73,99.37,87.92,1.49798,382.71,155.561,84.234375,69.15,867.39,8168.02,446.53,8777.9,100.562,471.6,2383.25,145.107,134.872,146.076,48700.0,15.282,1917.3,56.13,90.732,1980.0,642.36,873.92,88.33,459.125,19.77,15.593,99.95,18.224,64.86,6547.96,1348.85,94.08203125,79.265625,77.28,83.4375,2856.94,2649.3125,93.0941,5483.9,4705.4,3680.0
2007-04-23,62.79,2863.0,66.83,201.3,1028.375,2850.0,87.623,3939.6,93.01,124.8,77.88,99.394,88.028,1.49523,382.24,156.142,84.3125,69.22,865.39,8165.25,449.25,8727.4,100.645,466.27,2353.125,146.483,135.005,149.659,49400.0,15.258,1917.82,55.93,90.825,1965.0,639.42,893.66,88.5,457.875,19.38,15.555,99.76,18.348,64.5,6573.14,1344.51,94.109375,79.359375,77.79,83.5625,2851.68,2607.125,93.1238,5491.8,4705.4,3730.0
2007-04-24,62.39,2840.0,66.23,201.18,1052.4375,2805.0,87.574,3920.1,93.23,122.99,76.68,99.394,87.823,1.50084,380.48,155.633,84.421875,69.2,857.29,8103.85,439.36,8487.3,100.586,458.81,2289.375,146.718,133.595,150.371,47700.0,15.311,1925.28,55.78,90.859,1990.0,638.92,901.63,88.6,450.5625,19.36,15.621,100.31,17.998,63.05,6546.56,1344.7,94.16796875,79.5,78.01,83.75,2832.6,2551.6875,93.2129,5461.9,4672.8,3735.0
2007-04-25,62.88,2822.0,68.02,201.39,1083.8125,2812.0,88.173,3958.7,93.24,125.57,77.45,99.384,87.705,1.50271,382.24,155.27,84.3359375,69.19,856.91,8166.36,443.5,8492.9,100.55,457.11,2360.0625,146.758,134.256,152.172,47300.0,15.284,1949.73,55.89,90.791,1980.0,641.79,896.32,88.47,458.0,19.77,15.673,100.17,17.976,63.61,6599.02,1355.81,94.109375,79.390625,77.76,83.59375,2848.39,2671.75,93.1881,5439.0,4691.3,3755.0
2007-04-26,62.38,2810.0,66.96,200.31,1064.875,2755.0,87.731,3959.7,93.0,123.89,75.58,99.322,88.05,1.4982,382.56,155.522,84.1875,69.03,845.2,8216.7,431.38,8488.8,99.72,454.98,2334.5625,145.775,132.23,148.59,47000.0,15.242,1962.08,55.54,90.648,1960.5,637.45,900.49,88.27,455.9375,19.96,15.659,99.85,17.401,63.97,6630.49,1357.61,94.0234375,79.203125,77.48,83.25,2860.23,2675.6875,93.1683,5489.2,4693.5,3710.0
2007-04-27,62.67,2854.0,68.5,200.88,1063.375,2753.0,88.133,3949.3,92.69,125.28,75.59,99.317,87.812,1.5024899999999999,379.97,156.097,84.1484375,68.91,849.93,8205.08,434.66,8361.8,99.685,456.04,2313.6875,146.679,131.13,153.066,48500.0,15.295,1962.86,55.75,90.648,2020.0,639.91,898.6,88.24,459.0,19.42,15.74,99.93,17.555,63.41,6588.53,1356.89,94.015625,79.15625,77.51,83.15625,2843.13,2641.375,93.1584,5453.1,4660.5,3675.0
2007-04-30,62.69,2860.0,69.15,201.1,1045.625,2717.0,88.624,3972.4,93.23,123.89,74.47,99.389,87.758,1.50326,381.48,157.535,84.3984375,69.27,852.05,8243.8,437.61,8343.4,99.756,452.42,2243.375,148.016,133.155,153.691,47800.0,15.321,1934.55,55.75,90.875,2015.0,628.61,903.53,88.66,461.75,19.19,15.743,99.84,17.555,63.6,6587.83,1344.61,94.1171875,79.5,78.32,83.78125,2854.96,2553.8125,93.1782,5436.3,4687.3,3756.0
2007-05-01,62.55,2847.0,69.23,201.17,1074.0625,2771.0,88.546,3972.4,93.19,122.7,72.9,99.389,87.899,1.49985,381.48,157.823,84.3125,69.14,844.32,8243.8,447.21,8343.4,99.566,446.88,2245.6875,147.623,133.948,150.857,48600.0,15.273,1941.24,55.71,90.875,2010.0,625.98,908.85,88.66,470.0,19.28,15.701,99.35,17.29,65.17,6587.83,1348.49,94.05859375,79.421875,78.32,83.75,2854.96,2582.125,93.2376,5436.3,4655.8,3860.0
2007-05-02,62.36,2827.0,68.78,200.12,1086.875,2803.0,88.703,3991.2,92.91,121.32,73.51,99.298,88.072,1.49732,382.35,157.715,84.2734375,68.97,841.58,8291.37,448.44,8390.4,99.211,446.24,2235.3125,147.583,133.111,151.092,48800.0,15.242,1954.62,55.45,90.639,2050.0,635.89,887.97,88.28,465.1875,19.28,15.693999999999999,99.3,17.245,64.34,6588.53,1356.08,94.05078125,79.390625,77.46,83.75,2869.43,2543.5,93.2277,5499.7,4704.4,3865.0
2007-05-03,62.2,2847.5,68.87,199.94,1107.5,2839.0,88.781,4001.6,92.79,120.96,73.17,99.288,88.32,1.49237,385.12,153.796,84.125,68.8,853.17,8307.41,458.53,8378.1,98.962,444.75,2227.25,144.242,132.01,155.333,49800.0,15.194,1962.6,55.29,90.597,2075.0,639.58,880.75,88.15,464.75,19.59,15.581,99.12,17.471,64.18,6571.04,1362.58,93.9453125,79.234375,77.13,83.53125,2877.33,2548.625,93.2327,5511.2,4744.6,4030.0
2007-05-04,62.0,2890.0,67.92,200.46,1111.75,2830.0,88.791,4047.2,92.86,119.6,72.99,99.331,88.104,1.4966599999999999,387.56,154.084,84.25,68.92,859.78,8346.69,462.46,8504.8,99.199,451.78,2236.5,144.949,132.539,155.157,51600.0,15.241,1964.66,55.25,90.715,2115.0,645.72,889.86,88.38,464.5625,19.7,15.619,99.53,17.497,64.79,6613.01,1367.91,94.00390625,79.421875,77.63,83.84375,2895.74,2549.9375,93.203,5564.9,4787.0,4170.0
2007-05-07,62.3,2890.0,67.66,200.49,1078.3125,2830.0,89.194,4054.6,92.98,118.01,73.48,99.293,88.018,1.49765,387.81,154.587,84.25,68.92,860.65,8359.97,457.17,8535.2,99.234,446.67,2238.8125,144.596,132.759,152.05,51600.0,15.246,1962.86,55.43,90.639,2115.0,648.83,858.73,88.3,461.4375,19.66,15.635,99.46,17.639,64.47,6609.51,1368.0,93.98828125,79.4375,77.48,83.90625,2897.06,2546.0625,93.198,5579.8,4787.0,4170.0
2007-05-08,62.52,2895.0,67.66,200.08,1034.25,2856.0,88.988,4029.1,93.0,120.02,73.63,99.326,88.309,1.49105,384.58,155.773,84.2734375,69.03,856.91,8269.25,458.03,8472.7,99.329,448.58,2195.0,145.185,131.218,149.274,51000.0,15.164,1961.57,55.39,90.715,2085.0,651.62,869.36,88.39,459.5625,19.45,15.536,98.99,17.588,63.92,6563.35,1366.11,94.00390625,79.453125,77.61,83.84375,2877.33,2479.0625,93.1881,5568.4,4753.3,4120.0
2007-05-09,62.47,2886.0,68.21,200.54,1042.0625,2915.0,88.889,4039.1,92.86,119.4,73.81,99.322,88.395,1.48919,383.97,156.6,84.1171875,69.05,850.81,8301.88,452.68,8494.6,99.223,452.85,2201.875,145.303,130.117,150.896,49295.0,15.141,1968.52,55.2,90.682,2065.0,649.16,865.57,88.31,464.5625,19.64,15.469,98.86,17.42,64.6,6593.42,1369.18,93.91015625,79.234375,77.43,83.46875,2883.24,2484.1875,93.2079,5575.4,4754.4,4090.0
2007-05-10,62.58,2838.0,69.05,199.04,1008.625,2904.0,88.467,4015.0,92.87,120.48,74.13,99.312,88.708,1.48413,380.37,156.6,84.2109375,68.95,831.48,8231.08,438.84,8479.7,99.199,454.12,2175.375,145.775,129.368,151.014,50000.0,15.019,1942.01,54.83,90.631,2045.0,647.77,879.2,88.24,463.8125,19.53,15.379,98.67,16.993,63.64,6567.55,1354.36,93.96484375,79.375,77.33,83.625,2863.51,2481.625,93.1287,5614.2,4735.5,4010.0
2007-05-11,62.78,2875.0,70.42,199.42,1050.625,2924.0,88.33,4041.8,92.98,122.38,72.73,99.336,88.536,1.4889700000000001,381.84,157.751,84.140625,69.07,838.09,8298.56,443.45,8575.8,99.104,450.5,2198.4375,146.876,129.544,154.395,50500.0,15.075,1966.72,55.17,90.698,2085.0,655.96,896.62,88.34,473.4375,19.59,15.439,98.85,17.206,64.56,6601.82,1366.11,93.9296875,79.234375,77.46,83.4375,2882.59,2540.875,93.1782,5550.8,4767.4,4050.0
2007-05-14,62.84,2830.0,70.63,199.02,1033.5,2910.0,88.752,4025.7,92.66,122.38,70.94,99.254,88.482,1.4904,380.84,157.535,84.0546875,68.82,835.35,8279.2,430.29,8546.3,98.974,455.4,2215.75,146.561,128.724,155.431,49050.0,15.053,1952.05,55.43,90.479,2075.0,651.04,896.99,87.95,478.875,19.21,15.467,98.82,17.116,66.07,6582.93,1362.94,93.89453125,79.15625,76.78,83.3125,2876.67,2558.9375,93.1683,5606.3,4756.9,3950.0
2007-05-15,62.86,2854.0,70.85,199.74,1057.0,2873.0,89.488,4048.5,92.62,124.73,72.19,99.187,88.147,1.49589,381.99,157.247,83.9765625,68.8,840.83,8322.35,435.27,8621.9,98.986,457.32,2257.25,146.443,128.81,153.711,50700.0,15.141,1938.92,55.47,90.336,2085.0,653.83,898.51,87.72,483.5,18.24,15.573,99.1,17.219,66.61,6580.14,1362.67,93.87890625,79.03125,76.4,83.125,2895.08,2587.3125,93.1485,5559.6,4758.0,3915.0
2007-05-16,62.19,2848.0,71.12,199.0,1069.8125,2871.0,89.027,4026.4,92.67,123.91,74.37,99.163,88.568,1.4882,378.5,157.211,83.9765625,68.84,824.63,8300.22,421.12,8676.6,98.571,467.55,2237.625,146.168,130.624,154.219,50400.0,15.048,1957.19,55.13,90.319,2095.0,657.35,891.31,87.74,492.6875,18.31,15.457,98.46,16.721,68.21,6552.16,1371.35,93.87890625,79.03125,76.5,83.15625,2883.9,2560.25,93.1584,5553.4,4760.2,3850.0
2007-05-17,62.19,2835.0,71.65,198.62,1061.25,2862.0,89.419,4031.8,92.14,128.1,74.97,99.143,88.762,1.4849,382.42,157.247,83.7890625,68.71,819.27,8317.37,406.85,8746.1,98.109,482.04,2206.5,145.342,130.668,157.835,48800.0,15.035,1945.87,54.98,90.26,1996.0,661.36,907.22,87.65,492.6875,18.31,15.398,98.05,16.66,68.05,6552.16,1368.82,93.80078125,78.796875,76.39,82.78125,2888.51,2502.25,93.1337,5630.0,4773.2,3671.0
2007-05-18,62.19,2850.0,71.98,198.67,1056.3125,2942.0,90.146,4093.1,92.09,126.55,75.23,99.163,88.633,1.48633,386.09,156.924,83.640625,68.65,825.25,8440.73,408.94,8798.2,98.18,476.5,2151.1875,145.696,130.279,155.275,50400.0,15.049,1961.83,54.94,90.302,2060.0,661.44,912.14,87.71,492.5,18.2,15.424,98.07,16.816,67.83,6599.72,1380.29,93.7421875,78.5625,76.52,82.40625,2930.6,2428.8125,93.1089,5579.0,4817.8,3720.0
2007-05-21,62.11,2869.0,72.2,198.22,1084.0,2945.0,90.578,4100.5,92.09,128.5,76.41,99.129,88.795,1.48204,387.31,156.636,83.6875,68.6,827.49,8455.11,418.41,8786.0,97.943,477.35,2188.0625,147.19,130.149,154.669,50450.0,15.024,1972.63,54.96,90.235,2110.0,661.44,915.17,87.59,497.5,18.71,15.366,97.87,16.98,68.95,6589.93,1380.29,93.7578125,78.640625,76.22,82.53125,2931.91,2471.3125,93.0743,5608.9,4817.4,3790.0
