"","date","NQ1.Index","RX1.Comdty","TU1.Comdty","SF1.Curncy","UB1.Comdty","HG1.Comdty","EC1.Curncy","FV1.Comdty","BO1.Comdty","VG1.Index","TY1.Comdty","BP1.Curncy","XM1.Comdty","GC1.Comdty","GX1.Index","EO1.Index","US1.Comdty","JY1.Curncy","Z.1.Index","SM1.Comdty","SI1.Comdty","NV1.Curncy","G.1.Comdty","LMNIDS03.Comdty","DU1.Comdty","CO1.Comdty","LMPBDS03.Comdty","SE1.Curncy","KW1.Comdty","QS1.Comdty","OE1.Comdty","LMZSDS03.Comdty","SM1.Index","LMAHDS03.Comdty","NO1.Curncy","C.1.Comdty","W.1.Comdty","SP1.Index","CF1.Index","CT1.Comdty","DX1.Curncy","XP1.Index","FC1.Comdty","IB1.Index","ST1.Index","LH1.Comdty","S.1.Comdty","AD1.Curncy","LC1.Comdty","CD1.Curncy"
"4685",2005-01-04,1780.98,89.59,95.9609375,110.89,76.54,138.49,1.51868,86.21875,50.23,1899.93,80.28125,187.26,93.5643,600.89,5061.78,248.82,82.90625,125.704,3615.3,59.71,9.391,49.31,72.52,14200,100.95,98.24,920,16.201,1750.875,669.74,92.97,1170,3948.24,1803,15.196,1028.0625,2417.9375,1144.54,2590.6,104.98,86.801,3640.2,123.767,5257.2,20008,149.688,431.125,55.82,135.566,81.965
"4686",2005-01-05,1761.85,89.63,95.94921875,110.92,76.68,141.79,1.51788,86.1953125,50.48,1901.21,80.28125,187.76,93.5445,598.23,5060.6,247.41,83.125,126.24,3594.8,59.71,9.511,49.12,72.42,14400,100.983,96.98,910,16.232,1777.5625,658.81,93.044,1208.5,3918.73,1825,15.209,1030.625,2448.5625,1137.04,2570.5,107.65,86.749,3608.1,123.028,5199.4,19972,148.221,432.75,55.86,133.955,81.785
"4689",2005-01-10,1764.67,89.96,95.92578125,109.69,77.55,141.22,1.49775,86.1328125,50.98,1914.67,80.265625,186.99,93.6287,587.59,5105.38,250.55,83.34375,126.096,3612,63.77,9.388,48.78,72.65,14900,101.059,102.75,896,15.998,1808.1875,723.5,93.25,1217,3920.11,1810,15.082,1057.5,2513.875,1145.21,2599.4,111.47,87.494,3642,123.826,5210.4,20043,146.851,450.4375,55.38,135.679,82.065
"4690",2005-01-11,1754.54,89.96,95.92578125,109.74,77.48,144.06,1.50118,86.1796875,50.23,1886.46,80.390625,187.13,93.7029,591.37,5020.53,248.86,83.71875,127.169,3597.4,63.27,9.661,49.1,72.6,15100,101.078,103.22,912,16.071,1800.1875,695.26,93.267,1230,3907.07,1835.5,15.156,1057.5,2503.6875,1137.71,2580.6,109.01,87.189,3634,124.8,5175.8,19775,150.764,446.125,55.64,137.664,82.316
"4691",2005-01-12,1764.67,89.9,95.94921875,111.11,77.44,144.78,1.51799,86.21875,49.52,1876.21,80.4375,188.55,93.7573,597.25,4978.1,247.37,83.8125,128.333,3569,62.01,9.814,49.69,72.56,14800,101.069,104.56,905,16.21,1813.5,684.75,93.234,1231,3874.12,1845,15.342,1025.5,2509.8125,1141.17,2558.5,109.94,86.255,3631.3,124.918,5161.3,19670,148.318,438.3125,56.07,137.926,83.549
"4692",2005-01-13,1744.41,90.23,96,110.44,77.95,142.41,1.51056,86.3828125,50.5,1885.18,80.703125,187.44,93.7524,595.15,4986.35,247.52,84.3125,128.085,3580.9,61.89,9.817,49.46,72.75,14745,101.173,108.23,896,16.113,1829.5,723.12,93.481,1236,3884.42,1830,15.287,1023,2511.875,1131.95,2570.5,109.2,86.665,3643.8,125.391,5207.2,19842,149.101,440.5625,56.02,136.615,83.409
"4693",2005-01-14,1758.48,90.28,95.90625,109.61,78.25,143.95,1.49832,86.234375,49.37,1887.75,80.578125,186.23,93.787,592.21,4994.01,248.68,84.15625,128.673,3595.5,59.29,9.606,49.03,72.7,14625,101.164,107.92,899,15.982,1784.1875,724.04,93.456,1238,3920.79,1830.5,15.143,1008.875,2430.1875,1137.62,2584.3,108.94,87.252,3625.9,125.037,5216.8,19975,150.226,426.625,55.46,136.84,82.156
"4695",2005-01-18,1773.67,90.39,95.890625,109.43,78.89,144.52,1.49112,86.21875,48.89,1905.05,80.640625,186.09,93.7177,592.91,5035.85,249.7,84.5,128.385,3597.7,58.87,9.686,48.96,72.43,14650,101.145,108.95,897,15.932,1784.1875,718.1,93.431,1251,3925.6,1834,15.133,1002.5,2422,1149.05,2597.3,110.22,87.599,3620.6,126.631,5252.5,20011,147.878,421.6875,55.29,136.54,82.015
"4696",2005-01-19,1735.97,90.54,95.9140625,109.21,79.46,145.35,1.48689,86.234375,49.32,1899.28,80.640625,186.37,93.6831,592.63,5018.17,249.7,84.53125,127.64,3593.6,59.56,9.642,49.31,72.3,14400,101.169,107.32,908,15.914,1806.875,718.1,93.522,1282,3926.97,1840,15.08,1006.375,2442.4375,1137.33,2593.3,113.17,87.788,3615.2,125.509,5245.3,20082,148.27,425.1875,55.55,133.881,81.664
"4697",2005-01-20,1713.46,90.24,96.00390625,108.87,78.63,145.91,1.48243,86.390625,49.2,1875.57,80.765625,186.85,93.7227,591.65,4961.6,249.14,84.6875,126.907,3579.4,60.86,9.545,49.53,72.08,14255,101.131,106.38,906.5,15.841,1784.1875,709.87,93.382,1270,3911.18,1839,14.985,1011.4375,2407.6875,1130.51,2575.9,112.27,88.092,3600.9,125.45,5203.2,20035,145.481,429.6875,55.58,134.143,81.233
"4698",2005-01-21,1698.83,90.27,96.09765625,109.38,78.46,147.98,1.4934,86.578125,49.25,1882.62,80.921875,187.41,93.6831,597.67,4959.24,249.21,84.84375,127.771,3580.2,59.67,9.912,50.2,72.13,14055,101.164,109.76,930,15.91,1776.1875,738.2,93.44,1292,3920.79,1855,15.06,1007.625,2415.875,1123.01,2582.6,110.83,87.473,3601.8,124.889,5193.7,20071,148.465,424.375,56.23,133.768,82.075
"4699",2005-01-24,1678.01,90.37,96.04296875,109.45,78.9,147.46,1.49409,86.5390625,49.65,1884.54,80.96875,187.59,93.7128,597.95,4961.01,249.21,85.09375,127.849,3580.9,59.71,9.984,50.28,72.17,14125,101.188,110.44,921,15.923,1764.1875,744.13,93.481,1290,3929.03,1838.5,15.086,1011.4375,2411.8125,1120.71,2578.9,109.58,87.399,3603.6,123.501,5176.1,19975,147.585,427,56.36,132.907,81.895
"4700",2005-01-25,1682.51,90.31,96,108.49,78.98,147.36,1.48346,86.3671875,49.57,1898,80.671875,185.86,93.6781,590.95,5002.85,251.15,84.53125,125.913,3606.7,60.48,9.73,49.92,72.21,14200,101.173,112.72,910,15.79,1757.5625,758.3,93.431,1275,3944.81,1807,14.951,1017.875,2426.0625,1124.07,2600.7,110.38,88.239,3622.4,123.442,5215,20078,146.9,431.9375,55.91,133.019,81.073
"4702",2005-01-27,1698.27,90.05,95.9140625,109.4,78.87,147.15,1.49158,86.21875,48.87,1904.41,80.53125,188.43,93.6534,596.83,4982.81,252.6,84.46875,127.274,3611.6,59.33,9.926,50.35,71.95,14400,101.088,111.47,925,15.859,1721.5625,769.26,93.234,1278.5,3944.13,1828,14.961,1001.25,2364.8125,1128.87,2602.3,103.49,87.609,3672.4,123.236,5266.1,20004,145.188,423.5,56.8,133.731,80.942
"4703",2005-01-28,1698.83,90.4,96,109.27,79.2,148.34,1.49203,86.4296875,48.39,1896.72,80.875,188.4,93.6336,596.13,4961.6,251.68,85.0625,126.881,3600,59.02,9.89,50.16,72.1,14425,101.193,107.89,932,15.833,1729.5625,728.6,93.489,1289,3932.46,1842,14.969,1001.25,2368.9375,1128.87,2593.3,102.29,87.672,3648.3,123.637,5274.2,19940,145.041,422.0625,56.65,134.517,80.832
"4704",2005-01-31,1715.15,90.41,95.93359375,108.89,79.41,147.98,1.49055,86.3671875,48.69,1919.16,80.890625,187.88,93.6287,590.56,5033.49,254.26,85.1875,126.541,3609,58.91,9.82,49.99,72.1,14525,101.164,110.22,935,15.82,1736.25,725.86,93.473,1297,3944.13,1850,14.876,1007.625,2377.0625,1135.6,2620.4,103.26,87.788,3648.3,124.007,5321.8,20166,144.356,422.6875,56.71,135.192,80.812
"4705",2005-02-01,1721.34,90.47,95.94140625,108.89,79.64,146.02,1.49363,86.3828125,47.89,1933.9,80.90625,188.04,93.6534,588.89,5060.6,256.62,85.15625,126.633,3643.7,58.48,9.795,50.16,72.19,14550,101.173,107.58,927,15.861,1738.875,733.17,93.481,1292,3957.85,1842,14.939,1007.625,2387.3125,1142.81,2635.8,103.54,87.609,3671.5,124.501,5346.9,20260,144.063,416.3125,56.74,136.016,81.053
"4706",2005-02-02,1715.71,90.33,95.8984375,108.71,79.97,143.7,1.4918,86.3203125,47.64,1935.82,80.875,188.33,93.7029,589.03,5070.03,257.64,85.21875,126.384,3655.7,58.29,9.824,50.27,72.18,14575,101.131,105.64,921,15.876,1724.25,724.95,93.398,1280,3957.85,1822,14.966,998.6875,2354.625,1146.65,2645.8,104.46,87.693,3692.9,123.298,5376,20307,140.149,414.9375,56.99,135.903,81.023
"4707",2005-02-03,1701.08,90.3,95.83984375,107.73,80.02,143.18,1.48369,86.1953125,47.44,1935.82,80.71875,187.85,93.688,582.76,5065.31,257.08,85.15625,125.39,3649.3,57.72,9.718,49.95,72.1,14755,101.107,105.25,927,15.782,1728.25,713.07,93.324,1293,3971.58,1829.5,14.83,997.375,2366.875,1143.19,2630.4,101.75,88.197,3701.9,123.113,5379.2,20273,140.394,412.25,56.4,136.353,80.762
"4708",2005-02-04,1726.4,90.71,95.94140625,106.98,80.98,141.84,1.47294,86.5,47.89,1955.05,81.171875,187.14,93.688,579.14,5137.2,259.41,85.96875,126.005,3679.3,56.99,9.664,50.06,72.54,14475,101.169,105.35,917,15.675,1717.5625,714.44,93.505,1276,3992.85,1819.5,14.715,997.375,2350.5,1155.11,2648.8,101.94,88.638,3709.9,122.465,5441.8,20497,138.633,410.1875,56.34,136.241,80.301
"4709",2005-02-07,1722.46,90.81,95.8984375,105.98,81.52,143.18,1.46139,86.515625,47.79,1957.62,81.25,185.56,93.6732,578.44,5152.52,260.57,86.40625,125.129,3704.3,57.34,9.541,49.42,72.67,14700,101.126,103.31,917,15.536,1738.875,699.37,93.489,1291,4008.64,1814,14.461,1003.8125,2389.3125,1153.86,2664.9,102.03,89.32,3723.3,123.175,5469.6,20605,138.388,411.625,56.32,136.974,79.839
"4710",2005-02-08,1721.34,91.03,95.86328125,106.06,81.83,143.13,1.4615,86.4765625,48.21,1964.67,81.296875,185.2,93.6979,576.91,5164.9,260.71,86.59375,124.135,3712.5,57.64,9.543,49.31,72.74,15175,101.135,103.38,911,15.536,1748.25,692.97,93.588,1286,4018.93,1810.5,14.422,996.125,2383.1875,1155.3,2665.9,100.76,89.362,3723.3,124.47,5477.1,20678,134.573,413.5,56.12,137.206,80.351
"4711",2005-02-09,1698.27,91.09,96.01953125,106.31,81.99,143.03,1.46345,86.8515625,48.16,1957.62,81.6875,185.53,93.7326,577.19,5151.34,260.22,86.9375,123.912,3713.7,58.71,9.592,49.53,72.82,15150,101.173,103.52,907,15.585,1748.25,708.05,93.654,1286,4007.95,1812,14.468,997.375,2368.9375,1146.36,2656.5,101.63,89.289,3708.1,124.501,5454.8,20649,133.692,419.4375,56.39,136.163,80.23
"4712",2005-02-10,1695.45,91,95.94921875,107.25,81.78,146.94,1.47328,86.625,48.27,1961.46,81.296875,186.61,93.7474,583.04,5148.99,259.48,86.0625,123.886,3721.5,59.44,10.137,50,72.73,15340,101.216,106.76,918,15.649,1772.1875,725.48,93.703,1330.5,4011.38,1845,14.48,1014,2419.9375,1149.92,2657.5,105.57,88.764,3709.9,122.866,5458.6,20653,131.148,423.75,57.38,134,80.812
"4713",2005-02-11,1726.4,90.95,95.875,107.02,81.28,146.69,1.47202,86.453125,50.33,1979.41,81.125,186.53,93.6831,587.63,5188.47,261.81,85.90625,123.86,3753.7,60.17,10.494,50.34,72.57,15280,101.197,107.43,908,15.634,1756.1875,720.44,93.678,1321,4041.58,1835,14.448,1014,2405.6875,1159.91,2686.9,106.07,88.806,3709.9,123.545,5533.9,20763,132.469,431.75,57.59,134.155,81.033
"4714",2005-02-14,1730.34,90.82,95.84765625,108,80.91,148.44,1.48266,86.46875,50.23,1974.92,81.21875,188.66,93.6336,595.01,5173.74,262.41,86.21875,124.592,3750.3,61.74,10.683,50.43,72.32,15205,101.197,108.02,918,15.777,1788.1875,713.1,93.621,1328,4036.09,1855,14.618,1025.5,2464.875,1159.24,2683.9,107.5,88.166,3701.9,123.514,5534.8,20746,132.56,439.9375,57.72,134.348,81.223
"4715",2005-02-15,1742.72,90.57,95.83984375,108.79,80.66,150.4,1.48906,86.4296875,49.35,1976.85,81.109375,189.34,93.6386,595.01,5179.04,263.93,85.9375,125.456,3764.1,62.47,10.712,50.52,72.28,15630,101.121,107.69,915,15.853,1761.5625,730.07,93.456,1328,4043.64,1869,14.704,1023,2444.5,1163.47,2697.6,109.2,87.746,3698.3,123.668,5564.2,20812,133.337,439.5625,57.69,134.464,81.434
"4716",2005-02-16,1739.34,90.36,95.7421875,109.1,80.21,149.32,1.49146,86.15625,49.2,1967.23,80.78125,188.42,93.6287,594.46,5151.93,262.87,85.5,124.449,3761.5,62.39,10.559,50.37,72.19,15400,101.107,109.49,906,15.854,1733.5625,729.16,93.357,1333,4010.01,1876,14.768,1007.625,2389.3125,1163.28,2681.6,109.01,87.872,3697.4,124.254,5524.7,20649,134.981,439.3125,57.5,135.468,81.103
"4717",2005-02-17,1715.15,90.23,95.7890625,109.41,79.91,154.01,1.49523,86.171875,49.85,1970.44,80.703125,189.32,93.6039,596.82,5159,264.1,85.15625,124.095,3769,65.69,10.727,50.69,72.01,15250,101.097,108.71,919,15.885,1752.25,748.43,93.324,1361,4018.25,1909,14.882,1019.125,2413.8125,1154.15,2680.9,108.5,87.62,3707.2,124.131,5536.8,20665,134.889,453.3125,57.74,134.889,81.564
"4718",2005-02-18,1707.27,89.52,95.71875,109.43,78.42,153.85,1.49512,85.9453125,50.48,1971.72,80.328125,189.21,93.6237,596.55,5146.63,264.98,84.53125,123.991,3767.5,64.8,10.756,51.05,71.67,15625,100.997,109.94,981,15.855,1761.5625,751.18,92.937,1374,4031.97,1935,14.931,1023,2417.9375,1155.4,2693.6,109.82,87.662,3715.3,121.263,5522.4,20567,133.108,453.6875,57.75,132.03,81.464
"4720",2005-02-22,1690.39,89.44,95.71875,111.75,78.07,153.6,1.51673,85.8984375,54.7,1944.15,80.234375,191.06,93.5693,606.85,5075.92,263.08,84.3125,125.809,3745.1,67.22,10.945,51.54,71.43,15700,101.045,115.35,976,16.098,1854.8125,811.29,92.978,1391,4036.78,1965,15.188,1061.3125,2552.6875,1138.48,2676.6,114.33,86.497,3700.1,121.509,5393,20237,134.341,473.8125,58.29,132.185,81.885
"4721",2005-02-23,1689.82,89.32,95.69921875,111.41,77.78,154.68,1.51342,85.8984375,54.65,1940.95,80.28125,190.93,93.5594,607.27,5072.38,261.53,84.4375,124.998,3719.3,66.07,10.833,51.12,71.31,16025,101.031,115.09,966,16.086,1873.5,813.13,92.937,1396,4006.58,1969,15.202,1052.375,2581.3125,1146.17,2659.6,113.08,86.77,3669.7,121.787,5397.6,20151,137.766,473.625,57.77,133.034,81.013
"4722",2005-02-24,1708.96,89.28,95.6484375,110.75,77.53,152.93,1.51021,85.7890625,53.65,1942.87,80.203125,191.03,93.5643,606.71,5083.58,261,84.375,124.265,3704.7,65.19,10.746,50.94,71.09,15800,101.021,117.3,940,16.08,1840.1875,836.07,92.888,1376,4014.81,1913,15.163,1052.375,2554.75,1153.86,2659.9,112.75,87.001,3638.5,122.219,5398.2,20175,136.807,467.25,57.69,133.305,80.792
"4723",2005-02-25,1723.02,89.41,95.6171875,111.22,77.85,153.54,1.51433,85.7734375,56.69,1968.51,80.28125,191.74,93.5247,607.27,5140.74,264.1,84.53125,124.409,3728.6,68.25,10.612,51.01,71.25,16000,101.031,117.7,945,16.132,1930.75,829.65,92.937,1380,4058.74,1891,15.194,1081.8125,2640.5,1164.72,2695.9,116.06,86.749,3683.1,121.386,5443.2,20368,135.437,490.6875,57.68,133.034,80.872
"4724",2005-02-28,1702.77,89.28,95.51953125,111.37,77.95,154.84,1.51433,85.453125,58.13,1953.13,79.859375,192.28,93.4703,609.36,5103.02,263.89,83.875,125.259,3699.5,69.96,10.696,51.37,71.42,16250,101.021,118.77,954.5,16.144,1969.3125,845.25,92.904,1389,4040.21,1911,15.255,1087.875,2735.625,1157.13,2691.6,118.58,86.602,3712.6,122.311,5412.9,20436,135.574,504.875,58.09,132.957,81.303
"4725",2005-03-01,1720.77,89.28,95.5390625,111,77.42,151.32,1.50816,85.4375,57.04,1976.2,79.8125,192.01,93.4208,604.2,5173.15,265.69,83.75,125.482,3724.1,69.66,10.508,51.34,71.13,15705,101.05,118.89,961,16.08,1932.125,861.77,92.962,1386,4080.7,1908,15.211,1070.8125,2680.125,1162.89,2710.6,117.01,86.864,3728.7,123.329,5464.2,20517,137.446,497.75,57.66,133.652,80.802
"4726",2005-03-02,1716.27,89.01,95.58203125,110.21,76.71,152.61,1.50221,85.4921875,57.54,1970.44,79.8125,191.29,93.4604,604.07,5162.54,265.27,83.625,124.959,3720.4,71.67,10.62,51.33,70.82,15525,101.031,121.52,949,15.989,1936.3125,883.8,92.814,1380,4107.46,1912,15.145,1069.5625,2697.9375,1162.41,2716.3,116.09,87.221,3742.1,123.761,5446.3,20490,136.35,509.125,57.48,134.116,80.902
"4727",2005-03-03,1703.89,89.14,95.56640625,109.55,76.75,152.51,1.49935,85.453125,57.19,1974.92,79.765625,190.73,93.4554,599.89,5161.36,265.34,83.59375,124.318,3733.1,71.6,10.508,51.38,70.93,16200,101.078,123.25,955,16.02,1918.375,901.69,92.937,1399,4102.66,1944,15.118,1064.6875,2678.125,1162.7,2714.6,116.85,87.441,3752.8,126.598,5429.9,20472,138.999,509.125,57.46,137.052,80.682
"4728",2005-03-04,1716.27,89.55,95.61328125,110.65,77.73,154.37,1.51399,85.6484375,58.01,1996.72,80.0625,192.4,93.4505,605.88,5223.82,266.96,84.34375,125.024,3747.3,71.06,10.681,51.79,71.11,16150,101.15,122.9,965,16.198,1910.125,870.49,93.234,1391,4127.37,1963,15.243,1059.8125,2670.25,1176.54,2733,118.49,86.623,3766.2,126.66,5501.1,20637,138.177,511.1875,58,137.554,81.474
"4729",2005-03-07,1738.22,89.74,95.5625,109.95,78.11,154.63,1.50987,85.6015625,57.19,1996.72,80.109375,191.42,93.4752,606.85,5220.29,267.7,84.59375,124.344,3740.2,69.81,10.696,51.99,71.1,16100,101.226,123.58,977,16.146,1886.6875,852.59,93.39,1410,4130.11,1958,15.249,1041.5,2632.625,1177.5,2746,116.66,86.885,3783.1,127.184,5506.3,20685,137.903,500,58.11,137.361,81.554
"4731",2005-03-09,1715.15,89.17,95.4296875,111.72,78.11,155.35,1.53228,85.0390625,58.86,1971.72,79.171875,192.69,93.4554,616.74,5137.2,265.34,82.75,125.94,3724.5,70.46,11.05,51.87,70.71,16100,101.145,126.64,975,16.352,1928,908.58,93.091,1438,4096.48,2002,15.484,1056.125,2699.9375,1159.91,2716.6,120.27,85.668,3784.9,130.607,5421.5,20527,136.213,510.9375,58.2,141.301,83.339
"4732",2005-03-10,1715.71,89.1,95.42578125,112.11,77.86,154.58,1.53526,85.140625,58.91,1967.23,79.390625,192.29,93.3911,617.43,5143.09,262.62,83.125,125.639,3703.9,71.75,10.887,52.15,70.67,15955,101.135,124.94,973,16.349,1969.3125,881.06,93.083,1430,4080.7,2005,15.539,1074.4375,2757.375,1162.32,2699,121.77,85.594,3771.5,130.206,5369.4,20345,132.56,518.875,58.01,140.142,83.319
"4733",2005-03-11,1698.27,89.08,95.32421875,112.39,77.79,152.82,1.53857,84.859375,59.85,1957.62,79.03125,192.65,93.3812,622.17,5127.77,262.34,82.59375,125.861,3714,75.28,10.949,52.27,70.76,16100,101.169,125.98,978,16.396,2021.6875,888.05,93.108,1439,4100.6,1991,15.595,1097.6875,2836.625,1154.24,2706,124.09,85.458,3763.5,129.404,5376.3,20322,132.195,537.75,58.16,137.67,83.229
"4734",2005-03-14,1705.58,89.09,95.30859375,111.47,77.85,151.94,1.52853,84.890625,58.96,1962.1,79.109375,191.45,93.3564,614.93,5144.86,262.48,82.71875,124.641,3706.9,74.37,10.717,52.2,70.76,15875,101.116,127.31,968,16.232,1994.125,878.73,93.016,1427,4093.05,1972,15.481,1079.375,2804.9375,1160.59,2705.3,122.84,86.014,3790.3,129.96,5358.5,20361,128.907,532.4375,57.85,137.67,83.138
"4735",2005-03-15,1693.2,89.51,95.30078125,111.03,78.65,154.01,1.52271,84.828125,60.33,1969.79,79.03125,191.37,93.3812,614.65,5154.88,263.61,82.5,125.121,3727.9,76.84,10.713,52.38,71.11,15970,101.173,127.76,965,16.182,2046.4375,899.71,93.232,1440,4119.13,1994,15.417,1116,2915.875,1151.65,2722.7,124.04,86.235,3784,130.854,5384.7,20504,128.907,552.75,58.07,138.674,83.118
"4736",2005-03-16,1672.94,89.79,95.3515625,112.09,79.45,155.61,1.53367,84.953125,60.13,1940.95,79.1875,192.67,93.3614,618.55,5081.81,259.73,82.6875,125.537,3691.6,75.21,10.778,52.61,71.2,16000,101.126,130.81,963,16.29,2002.375,920.7,93.291,1439,4080.01,1997,15.537,1101.3125,2860.375,1141.46,2685.6,124.39,85.657,3788.5,130.823,5293.9,20267,130.186,546.6875,58.29,138.558,83.279
"4739",2005-03-21,1665.69,89.4,95.3828125,109.77,78.78,153.85,1.50651,85.0390625,56.14,1950.63,79.25,189.99,93.3465,600.72,5078.84,260.16,82.53125,124.381,3690.8,71.18,10.286,52.16,70.87,16050,100.968,132.65,962,15.934,1915.625,923.04,92.958,1382,4052.26,1974,15.299,1047.625,2713.8125,1136,2694.6,115.92,86.98,3810.7,130.792,5312.1,20482,129.775,508.5,57.74,135.738,82.858
"4740",2005-03-22,1650.02,89.7,95.23046875,108.72,79.37,154.73,1.49635,84.671875,56.22,1961.69,78.8125,188.65,93.3168,601,5106.39,260.33,81.9375,123.953,3690.5,71.14,10.237,51.82,71.17,16175,101.035,130.12,968,15.831,1923.875,926.77,93.158,1387,4061.97,1982,15.142,1045.1875,2729.6875,1124.42,2702.9,118.84,87.516,3773.4,131.162,5363.1,20520,128.907,509.125,57.63,135.391,82.978
"4741",2005-03-23,1655.06,89.33,95.15234375,107.93,78.86,149.26,1.4838,84.609375,56.29,1949.98,78.765625,186.94,93.2822,592.37,5101.12,259.8,82.0625,123.278,3673,70.46,10.103,50.7,70.85,15875,100.954,126.43,950,15.71,1900.5,901.58,92.942,1327,4068.91,1947,14.997,1029.3125,2668.25,1124.8,2693.9,116.99,88.209,3715.5,131.162,5334.3,20473,128.131,505.875,56.64,135.043,82.477
"4742",2005-03-24,1656.18,89.48,95.13671875,107.69,79.13,150.19,1.48106,84.6328125,57.14,1968.19,78.828125,187.24,93.3218,591.53,5128.66,261.85,82.21875,122.927,3679.7,71.6,10.035,50.49,71.01,15750,100.964,128.55,954,15.68,1919.75,907.18,92.983,1335.5,4074.46,1929,14.941,1028.0625,2682.125,1125.66,2720.9,119.32,88.314,3708.4,132.17,5365.4,20602,128.405,510.375,56.69,136.511,82.367
"4745",2005-03-29,1652.82,89.55,95.14453125,107.46,79.19,151.94,1.47764,84.6484375,56.94,1962.34,78.875,187.81,93.3119,593.2,5118.11,261.5,82.25,121.525,3673.3,70.91,10.098,50.38,71.15,15525,100.983,126.4,955,15.634,1893.5625,901.58,93.058,1333,4090.42,1938,14.885,1040.25,2650.4375,1120.3,2724.9,123.93,88.513,3673.7,134.658,5362.5,20644,126.533,506.5,56.72,139.215,82.788
"4746",2005-03-30,1677.44,89.8,95.15625,107.79,79.48,154.16,1.47867,84.7421875,58.46,1968.84,79.046875,188.29,93.3317,594.46,5145.66,259.7,82.625,121.447,3660.3,72.96,10.337,50.2,71.42,15650,101.068,124.16,968,15.642,1864.6875,904.85,93.232,1361,4072.38,1951,14.955,1037.8125,2642.5,1135.14,2715.3,123.46,88.461,3657.7,134.028,5349.5,20671,125.483,520.3125,56.66,138.674,82.377
"4747",2005-03-31,1668.49,90.13,95.2890625,107.92,79.99,155.25,1.48129,85.0703125,57.01,1953.23,79.421875,189.24,93.3713,596.67,5113.42,260.48,83.125,121.811,3658.4,71.06,10.385,50.49,71.64,15900,101.169,129.4,989,15.617,1861.9375,959.88,93.498,1375,4079.32,1973,14.926,1040.25,2622.6875,1133.71,2717.9,122.65,88.251,3672.8,135.634,5327.6,20745,125.483,509.3125,56.8,138.79,82.828
"4748",2005-04-01,1656.18,90.19,95.38671875,107.29,79.9,153.39,1.47536,85.2265625,56.47,1948.03,79.609375,188.44,93.4356,592.8,5116.94,259.27,83.4375,121.356,3671.5,69.85,10.124,50.19,71.39,15650,101.212,134.7,957,15.54,1826.125,973.87,93.565,1347,4083.48,1928,14.882,1039.0625,2555.3125,1127.77,2721.3,122.12,88.618,3706.6,137.429,5343.8,20850,128.131,498.375,56.65,138.635,82.417
"4749",2005-04-04,1661.77,90.4,95.41796875,106.79,80.35,154.47,1.46908,85.25,56.77,1952.58,79.640625,187.93,93.401,589.61,5121.63,258.78,83.4375,120.668,3661.4,69.62,10.159,50.13,71.66,15750,101.245,134.03,941,15.465,1790.3125,995.33,93.664,1346,4046.71,1939,14.845,1024.375,2507.8125,1129.78,2705.9,121.66,89.017,3689.7,137.02,5293.9,20756,127.035,499.1875,56.47,136.526,82.087
"4750",2005-04-05,1669.05,90.31,95.41015625,107.19,80.14,153.39,1.47148,85.203125,56.82,1966.89,79.5625,188.42,93.4356,590.44,5143.31,260.12,83.3125,120.798,3690.8,69.96,10.187,50.24,71.56,15700,101.226,132.15,942,15.485,1776.5625,980.87,93.614,1355,4083.48,1935,14.901,1003.625,2466.1875,1135.05,2727.3,120.39,88.828,3689.7,137.051,5351,20775,125.437,501.1875,56.57,137.094,82.197
"4751",2005-04-06,1670.72,90.31,95.4765625,107.2,79.89,155.87,1.47182,85.3515625,56.92,1968.84,79.734375,188.43,93.4851,594.04,5146.83,261.61,83.4375,120.227,3693.1,70.91,10.298,50.54,71.67,16400,101.264,131.74,962,15.527,1788.9375,972.48,93.639,1366,4119.56,1952,14.926,1012.1875,2490,1138.78,2740.6,119.99,88.912,3678.1,135.949,5403.4,20863,122.195,505.875,56.32,135.552,82.067
"4752",2005-04-07,1688.63,90.58,95.4453125,106.92,80.14,155.66,1.46886,85.2421875,56.47,1980.55,79.5625,187.26,93.4703,592.93,5169.1,262.7,83.125,120.149,3717.7,71.56,10.233,50.45,71.9,16200,101.326,128.81,975,15.494,1788.9375,950.55,93.83,1373,4137.59,1957,14.885,1003.625,2490,1144.62,2752,120.78,89.122,3687,135.886,5410.9,21070,121.51,506.0625,56.41,135.39,81.966
"4753",2005-04-08,1671.28,90.56,95.3828125,107.73,79.38,155.77,1.47719,85.15625,55.45,1979.25,79.484375,188.88,93.4455,593.49,5176.13,263.34,83.125,120.512,3719.9,70.49,10.363,50.76,71.68,16100,101.35,126.07,968,15.567,1760,903.91,93.847,1366,4129.96,1946,14.935,996.3125,2456.3125,1133.42,2751,123.07,88.629,3713.7,136.579,5401.7,21056,124.615,496.75,56.81,135.877,81.656
"4754",2005-04-11,1662.89,90.61,95.41796875,108.23,79.85,157.57,1.48369,85.25,55.77,1979.25,79.6875,189.5,93.4356,595.7,5180.82,262.63,83.5,121.162,3713.9,71.25,10.493,51.18,71.72,16175,101.359,126.83,970,15.651,1765.5,892.72,93.872,1380,4128.58,1971,14.981,1004.875,2484,1133.51,2747.6,123.21,88.324,3691.5,136.642,5378.6,21083,125.985,500.625,57.06,135.795,81.165
