"","date","NQ1.Index","RX1.Comdty","TU1.Comdty","SF1.Curncy","UB1.Comdty","HG1.Comdty","EC1.Curncy","FV1.Comdty","BO1.Comdty","VG1.Index","TY1.Comdty","BP1.Curncy","XM1.Comdty","GC1.Comdty","GX1.Index","EO1.Index","US1.Comdty","JY1.Curncy","Z.1.Index","SM1.Comdty","SI1.Comdty","NV1.Curncy","G.1.Comdty","LMNIDS03.Comdty","DU1.Comdty","CO1.Comdty","LMPBDS03.Comdty","SE1.Curncy","KW1.Comdty","QS1.Comdty","OE1.Comdty","LMZSDS03.Comdty","SM1.Index","LMAHDS03.Comdty","NO1.Curncy","C.1.Comdty","W.1.Comdty","SP1.Index","CF1.Index","CT1.Comdty","DX1.Curncy","XP1.Index","FC1.Comdty","IB1.Index","ST1.Index","LH1.Comdty","S.1.Comdty","AD1.Curncy","LC1.Comdty","CD1.Curncy"
"7885",2017-04-19,5550.55,157.02,108.8203125,110.31,169.78,274.56,1.1647,118.375,37.53,2964.21,125.3125,133.78,97.3926,1402.37,11927.82,457.47,142.90625,99.323,6347.7,395.51,20.131,70,122.12,9340,111.729,57.49,2161,12.022,730.5,514.86,129.943,2548,7574.3,1903,12.005,571.75,578.5625,2337.6,4426.9,87.27,95.503,5364.3,159.136,9045.2,17160,76.369,1208.8125,75.43,108.39,75.545
"7886",2017-04-20,5596.83,156.53,108.7734375,110.21,168.44,275.38,1.16459,118.1640625,37.94,2982.77,125,134.13,97.3427,1402.81,11938.72,457.78,142.34375,98.747,6352.2,391.82,19.971,70.11,122.11,9480,111.724,57.55,2159.5,11.996,706,503.25,129.835,2632,7604.76,1943,11.947,565.4375,560.9375,2356.03,4493.7,89.97,95.548,5369.9,158.247,9048.2,17204,73.963,1204.3125,75.75,108.881,75.631
"7887",2017-04-21,5596.06,156.53,108.8046875,110.21,168.55,274.89,1.16183,118.234375,37.96,2983.65,125.109375,133.89,97.3077,1408.6,11968.92,458.19,142.34375,98.844,6354.4,393.98,19.792,70.23,122.45,9345,111.72,56.43,2142,11.94,709.0625,493.49,129.816,2584,7605.66,1933.5,11.849,564.25,559.25,2351.32,4475.4,88.75,95.735,5402.2,158.993,9071.9,17104,73.065,1209.75,75.85,109.091,75.417
"7888",2017-04-24,5659.81,155.19,108.7109375,110.42,164.54,276.51,1.17944,118.03125,37.67,3101.16,124.84375,133.81,97.2478,1395.92,12346.25,469.05,141.6875,98.343,6481.6,402.64,19.794,70.12,122.11,9260,111.496,56.04,2163,12.153,704.25,491.64,129.167,2604,7740.03,1946,12.039,567.75,555.8125,2373.96,4666.6,88.15,94.865,5418.9,158.648,9389,17992,74.659,1222.8125,76.09,107.362,75.407
"7889",2017-04-25,5705.31,154.84,108.6328125,110.79,163.49,279.33,1.18821,117.8046875,37.53,3110.88,124.453125,134.25,97.2528,1384.67,12375.46,469.32,140.75,97.164,6496,398.94,19.498,69.45,121.94,9320,111.491,56.58,2170,12.301,722.1875,489.53,129.04,2605.5,7819.76,1963,12.034,576.875,564.4375,2388.98,4678.2,88.79,94.554,5435.6,159.194,9415.9,18132,75.615,1214.1875,75.84,108.273,75.046
"7890",2017-04-26,5692.97,155.12,108.6640625,110.67,163.92,280.41,1.18366,117.8828125,37.93,3105.58,124.609375,134.39,97.2129,1381.39,12380.41,469.64,140.96875,96.9,6511.7,393.98,19.245,68.8,121.92,9230,111.511,56.28,2185,12.293,722.625,493.22,129.187,2626,7860.07,1964.5,11.99,567.375,563.0625,2386.18,4686.3,88.82,94.814,5457.8,160.485,9391.9,18138,74.977,1203.0625,75.14,110.797,74.832
"7891",2017-04-27,5749.27,155.83,108.6953125,110.71,164.87,279.49,1.18182,117.953125,37.68,3093.21,124.6875,135.03,97.2328,1383.25,12345.26,467.92,141.03125,97.018,6456.5,395.13,19.136,68.77,122.18,9335,111.61,55.87,2205,12.207,737.5,476.33,129.531,2597,7885.16,1924,12.008,572.125,571,2390.09,4671.5,87.22,94.848,5467.9,165.568,9339.7,17959,77.557,1203.0625,75.18,113.602,74.817
"7892",2017-04-28,5738.48,155.61,108.671875,110.62,164.09,281.06,1.18317,117.96875,37.38,3099.39,124.765625,135.45,97.2678,1385.87,12347.24,467.6,141.25,96.878,6442.1,396.38,19.057,68.7,122,9450,111.585,56.12,2249,12.169,743.5,479.24,129.472,2623,7836.78,1911.5,12.01,567.875,572.3125,2384.48,4671.1,88.24,94.793,5471.6,168.928,9391.3,17963,77.644,1201.8125,75.3,115.939,74.531
"7894",2017-05-02,5799.4,155.52,108.6875,110.81,163.86,284.07,1.18653,118,38.46,3115.3,124.75,135.29,97.2378,1373.52,12390.81,471.54,141.0625,96.329,6469.5,395.38,18.581,69.37,121.88,9515,111.555,54.4,2248,12.23,795.3125,471.85,129.383,2655,7886.95,1929.5,11.984,576.75,601.125,2389.79,4705.6,88.8,94.727,5491.1,169.013,9465.1,18056,77.615,1217.5,75.8,118.766,74.257
"7895",2017-05-03,5772.15,155.52,108.625,110.72,163.8,274.16,1.18393,117.828125,38.38,3119.71,124.59375,134.83,97.2528,1364.24,12408.14,471.27,141.125,95.801,6452.9,400.15,18.267,68.77,122.04,9230,111.555,54.76,2202,12.202,787.6875,464.72,129.374,2575,7918.3,1924,11.919,580.625,601.125,2387.18,4705.6,88.13,94.97,5438.3,173.164,9478.8,18070,78.774,1225.6875,74.76,121.571,74.318
"7896",2017-05-04,5785.01,154.76,108.5859375,111.35,161.88,270.71,1.19173,117.6484375,38.31,3159.47,124.21875,135.15,97.1979,1342.49,12516.59,474.62,140.09375,95.957,6473.5,399.9,17.998,68.56,121.68,9015,111.526,52.16,2190,12.195,755.8125,449.68,129.138,2569,7981.91,1913,11.86,567.875,579.5625,2389.48,4771,88.28,94.553,5426.3,167.488,9626.4,18463,79.991,1224.4375,74.48,122.739,74.017
"7897",2017-05-05,5808.14,154.34,108.578125,111.32,161.18,272.54,1.19292,117.671875,38.79,3193.05,124.265625,135.7,97.1929,1340.63,12595.82,479.23,140.1875,95.79,6510.8,397.76,17.966,69.16,121.59,9140,111.486,52.93,2181,12.234,765.1875,457.86,128.961,2582,8030.28,1903,11.965,574.4375,585.5625,2401.71,4837.2,87.01,94.439,5382.8,162.405,9728.2,18725,80.455,1222.875,74.62,119.935,74.445
"7898",2017-05-08,5815.6,154.34,108.5625,110.13,161.03,268.77,1.18675,117.59375,38.83,3181.56,124.109375,135.39,97.1679,1340.85,12584.92,480.14,139.71875,95.424,6510.4,393.62,17.949,69.15,121.35,9145,111.441,53.19,2169.5,12.195,755.375,453.9,128.971,2589,8076.87,1879,11.915,567.0625,573.9375,2399,4801,86.36,94.83,5424.4,167.516,9700.3,18669,81.035,1212.5,74.36,119.444,74.399
"7899",2017-05-09,5836.94,154.17,108.51171875,108.96,160.19,269.25,1.17971,117.4296875,38.77,3192.16,123.875,135.2,97.1579,1328.83,12649.3,481.9,139.21875,94.39,6561.2,399.77,17.738,68.9,120.76,9215,111.456,52.54,2173,12.104,746,457.6,128.971,2612,8157.49,1870,11.843,567.875,568.6875,2397.3,4813.9,86.63,95.413,5391.1,163.252,9683.1,18754,81.498,1224.125,73.84,116.827,74.257
"7900",2017-05-10,5836.17,154.47,108.51171875,108.9,161.18,268.88,1.17889,117.421875,38.05,3185.98,123.859375,135.37,97.1829,1331.89,12641.87,482.72,139,94.331,6598.1,398.77,17.892,69.35,121.09,9120,111.446,54.14,2190,12.071,746.875,468.68,129.001,2600,8118.08,1865,11.931,579.125,571.625,2399.3,4816.2,85.58,95.427,5432.8,163.224,9649.9,18775,82.368,1219.375,74.12,116.102,74.501
"7901",2017-05-11,5831.28,154.3,108.5390625,109.09,160.62,270.33,1.17927,117.484375,38.3,3167.42,123.96875,134.83,97.1879,1337.68,12585.42,481.45,139.09375,94.713,6609.3,395.25,17.956,68.54,121.12,9315,111.446,54.74,2177,12.127,749.4375,473.96,128.991,2591,8113.6,1875,11.97,572.125,574.3125,2395.09,4801,88.58,95.375,5427.2,160.823,9503.6,18714,82.919,1214.375,74.21,115.845,74.384
"7902",2017-05-12,5850.05,154.74,108.65625,109.66,161.51,272.06,1.18545,117.859375,38.71,3181.56,124.515625,134.7,97.2079,1341.51,12642.36,482.04,139.84375,95.085,6646.2,393.24,18.108,68.59,121.92,9315,111.471,54.81,2126,12.182,746.875,473.7,129.128,2554,8151.22,1891,12.024,574.8125,572.9375,2392.69,4822.5,91.94,95.017,5377.3,163.28,9529,18811,83.887,1210.3125,74.41,117.014,74.282
"7903",2017-05-15,5862.65,154.39,108.640625,110.28,160.02,273.67,1.19125,117.84375,38.93,3190.39,124.5,134.86,97.2528,1344.02,12669.1,483.35,139.6875,94.875,6668.2,392.24,18.329,68.79,121.56,9235,111.471,55.87,2135,12.202,728.625,484.52,129.069,2571,8146.74,1905.5,12.052,569.8125,560.375,2402.41,4836.8,95.45,94.7,5383.7,160.993,9581.8,18905,83.134,1213.125,74.63,114.466,74.654
"7904",2017-05-16,5886.3,154.36,108.640625,111.54,160.08,274.91,1.20392,117.8828125,38.92,3199.23,124.59375,135.14,97.2578,1351.01,12677.03,483.62,140,95.413,6732,397.89,18.488,68.92,121.71,9120,111.451,55.68,2084,12.264,721.8125,483.46,129.03,2546,8173.62,1923,12.166,569.8125,561.6875,2401.1,4840.8,90.98,93.931,5417,159.214,9608.9,19003,84.721,1226.9375,74.77,113.952,75.01
"7905",2017-05-17,5736.68,154.92,108.7578125,112.21,161.42,274.48,1.20972,118.375,39.08,3147.1,125.453125,135.48,97.3127,1375.38,12506.19,477.6,142,97.051,6710.9,395.75,18.664,69.4,122.18,9215,111.496,56.29,2109,12.317,725.1875,489.27,129.275,2561,8042.82,1924.5,12.236,575.625,565.375,2361.44,4762.9,89.69,93.417,5350.4,160.372,9437.4,18569,84.91,1226.3125,74.74,114.466,74.761
"7906",2017-05-18,5789.89,155.37,108.71875,112.1,162.09,272.86,1.20473,118.2578125,38.24,3128.55,125.3125,135.33,97.3427,1368.93,12470.04,474.8,142.03125,96.776,6670.9,385.96,18.403,68.94,122.27,9175,111.526,56.61,2072,12.222,724.375,490.85,129.403,2533,7991.76,1923,12.142,567.0625,563.6875,2367.55,4738.3,88.65,93.714,5302.3,160.71,9353,18563,85.179,1187.375,74.65,114.91,74.791
"7907",2017-05-19,5813.29,155.15,108.7109375,112.84,161.38,278.25,1.21562,118.2109375,38.95,3150.64,125.21875,136.28,97.3677,1369.81,12514.11,476.84,142.0625,96.803,6695.6,385.34,18.543,69.42,122.02,9360,111.501,57.8,2094,12.349,744.75,500.09,129.285,2616,8072.39,1943.5,12.296,577.1875,576.25,2385.48,4769.5,88.89,93.003,5298.6,161.925,9484.9,18791,85.555,1197.75,75.07,115.401,75.377
"7908",2017-05-22,5863.42,154.85,108.7109375,112.84,160.64,279.76,1.21893,118.1875,38.83,3146.22,125.171875,135.89,97.3527,1378.33,12497.28,477.61,142,96.964,6723.9,386.34,18.979,69.96,122.11,9395,111.486,58.08,2092,12.378,741.375,505.63,129.226,2633.5,8136.89,1938,12.331,581.0625,574.9375,2396.7,4769,87.7,92.86,5350.4,162.941,9455.9,18886,85.394,1202.125,75.26,115.845,75.407
"7909",2017-05-23,5873.19,154.73,108.6484375,112.6,160.43,279.82,1.21324,118.015625,38.13,3163.89,124.90625,135.58,97.3976,1371.88,12536.89,478.15,141.53125,96.485,6725.7,384.46,18.921,70.18,122.25,9345,111.481,58.38,2096,12.36,732,505.63,129.197,2658,8106.43,1943,12.293,572.5,568.6875,2402.01,4791.6,86.39,93.227,5340.2,162.941,9564.1,18945,86.255,1191.75,75.34,115.051,75.336
"7910",2017-05-24,5893.49,154.67,108.6953125,112.58,160.41,278.47,1.2147,118.15625,38.05,3152.4,125.109375,135.39,97.3577,1369.26,12509.16,477.88,141.78125,96.464,6740.1,384.58,18.897,70.32,122.22,9100,111.491,58.17,2075,12.39,735.8125,506.95,129.217,2635,8091.2,1945,12.325,575.25,572.625,2405.91,4790.3,86.75,93.115,5343,162.659,9542.7,18889,86.309,1191.75,75.35,114.163,75.825
"7911",2017-05-25,5945.68,155.16,108.6953125,112.84,161.49,279.98,1.21513,118.1875,37.77,3150.64,125.21875,135.25,97.4026,1372.87,12491.33,477.47,142.0625,96.421,6744.2,382.45,18.981,70.28,122.52,9040,111.526,55.48,2084,12.378,733.25,500.88,129.383,2633,8091.2,1960,12.26,572.125,570.3125,2417.43,4787.1,86.32,93.143,5362.4,165.339,9572.2,18818,87.116,1180.75,75.06,115.845,75.509
"7912",2017-05-26,5956.22,155.62,108.6796875,112.67,162.81,276.58,1.21226,118.1875,37.25,3146.22,125.21875,133.78,97.4326,1385.65,12471.53,478.01,142.125,96.803,6774.7,378.81,19.124,70.66,122.88,9080,111.546,56.22,2122,12.387,743.875,486.89,129.531,2640,8101.95,1951,12.262,579.875,580.25,2417.83,4788,86.25,93.323,5326.4,160.772,9534.8,18754,88.057,1164.4375,74.95,114.7,75.641
"7914",2017-05-30,5955.96,156.14,108.7109375,112.67,163.36,276.37,1.21329,118.328125,37.04,3133.85,125.46875,134.42,97.4526,1379.1,12467.07,475.93,142.75,97.282,6750.9,373.54,19.239,71.05,123.03,9115,111.595,55.89,2106,12.338,736.6875,482.4,129.766,2625,8075.97,1926,12.211,568.625,568.6875,2414.73,4775.3,86.44,93.177,5294.9,164.027,9517,18419,86.631,1147.125,75.17,114.957,75.636
"7915",2017-05-31,5957.25,156.13,108.71875,113.48,163.26,278.09,1.21947,118.375,36.95,3139.15,125.609375,134.78,97.4576,1389.67,12516.09,474.43,143.21875,97.503,6750.5,374.17,19.216,71.05,122.69,8970,111.615,54.31,2120,12.389,734.125,470.26,129.796,2600,8080.45,1928,12.199,576.375,568.3125,2415.13,4761.8,86.12,92.834,5311.6,166.926,9537,18376,88.165,1151.25,74.86,116.313,75.412
"7916",2017-06-01,5986.81,156.09,108.671875,112.98,163.04,278.9,1.21595,118.3046875,36.84,3147.1,125.5,134.6,97.4476,1383.89,12542.83,477.2,142.96875,96.83,6775.6,373.41,19.078,70.72,122.36,8840,111.59,54.17,2110,12.37,732.4375,475.28,129.757,2570,8088.51,1927,12.173,574.0625,568,2433.66,4793.4,86.85,93.109,5323.6,171.849,9522.6,18515,87.089,1146.5,74.27,119.117,75.361
"7917",2017-06-02,6052.63,156.48,108.6953125,113.92,163.82,277.5,1.22266,118.53125,36.56,3163.89,125.953125,134.62,97.4326,1394.9,12693.37,476.88,144.1875,97.552,6771.1,378.94,19.347,71.46,122.52,8915,111.62,53.44,2108,12.469,736.6875,462.88,129.884,2529,8093.89,1931,12.223,577.5625,568.6875,2441.77,4816.5,85.8,92.658,5355,173.654,9529.2,18490,87.412,1157.8125,74.88,122.295,75.473
"7919",2017-06-06,6029.23,156.7,108.6953125,114.01,164.07,274.53,1.22158,118.5859375,37.01,3134.73,126.078125,134.71,97.4725,1413.75,12563.63,472.71,144.3125,98.37,6751.4,377.93,19.552,71.91,123.18,8865,111.65,53.62,2071,12.405,744.75,452.06,129.943,2459,7979.22,1901,12.165,584.5,576.9375,2434.86,4758.2,85.05,92.582,5244,169.989,9531,18368,87.869,1160.625,75.62,119.918,75.677
"7920",2017-06-07,6046.2,156.66,108.65625,113.7,164.34,275.02,1.21996,118.4375,36.97,3130.32,125.84375,135.37,97.4625,1409.06,12538.38,473.98,143.875,98.106,6713.1,382.7,19.452,71.97,123.21,8810,111.61,51.42,2062,12.372,758.375,444.93,129.894,2447,7973.85,1906,12.116,596.125,588.875,2435.96,4755,84.79,92.694,5241.2,169.36,9497.1,18379,87.842,1169.75,75.99,120.476,75.321
"7921",2017-06-08,6051.6,156.63,108.6328125,113.48,164.62,281.27,1.21643,118.375,37.55,3146.22,125.765625,135.29,97.4426,1394.13,12592.85,474.43,143.59375,98.015,6699.7,384.21,19.225,72.23,122.67,8815,111.62,51.2,2091,12.347,771.5625,444.93,129.865,2467,7898.6,1902.5,12.121,597.6875,594.8125,2436.56,4754.5,85.64,92.876,5251.4,168.43,9589.6,18625,88.273,1178.875,76.01,120.331,75.422
"7922",2017-06-09,5903.01,156.53,108.609375,113.22,163.78,285.58,1.21362,118.34375,38.07,3162.12,125.734375,133.02,97.4451,1385.31,12679.5,477.79,143.59375,97.794,6764.4,383.96,19.014,72.17,122.91,8980,111.62,51.51,2099,12.325,767.6875,450.74,129.865,2533,7927.26,1907,12.105,600.8125,590.1875,2434.56,4785.7,84.68,93.203,5246.8,168.676,9603.8,18696,88.757,1183.25,75.83,120.161,75.595
"7923",2017-06-12,5872.67,156.75,108.578125,113.29,164.46,281.92,1.2147,118.28125,37.65,3132.08,125.640625,132.29,97.4351,1382.58,12581.95,472.94,143.375,98.128,6752.7,378.81,18.706,72.11,123.29,8795,111.62,51.66,2055,12.313,752.8125,453.11,129.875,2495,7896.8,1889,12.158,584.5,574.625,2432.56,4738.3,84.05,93.09,5265.3,165.804,9511.5,18533,88.219,1170.375,75.94,117.929,76.42
"7924",2017-06-13,5914.06,156.59,108.5859375,113.28,164.58,279.87,1.21508,118.28125,37.83,3140.92,125.6875,133.28,97.4476,1382.26,12639.39,474.3,143.4375,97.977,6739.7,378.43,18.51,72.34,122.71,8800,111.59,52.12,2057,12.37,777.0625,449.42,129.787,2473,7942.49,1889,12.212,590.3125,589.1875,2444.08,4757.2,83.33,92.918,5350.4,164.054,9542.5,18636,89.08,1171.9375,75.94,117.274,76.965
"7925",2017-06-14,5887.32,157.09,108.640625,112.86,166.21,277.39,1.21546,118.53125,37.83,3139.15,126.234375,133.2,97.4426,1390.21,12702.78,472.78,144.90625,98.327,6735.6,378.81,18.918,72.69,123.75,8945,111.58,50.28,2079,12.368,777.9375,441.77,129.904,2494,7942.49,1882.5,12.207,584.125,586.5625,2441.27,4741,82.23,92.898,5401.3,159.869,9475.4,18584,89.404,1171,76.46,114.364,76.858
"7926",2017-06-15,5863.93,156.27,108.5859375,112.49,164.81,276.53,1.20842,118.34375,38.6,3117.06,125.953125,133.35,97.4875,1367,12572.54,470.17,144.75,97.169,6674.9,377.3,18.454,72.21,122.75,8850,111.481,50.2,2093,12.297,791.0625,442.03,129.455,2505,7914.72,1872,12.101,588,600.75,2438.06,4716.6,80.45,93.393,5323.8,160.908,9404.5,18476,88.836,1174.8125,76.37,114,76.71
"7927",2017-06-16,5838,156.4,108.6328125,112.62,164.42,276.37,1.21275,118.453125,39.03,3125.92,126.0625,133.54,97.4401,1369.07,12619.12,471.93,144.90625,97.185,6704.4,377.68,18.393,72.66,122.88,8940,111.496,50.68,2111,12.354,805.125,446.25,129.592,2527,8014.35,1867,12.183,595,616,2436.96,4758.7,80.42,93.114,5333.2,161.784,9445.2,18526,89.134,1180.125,76.81,114.655,77.021
"7928",2017-06-19,5922.22,156.32,108.5625,112.4,164.76,279.12,1.20785,118.2421875,38.69,3166.65,125.765625,133.01,97.4401,1358.39,12773.22,476.62,144.75,96.568,6769.2,378.43,18.218,72.41,122.8,9010,111.481,50.19,2128.5,12.289,803.4375,447.31,129.533,2556,8078.97,1886.5,12.117,581.4375,618.3125,2453.5,4803.1,79.87,93.286,5360.2,158.638,9542.5,18642,90.839,1178.5625,76.5,112.642,76.95
"7929",2017-06-20,5888.07,156.58,108.6015625,112.43,165.72,275.34,1.20569,118.3984375,37.75,3148.06,126.0625,131.95,97.4301,1354.91,12705.83,472.03,145.625,96.686,6725.7,377.68,18.124,72.55,123.07,8820,111.471,49.23,2127.5,12.235,806.375,435.44,129.543,2555,8088.85,1886.5,12.041,573.3125,625.5625,2443.48,4786.7,79.82,93.428,5316.4,157.462,9448.4,18473,92.03,1166,76.38,112.448,76.812
"7930",2017-06-21,5953.03,156.63,108.5859375,112.68,166.34,280.46,1.20925,118.359375,37.55,3140.09,125.984375,132.34,97.4551,1357.41,12648.85,471.67,145.71875,96.745,6706.7,373.91,18.077,72.43,122.87,9005,111.451,47.95,2185,12.284,795.3125,435.97,129.465,2640,8029.61,1867,12.059,571.375,615,2439.57,4772.3,79.31,93.24,5230.5,158.255,9433.3,18657,93.194,1154.6875,76.14,111.914,76.512
"7931",2017-06-22,5942.5,156.74,108.609375,112.7,166.79,280.14,1.20736,118.3984375,37.19,3143.63,125.984375,132.35,97.47,1361.34,12681.55,470.72,145.6875,96.708,6691.3,368.77,18.226,72.78,122.93,9020,111.426,48.38,2205,12.271,795.3125,434.91,129.484,2700,8094.23,1870,12.109,562.0625,610.6875,2437.76,4778.6,79.59,93.323,5266.9,156.943,9420.7,18564,92.057,1136.125,76,110.871,76.884
"7932",2017-06-23,5969.72,156.72,108.625,113.11,166.09,282.83,1.21275,118.421875,37.26,3129.46,126.046875,132.9,97.475,1368.96,12610.7,470.81,145.84375,96.783,6682.2,368.52,18.378,73,122.79,9080,111.416,48.72,2229.5,12.329,789.375,433.86,129.475,2704,8094.23,1865,12.185,554.3125,608.6875,2440.87,4765,81.28,92.977,5281.8,158.584,9342.6,18466,92.355,1136.75,76.3,111.841,76.797
"7933",2017-06-26,5934.8,156.79,108.640625,112.7,166.36,283,1.21092,118.4453125,37.16,3148.94,126.09375,132.88,97.47,1358.07,12654.3,471.9,146.09375,96.241,6701.7,369.15,18.295,73.02,122.88,9025,111.396,49.03,2255,12.318,770.25,432.01,129.455,2719,8163.35,1862,12.134,556.25,595.8125,2441.97,4791.7,81.29,93.144,5288.4,163.507,9408.1,18623,94.223,1139.625,76.44,114.752,76.863
"7934",2017-06-27,5830.29,155.47,108.5859375,114.21,163.89,285.31,1.22887,118.1875,37.82,3125.92,125.59375,133.78,97.49,1358.61,12549.26,470.13,144.96875,96.011,6683.1,369.02,18.313,72.95,122.25,9260,111.297,49.91,2286,12.487,777.5,446.52,128.889,2747,8129.24,1883,12.251,556.625,600.125,2426.54,4758.2,82.2,92.162,5277.2,158.502,9365.9,18425,93.627,1145.25,76.52,111.599,77.407
"7935",2017-06-28,5919.65,155.18,108.6171875,114.26,163.52,286.77,1.23232,118.2421875,37.87,3124.15,125.515625,135.11,97.3851,1361.01,12528.45,468,144.34375,95.893,6645.9,369.77,18.466,73.13,121.49,9270,111.322,50.61,2296,12.571,784.6875,451,128.919,2734,8125.65,1896,12.195,552.75,605.375,2444.38,4752.8,81.87,91.828,5316.4,160.17,9425.4,18658,95.197,1148.6875,76.97,112.181,78.144
"7936",2017-06-29,5806.16,153.97,108.578125,114.54,160.94,289.19,1.23766,118.0703125,38.22,3064.82,125.125,135.69,97.3352,1357.41,12292.1,460.83,143.625,96.043,6612.4,369.52,18.311,73.03,120.56,9290,111.272,50.73,2314,12.682,817,459.44,128.499,2755.5,8016.14,1915,12.258,557.375,635.875,2425.93,4663.6,81.37,91.465,5392,161.018,9276.1,18356,96.875,1150.625,77.36,113.03,78.266
"7937",2017-06-30,5805.9,153.68,108.52734375,114.22,160.13,290.86,1.23631,117.8984375,38.83,3038.25,124.859375,135.92,97.2403,1353.6,12208.85,459.6,143.09375,95.587,6566.6,381.74,18.281,73.35,120.42,9390,111.272,51.95,2292,12.743,866.0625,460.49,128.451,2758,7975.75,1919,12.316,574.75,674.3125,2426.84,4633.7,82.92,91.518,5272.5,161.838,9197.6,18227,98.12,1183.375,77.41,112.836,78.525
"7938",2017-07-03,5740.68,153.48,108.44921875,113.58,159.19,288.93,1.22925,117.6640625,39.07,3083.41,124.4375,135.29,97.2253,1328.43,12359.98,465,142.53125,94.889,6630.5,391.21,17.693,73.09,120.27,9390,111.282,52.92,2337,12.646,915.1875,473.68,128.46,2805,8082.56,1927,12.288,586.0625,711.5,2430.95,4701.2,81.13,92.044,5259.4,159.842,9348.1,18629,98.201,1212.125,77.13,112.302,78.302
"7940",2017-07-05,5804.62,153.74,108.44921875,113.47,159.29,285.38,1.22752,117.6875,39.07,3075.44,124.546875,135.05,97.2603,1331.15,12337.68,463.87,142.78125,94.943,6618.7,396.82,17.477,72.93,120.42,9160,111.332,50.9,2275,12.636,931.5,466.56,128.577,2781.5,8019.74,1929,12.23,591.375,717.875,2433.95,4689.8,81.33,92.13,5324.8,155.602,9309.6,18552,99.663,1226.8125,76.53,110.168,78.459
"7941",2017-07-06,5748.38,152.38,108.46484375,113.94,157.04,285.55,1.23604,117.6171875,38.67,3056.85,124.3125,135.46,97.2503,1332.9,12255.43,462.6,141.78125,95.007,6594.7,401.44,17.573,72.86,119.79,9075,111.277,51.24,2284,12.725,893.875,470.52,128.099,2785,7951.52,1944,12.306,589.0625,691,2414.31,4664.9,81.87,91.666,5319.2,158.228,9265.4,18668,99.041,1231.8125,76.43,111.526,78.531
"7942",2017-07-07,5808.98,152.37,108.45703125,113.57,156.57,283.99,1.23388,117.5546875,38.61,3058.62,124.171875,134.51,97.1604,1318.08,12255.43,462.55,141.21875,94.396,6601,412.28,16.959,72.87,119.98,8920,111.327,49.75,2296,12.741,888.1875,451.26,128.226,2793,7952.42,1930,12.302,592.125,685.875,2428.54,4658.6,82.2,91.874,5274.4,158.666,9259.7,18627,99.311,1250.875,76.61,111.356,79.018
"7943",2017-07-10,5848.27,152.8,108.49609375,113.41,157.47,284.04,1.23388,117.6875,39.58,3074.56,124.40625,134.54,97.1504,1321.89,12322.82,464.5,141.53125,94.348,6627.8,421.63,17.184,72.9,120.32,9000,111.332,49.93,2320,12.738,911.5,457.07,128.334,2780.5,8019.74,1897,12.354,606.4375,705.0625,2430.54,4677.2,79.81,91.859,5298.6,158.283,9289,18776,99.041,1280.5625,76.65,110.434,79.018
"7944",2017-07-11,5874.97,152.56,108.53515625,113.71,156.8,286.67,1.24181,117.7421875,39.74,3059.5,124.5,134.18,97.1404,1323.53,12306.47,463.55,141.59375,94.525,6582.5,422.26,17.311,72.5,120.25,9130,111.302,50.61,2305,12.786,911.875,457.33,128.187,2820.5,7959.6,1900,12.422,606.0625,708.9375,2430.44,4654.5,80.31,91.519,5296.8,161.1,9228.6,18733,99.771,1286.1875,76.97,111.453,78.82
"7945",2017-07-12,5942.5,153.26,108.6015625,113.42,158.02,287.96,1.23501,117.9375,39.39,3110.86,124.84375,134.55,97.1704,1328.32,12516.06,468.63,142.25,94.986,6671.3,418.89,17.467,72.8,120.43,9205,111.361,50.85,2327,12.755,889.8125,461.02,128.412,2833,8083.46,1889,12.433,581.5625,688.4375,2446.08,4729.2,80.29,91.605,5250.1,166.023,9339,19012,100.232,1275.5625,77.42,114.364,80
"7946",2017-07-13,5954.57,153,108.578125,113.2,157.57,285.55,1.23377,117.890625,38.87,3117.06,124.734375,135.15,97.2053,1326.36,12509.62,470.99,141.71875,94.991,6665.4,396.33,17.252,73.37,120.13,9210,111.347,51.57,2294,12.851,843.1875,467.35,128.314,2803.5,8074.49,1923,12.461,557.8125,656.0625,2451.6,4740.6,78.42,91.601,5313.6,167.418,9416.5,19077,100.421,1219,77.91,113.927,79.969
"7947",2017-07-14,6001.56,152.99,108.5859375,113.54,157.71,288.71,1.2403,118.0390625,39.07,3113.52,125,136.63,97.1754,1337.47,12497.23,472.76,142.125,95.571,6619.6,403.56,17.518,73.54,119.91,9575,111.337,52.1,2316,12.905,839.9375,472.09,128.246,2786,8088.85,1927,12.555,567.5625,654.75,2462.12,4740.6,79.17,91.047,5310.8,168.786,9412.5,19047,100.259,1235.875,78.84,114.291,80.432
"7948",2017-07-17,6013.63,153.12,108.6015625,113.76,158.08,292.25,1.24181,118.078125,38.8,3110.86,125.078125,136.31,97.1604,1344.23,12473.45,473.17,142.34375,95.522,6663.6,401.19,17.7,73.34,120.32,9600,111.361,51.57,2296.5,12.941,828.4375,472.88,128.334,2815,8098.72,1918,12.622,565.6875,648.6875,2464.63,4736,80.81,91.022,5317.3,168.95,9417.7,19064,101.357,1230.875,78.61,113.466,80.193
