date,NQ1 Index,RX1 Comdty,TU1 Comdty,SF1 Curncy,UB1 Comdty,HG1 Comdty,PT1 Index,EC1 Curncy,FV1 Comdty,JB1 Comdty,BO1 Comdty,VG1 Index,NG1 Comdty,TY1 Comdty,BP1 Curncy,XM1 Comdty,GC1 Comdty,GX1 Index,EO1 Index,CN1 Comdty,US1 Comdty,JY1 Curncy,WN1 Comdty,Z 1 Index,SM1 Comdty,SI1 Comdty,NV1 Curncy,G 1 Comdty,LMNIDS03 Comdty,QC1 Index,DU1 Comdty,CO1 Comdty,LMPBDS03 Comdty,SE1 Curncy,KW1 Comdty,QS1 Comdty,OE1 Comdty,LMZSDS03 Comdty,SM1 Index,LMAHDS03 Comdty,NO1 Curncy,C 1 Comdty,CL1 Comdty,XB1 Comdty,W 1 Comdty,SP1 Index,CF1 Index,CT1 Comdty,DX1 Curncy,HO1 Comdty,HI1 Index,KC1 Comdty,XP1 Index,FC1 Comdty,IB1 Index,CC1 Comdty,ST1 Index,SB1 Comdty,NK1 Index,LH1 Comdty,S 1 Comdty,AD1 Curncy,LC1 Comdty,CD1 Curncy
1991-05-08,,51.6,75.09765625,107.0,,131.37,,,54.875,59.69,111.58,,179.298,44.0625,135.07,84.4655,851.37,3276.19,105.45,48.57,40.625,144.557,,2786.6,29.31,11.169,,47.5,8830.0,,,17.5,582.94,,2178.8125,167.46,,1110.0,,1347.0,,5739.4375,41.86,,10384.4375,507.32,,754.5,113.634,33.53,,2542.29,,49.701,,11972.0,,7.55,24442.0,126.798,466.0625,46.46,90.145,81.162
1991-05-09,,,75.0859375,107.06,,130.99,,,54.90625,59.7,112.23,,179.963,44.09375,135.05,84.475,853.27,,,48.56,40.65625,144.778,,2809.6,29.46,11.174,,47.5,8685.0,,,17.5,575.98,,2199.5,170.63,,1099.0,,1355.0,,5756.6875,42.14,,10510.625,513.4,,757.32,113.525,33.79,,2523.61,,49.506,,11818.0,,7.73,24378.0,127.129,468.4375,46.52,90.355,81.106
1991-05-10,,51.72,75.0625,107.39,,131.05,,,54.7109375,59.83,108.93,,179.697,43.71875,135.4,84.5224,850.9,3307.58,106.57,48.23,40.09375,144.077,,2782.2,29.27,11.1,,47.42,8620.0,,,17.03,570.6,,2227.75,167.92,,1096.0,,1353.0,,5681.8125,40.88,,10663.875,501.92,1891.6,750.23,113.256,33.21,,2569.6,,49.326,,11676.0,,7.54,24433.0,127.129,460.1875,46.52,90.355,81.181
1991-05-13,,51.63,75.11328125,108.81,,127.21,,,54.859375,59.83,109.2,,179.564,43.90625,136.33,84.4466,854.46,3281.25,105.66,48.41,40.40625,143.536,,2736.1,29.24,11.004,,47.17,8612.0,,,16.76,554.22,,2229.625,,,1086.0,,1316.0,,5653.0,40.18,,10645.8125,504.25,1870.8,758.01,112.659,32.85,,2545.17,,49.381,,11723.0,,7.78,24259.0,127.901,460.625,46.17,90.355,81.312
1991-05-14,,51.37,75.12109375,109.51,,124.96,,,54.7578125,59.81,107.79,,179.564,43.703125,137.06,84.4608,857.78,3241.77,104.83,48.2,40.03125,144.818,,2704.3,29.25,11.155,,46.8,8510.0,,,16.56,563.28,,2222.125,,,1089.0,,1350.0,,5699.0625,39.86,,10573.6875,497.38,1836.3,772.55,111.805,32.98,,2563.85,,49.437,,11818.0,,7.66,24140.0,127.846,459.0,46.3,90.175,81.256
1991-05-15,,51.55,75.14453125,109.87,,126.76,,,54.796875,59.79,107.47,,179.697,43.71875,137.91,84.7642,857.07,3239.74,104.0,48.26,40.09375,146.0,,2707.6,29.39,11.305,,46.87,8420.0,,,16.64,569.91,,2208.9375,168.64,,1088.0,,1338.0,,5658.75,40.2,,10483.5625,493.44,1845.9,786.49,111.134,33.45,,2571.03,,49.284,,11712.0,,7.8,23857.0,127.239,459.4375,46.52,89.785,81.406
1991-05-16,,51.61,75.1328125,109.04,,125.86,,,54.796875,59.88,107.79,,179.032,43.765625,137.68,84.8401,848.05,3254.93,104.23,48.35,40.1875,145.64,,2718.6,29.42,11.045,,46.82,8350.0,,,16.49,575.21,,2207.0625,170.55,,1094.0,,1329.0,,5681.8125,40.14,,10429.5,497.71,1867.2,785.38,111.598,33.59,,2550.91,,49.395,,11688.0,,7.8,23655.0,127.681,460.8125,46.52,89.785,81.359
1991-05-17,,51.57,75.1484375,106.58,,125.6,,,54.828125,59.9,107.84,,178.765,43.921875,134.56,84.8116,845.43,3235.69,103.45,48.42,40.4375,144.718,,2698.8,29.46,11.032,,46.67,8350.0,,,16.63,562.92,,2197.625,171.51,,1106.0,,1333.0,,5670.25,40.7,,10402.4375,499.65,1864.7,789.4,113.732,33.68,,2581.09,,49.451,,11782.0,,7.76,23838.0,127.35,460.1875,46.5,89.965,81.388
1991-05-20,,,75.12109375,107.19,,126.63,,,54.78125,59.86,106.71,,177.301,43.84375,135.12,84.8685,850.42,,,,40.375,144.477,,2719.6,29.54,11.092,,46.84,8375.0,,,16.62,569.45,,2218.375,171.51,,1100.0,,1321.0,,5704.8125,41.07,,10555.6875,498.45,,804.36,113.488,33.77,,2579.66,,49.409,,11723.0,,7.98,23481.0,125.253,459.8125,46.52,89.305,81.434
1991-05-21,,51.7,75.1640625,108.26,,127.53,,,54.90625,59.85,108.01,,177.035,44.03125,136.63,84.8875,849.95,3284.29,104.8,48.56,40.5625,145.76,,2731.7,29.68,11.114,,47.01,8190.0,,,16.42,567.71,,2235.3125,174.14,,1103.0,,1331.0,,5779.75,41.12,,10636.8125,503.25,1877.4,802.74,112.378,33.79,,2516.42,,49.464,,11735.0,,7.9,23628.0,125.915,465.625,46.12,89.395,81.463
1991-05-22,,51.77,75.23046875,107.43,,126.31,,,54.953125,59.83,109.14,,177.834,43.96875,136.03,84.9444,847.33,3322.76,105.44,48.44,40.46875,145.279,,2713.1,29.66,11.1,,47.01,8100.0,,,16.25,564.2,,2252.25,171.75,,1108.0,,1333.0,,5756.6875,,,10763.0,503.92,1867.7,785.63,112.817,33.76,,2494.87,,49.714,,11558.0,,7.84,23426.0,125.584,466.0625,45.37,90.325,81.35
1991-05-23,,51.78,75.26953125,107.66,,127.14,,,54.953125,59.85,110.61,,179.181,43.859375,136.66,84.8116,844.25,3352.12,105.78,48.36,40.3125,145.259,,2737.2,29.75,11.114,,47.03,8115.0,,,16.31,567.36,,2237.1875,172.23,,1098.5,,1318.0,,5785.5,,,10699.9375,501.72,1852.5,768.53,112.439,33.79,,2486.24,,49.742,,11558.0,,7.9,23683.0,127.35,468.0625,44.98,90.685,81.491
1991-05-24,,51.77,75.31640625,107.86,,127.01,,,54.9609375,59.79,108.55,,179.854,43.90625,136.36,84.7547,847.33,3381.48,105.3,48.41,40.3125,144.718,,2722.9,29.48,11.078,,46.82,8250.0,,,16.44,550.84,,2214.5625,169.35,,1089.0,,1303.0,,5768.25,,,10582.75,505.12,1838.3,769.9,112.183,33.45,,2502.05,,,,11723.0,,8.01,23619.0,127.681,461.625,45.12,91.316,81.463
1991-05-27,,51.89,,,,,,,,59.73,,,,,,84.75,,3405.78,106.15,48.41,,,,,,,,,,,,,,,,,,,,,,,,,,,1831.2,,,,,,,,,,,,23445.0,,,,,
1991-05-28,,51.99,75.36328125,108.59,,127.14,,,55.03125,59.74,109.09,,179.316,44.015625,137.77,84.8733,863.72,3424.0,106.73,48.41,40.46875,145.439,,2732.8,29.51,11.42,,46.93,8260.0,,,16.5,558.64,,2192.0,171.99,,1089.0,,1299.0,,5687.5625,,,10501.625,510.99,1832.7,763.74,111.5,33.62,,2487.68,,,,11629.0,,7.96,23518.0,127.129,464.0625,45.27,91.406,81.678
1991-05-29,,52.03,75.33203125,107.32,,125.86,,,55.03125,59.76,108.28,,181.067,44.0,136.11,84.9159,857.78,3413.88,107.02,48.45,40.4375,145.018,,2740.5,29.46,11.393,,46.87,8270.0,,,16.27,547.85,,2167.5,171.99,,1086.5,,1279.0,,5647.1875,,,10393.4375,512.8,1853.5,753.99,112.427,33.54,,2484.81,,,,11582.0,,7.92,23591.0,126.963,461.625,45.31,91.706,81.678
1991-05-30,,,75.390625,107.05,,123.87,,,55.1171875,59.83,108.82,,180.259,44.1875,134.96,84.769,862.29,,107.56,48.48,40.71875,145.299,,2740.5,29.53,11.393,,46.69,8150.0,,,16.4,548.53,,2144.9375,170.55,,1080.0,,1281.0,,5612.625,,,10276.25,517.27,1860.6,742.1,112.793,34.16,,2504.93,,49.756,,12255.0,,7.9399999999999995,23655.0,125.694,465.0625,45.01,91.346,81.744
1991-05-31,,52.03,75.28125,105.65,,124.13,,,54.953125,59.87,110.5,,179.585,44.03125,133.79,84.6409,858.3,3474.63,108.36,48.49,40.53125,144.818,,2761.3,29.65,11.261,,46.67,8210.0,,,16.32,548.06,,2161.875,171.51,,1072.5,,1274.0,,5664.5,40.76,,10348.375,520.2,1890.6,731.92,113.89,34.03,,2491.99,,49.728,,12172.0,,7.96,23802.0,124.315,467.875,45.29,90.822,81.819
1991-06-03,,,75.140625,105.18,,124.71,,,54.7265625,59.81,112.12,,179.585,43.796875,133.85,84.6694,862.06,3432.1,108.58,48.45,40.21875,143.896,,2772.3,29.75,11.42,,46.45,8150.0,,,16.33,540.9,,2192.0,171.99,,1074.0,,1263.0,,5756.6875,40.76,,10555.6875,518.4,1888.1,722.69,114.168,,,2491.99,,49.714,,11995.0,,8.37,23609.0,125.142,470.6875,45.13,90.761,81.894
1991-06-04,,,75.140625,105.18,,127.4,,,54.7421875,59.82,109.74,,179.046,43.8125,134.07,84.5035,860.65,3409.83,107.68,48.21,40.21875,144.217,,2747.1,29.61,11.379,,46.18,8156.0,,,16.24,543.61,,2175.0625,170.55,,1070.0,,1255.0,,5687.5625,40.55,,10528.625,518.74,1879.4,736.2,113.915,,,2502.05,,49.728,,12102.0,,8.61,23527.0,124.536,465.8125,45.29,90.73,81.875
1991-06-05,,,75.08203125,104.8,,129.7,,,54.65625,59.67,109.14,,177.16,43.6875,133.58,84.5841,860.41,3484.75,108.35,47.95,40.0,143.756,,2774.5,29.75,11.448,,46.19,8200.0,,,15.84,537.64,,2186.3125,167.44,,1075.0,,1262.0,,5664.5,39.49,,10546.6875,515.13,1892.7,737.57,114.192,,,2523.61,,49.42,,12184.0,,8.48,23225.0,123.763,466.875,45.2,90.052,81.828
1991-06-06,,52.04,74.98828125,104.21,,127.78,,,54.5546875,59.66,108.39,,174.735,43.578125,133.08,84.2285,866.06,3466.53,107.79,47.95,39.90625,143.876,,2773.4,29.97,12.118,,46.24,8265.0,,,15.7,542.19,,2176.9375,166.48,,1075.0,,1259.0,,5647.1875,39.22,,10492.5625,513.06,1895.7,734.75,114.506,,,2529.36,,49.364,,11818.0,,8.47,23033.0,124.039,466.875,44.69,89.714,81.744
1991-06-07,,51.96,74.88671875,103.25,,127.65,,,54.4140625,59.57,108.71,,172.849,43.40625,131.89,84.2854,869.35,3464.5,106.99,47.67,39.625,142.674,,2749.3,30.09,12.227,,46.24,8230.0,,,15.71,548.72,,2190.125,167.2,,1081.0,,1257.0,,5664.5,39.12,,10672.875,507.52,1877.4,742.44,115.507,33.77,,2460.37,,49.42,,11605.0,,8.63,23060.0,125.308,469.25,44.81,89.868,81.641
1991-06-10,,51.93,74.91015625,103.91,,127.14,,,54.40625,59.2,107.63,,173.388,43.40625,131.91,,886.06,3468.55,106.84,47.67,39.625,141.411,,2756.9,29.46,12.473,,46.47,8145.0,,,15.32,538.93,,2165.625,164.8,,1080.0,,1253.0,,5503.125,38.27,,10564.6875,505.45,1877.9,743.64,115.29,33.0,,2458.94,,49.406,,11676.0,,8.78,22521.0,125.087,460.4375,44.86,89.837,81.697
1991-06-11,,52.01,74.8984375,103.55,,129.06,,,54.421875,59.03,108.12,,172.445,43.421875,130.86,84.3328,879.71,3493.86,107.55,47.79,39.6875,141.852,,2801.9,29.42,12.345,,46.47,8150.0,,,15.35,553.12,,2190.125,162.38,,1092.0,,1318.0,,5457.0625,38.5,,10763.0,510.06,1913.0,728.25,115.785,33.39,,2457.5,,49.056,,11463.0,,8.69,22603.0,124.591,461.0,45.02,89.56,81.913
1991-06-12,,51.93,74.81640625,102.64,,126.56,,,54.28125,58.92,107.25,,171.232,43.21875,129.93,84.347,877.82,3437.17,107.35,47.79,39.375,141.752,,2769.0,29.63,12.304,,46.26,8175.0,,,15.28,545.4,,2214.5625,163.83,,1118.0,,1339.0,,5503.125,38.68,,10871.1875,503.38,1884.5,720.81,116.545,33.96,,2414.39,,49.196,,11239.0,,8.78,22466.0,123.377,461.1875,45.01,89.652,81.988
1991-06-13,,52.03,74.85546875,102.31,,127.08,,,54.3359375,58.97,106.49,,174.196,43.28125,129.46,84.1858,877.35,3444.25,107.4,47.68,39.46875,141.912,,2758.0,29.58,12.369,,46.42,8180.0,,,15.25,573.72,,2201.375,166.5,,1122.0,,1298.0,,5549.25,38.02,,10745.0,504.99,1888.1,719.69,116.726,33.55,,2428.76,,49.7,,11073.0,,9.28,22608.0,124.922,459.625,45.01,90.637,81.997
1991-06-14,,52.08,74.9453125,101.96,,126.82,,,54.4375,58.88,104.65,,174.196,43.421875,129.03,84.1763,870.06,3461.46,107.89,47.59,39.6875,142.353,,2775.6,29.58,12.11,,46.26,8310.0,,,15.24,563.31,,2171.25,165.29,,1105.0,,1306.0,,5572.3125,37.94,,10564.6875,510.33,1894.7,721.4,116.822,33.7,,2423.01,,49.658,,10802.0,,9.14,22822.0,124.701,456.375,45.09,90.514,82.072
1991-06-17,,52.02,74.95703125,101.54,,126.56,,,54.4296875,58.96,104.16,,170.02,43.390625,128.21,84.1763,872.41,3436.58,108.34,47.56,39.625,141.872,,2769.0,29.2,12.159,,46.1,8450.0,,,15.3,544.26,,2144.9375,165.04,,1085.0,,1370.0,,5491.625,38.46,,10438.5,508.52,1878.4,723.29,116.943,33.76,,2423.01,,49.658,,10947.0,,9.47,22697.0,124.922,452.375,45.15,90.052,82.091
1991-06-18,,52.13,74.9140625,100.28,,126.95,,,54.3984375,58.91,105.63,,167.729,43.328125,127.11,84.238,872.65,3446.54,108.75,47.55,39.53125,141.912,,2759.1,29.31,12.186,,46.26,8385.0,,,15.3,543.8,,2163.75,166.25,,1067.0,,1357.0,,5480.125,38.83,,10501.625,505.99,1874.4,706.18,117.908,33.83,,2425.88,,49.644,,11048.0,,9.79,22475.0,126.301,455.0,45.24,89.837,82.082
1991-06-19,,52.11,74.95703125,101.87,,127.21,,,54.421875,58.81,104.92,,163.688,43.328125,129.17,84.072,873.12,3403.74,107.41,47.49,39.53125,142.655,,2724.0,29.82,12.145,,46.22,8490.0,,,15.27,557.28,,2169.375,166.74,,1068.0,,1329.0,,5560.75,38.56,,10429.5,500.78,1833.7,693.18,116.412,33.67,,2391.39,,49.0,,10969.0,,9.86,21922.0,126.908,459.0,45.17,88.882,81.997
1991-06-20,,52.1,75.05859375,102.15,,129.19,,,54.53125,59.03,105.9,,157.221,43.4375,129.17,84.1811,871.47,3420.66,106.82,47.56,39.6875,144.66,,2715.4,29.85,12.172,,46.27,8430.0,,,15.49,565.39,,2133.625,167.46,,1072.0,,1333.0,,5508.9375,38.87,,10114.0,501.71,1827.1,710.29,116.255,34.22,,2409.52,,49.112,,11081.0,,9.79,22020.0,128.95,460.0,45.34,88.666,82.129
1991-06-21,,52.12,75.01171875,101.35,,129.32,,,54.453125,59.11,104.54,,153.371,43.359375,128.64,84.1905,866.06,3478.38,107.97,47.56,39.53125,143.778,,2727.3,29.49,11.981,,46.3,8432.0,,,15.57,556.5,,2086.5,168.19,,1069.0,,1324.0,,5410.9375,,,9798.5,504.29,1840.8,705.5,116.786,34.11,,2420.67,,48.874,,11036.0,,9.77,22189.0,128.308,452.5625,45.31,88.081,82.025
1991-06-24,,52.03,74.9609375,102.26,,128.17,,,54.40625,58.9,105.19,,143.488,43.34375,130.11,84.1479,859.24,3424.64,106.67,,39.53125,144.039,,2691.7,29.49,11.899000000000001,,46.21,8320.0,,,15.34,560.3,,2088.4375,166.25,,1055.5,,1313.0,,5468.5625,,,9771.4375,494.95,1804.2,687.66,115.773,33.75,,2430.43,,48.608,,10623.0,,9.59,21566.0,128.425,455.1875,45.4,87.866,82.091
1991-06-25,,51.98,74.96875,101.18,,130.15,,,54.4140625,59.0,104.87,,144.13,43.34375,128.86,84.053,862.77,3413.69,106.52,47.19,39.53125,144.259,,2696.0,29.32,11.967,,46.05,8334.0,,,15.33,556.71,,2107.25,165.29,,1056.0,,1321.0,,5474.3125,,,9879.625,495.41,1802.7,691.68,116.388,33.68,,2463.9,,48.958,,10567.0,,9.85,21815.0,128.016,452.75,45.46,88.574,82.11
1991-06-26,,51.93,75.01171875,101.3,,130.79,,,54.4296875,58.97,104.98,,146.569,43.34375,129.44,84.2048,865.59,3370.9,105.42,47.19,39.53125,144.46,,2661.5,29.24,11.912,,46.02,8370.0,,,15.4,562.78,,2118.5625,164.08,,1077.0,,1324.0,,5468.5625,,,9843.5625,497.4,1790.0,689.54,116.11,33.72,,2459.72,,49.084,,10433.0,,10.28,21557.0,127.199,450.75,45.43,88.574,82.082
1991-06-27,,51.76,75.0703125,101.21,,128.29,,,54.4765625,58.91,103.68,,151.702,43.421875,129.02,84.2237,865.59,3340.04,105.68,47.19,39.65625,144.981,,2683.0,28.64,11.995,,46.05,8355.0,,,15.59,559.53,,2073.375,166.98,,1072.0,,1331.0,,5341.8125,,,9555.125,500.05,1800.6,685.7,116.352,34.15,,2390.0,,49.616,,10433.0,,10.53,21396.0,128.191,441.5,45.61,88.759,82.11
1991-06-28,,51.52,75.22265625,101.19,,129.65,,,54.6171875,58.94,100.03,,155.039,43.640625,128.19,84.1953,870.53,3266.4,104.64,47.2,39.96875,145.362,,2641.0,27.57,12.095,,46.45,8440.0,,,15.73,558.43,,2093.8125,167.46,,1074.0,,1338.0,,5141.0,39.02,,9546.4375,493.29,1775.1,667.87,117.015,34.72,,2395.57,,49.56,,10153.0,,10.58,21209.0,127.199,422.75,45.46,88.974,82.166
1991-07-01,,51.45,75.13671875,100.28,,131.01,,,54.5546875,59.29,101.21,,152.729,43.59375,127.33,84.3091,870.29,3281.32,105.65,,39.90625,144.42,,2669.0,27.77,12.13,,46.45,8486.0,,,15.8,555.09,,2075.1875,169.4,,1085.0,,1348.0,,5261.5,39.4,,9572.4375,504.23,1812.9,650.03,117.86,,,2420.67,,49.644,,10522.0,,10.5,22011.0,124.282,427.125,45.41,89.56,82.063
1991-07-02,,51.4,75.09375,99.24,,133.93,,,54.515625,59.22,101.31,,150.291,43.578125,126.72,84.3897,869.12,3244.5,105.55,47.14,39.90625,143.978,,2682.0,27.86,12.041,,46.58,,,,15.83,547.2,,2054.75,168.92,,1079.5,,1347.0,,5255.75,39.51,,9555.125,504.43,1787.3,647.81,118.379,34.96,,2422.07,,49.7,,10533.0,,10.48,21842.0,125.332,424.75,45.31,90.022,82.11
1991-07-03,,51.47,75.1171875,99.32,,131.47,,,54.5703125,59.12,100.67,,152.857,43.640625,127.15,84.2949,874.29,3220.61,104.51,47.37,40.0,143.317,,2674.4,27.94,12.243,,47.03,,,,15.68,554.79,,2037.9375,169.88,,1084.0,,1359.0,,5261.5,39.23,,9477.0,498.26,1761.8,651.64,118.137,34.74,,2412.31,,49.546,,10433.0,,10.69,21316.0,126.207,426.125,45.28,89.221,82.129
1991-07-04,,51.38,,,,,,,,59.22,,,,,,84.2901,,3264.41,105.07,47.54,,,,2697.1,,,,47.08,8545.0,,,15.7,551.93,,,169.4,,1086.0,,1363.0,,,,,,,1755.7,,,,,,,,,,,,21165.0,,,,,
1991-07-05,,51.26,75.03515625,99.52,,131.47,,,54.390625,59.16,99.43,,151.831,43.359375,128.05,84.3565,,3262.42,105.03,47.33,39.59375,144.721,,2724.0,27.62,,,47.3,8730.0,,,15.89,560.51,,2010.0,169.16,,1086.5,,1357.0,,5169.6875,39.65,,9364.1875,498.53,1767.4,647.81,117.739,35.12,,,,49.574,,10433.0,,10.69,20853.0,126.382,421.9375,45.44,89.313,82.063
1991-07-08,,51.28,75.1015625,100.69,,131.47,,,54.4296875,59.12,98.09,,153.756,43.40625,129.55,84.3043,875.47,3237.53,103.96,47.35,39.625,144.4,,2688.4,27.2,12.189,,47.17,8750.0,,,16.16,561.54,,1957.875,170.13,,1090.0,,1365.0,,5037.6875,40.31,,9008.375,503.9,1759.8,646.74,116.774,35.52,,2384.42,,49.994,,10265.0,,11.81,20184.0,128.133,413.5625,45.53,90.206,81.959
1991-07-09,,51.29,75.1171875,99.66,,130.5,,,54.4140625,59.12,98.58,,151.446,43.34375,128.5,84.2332,871.94,3279.33,104.87,47.34,39.53125,144.179,,2725.1,27.28,12.089,,47.43,,,,16.17,558.4,,1978.3125,170.13,,1085.0,,1343.0,,5060.625,40.41,,9147.1875,501.71,1779.7,628.9,117.389,35.47,,2363.5,,50.148,,10108.0,,11.78,20452.0,126.849,414.9375,45.41,90.022,81.733
1991-07-10,,51.42,75.1875,99.87,,128.29,,,54.46875,59.12,98.09,,148.879,43.40625,128.45,84.2522,873.35,3305.21,105.27,47.42,39.59375,144.4,,2752.1,27.57,12.068,,47.29,,,,16.32,552.63,,2002.5625,173.5,,1066.0,,1328.0,,5118.0,40.67,,9346.8125,501.64,1804.2,624.98,117.16,36.13,,2356.53,,49.952,,10287.0,,11.35,20870.0,127.783,417.125,45.52,89.621,81.77
1991-07-11,,51.33,75.24609375,98.72,,126.74,,,54.59375,59.12,97.82,,148.494,43.5625,127.11,84.2285,867.94,3305.21,105.49,47.47,39.84375,144.319,,2737.0,27.28,11.83,,47.46,8805.0,,,16.17,545.58,,1993.25,173.98,,1063.5,,1337.0,,5077.875,40.41,,9286.0625,503.96,1798.6,628.81,118.222,36.02,,2341.19,,50.456,,10343.0,,11.41,20790.0,129.883,413.75,45.53,90.668,81.733
1991-07-12,,51.46,75.28515625,101.51,,127.52,,,54.703125,59.18,98.63,,149.52,43.71875,130.96,84.3565,869.59,3312.18,105.2,47.51,40.03125,146.867,,2737.0,27.64,11.898,,47.3,8800.0,,,16.58,558.79,,2032.375,180.47,,1071.0,,1340.0,,5146.6875,41.22,,9494.375,507.01,1800.6,627.83,115.567,37.14,,2376.05,,50.4,,10667.0,,11.47,20951.0,130.0,419.125,45.85,91.099,81.723
1991-07-15,,51.38,75.3203125,101.51,,127.19,,,54.6796875,59.33,99.01,,150.034,43.703125,131.18,84.4466,870.77,3320.14,105.36,47.52,40.03125,146.265,,2772.6,27.88,11.86,,47.35,8530.0,,,16.41,557.53,,2021.1875,177.35,,1062.0,,1336.0,,5232.8125,40.75,,9416.25,509.53,1809.8,612.23,115.495,36.56,,2321.67,,50.442,,10813.0,,11.24,21405.0,132.101,422.375,45.99,90.976,81.921
1991-07-16,,51.2,75.30859375,100.53,,127.71,,,54.671875,59.29,101.15,,154.654,43.6875,130.33,84.4229,870.06,3294.26,105.64,47.49,40.0,145.844,,2792.0,28.54,11.9,,47.32,,,,16.58,550.87,,2051.0,179.51,,1068.0,,1335.0,,5462.3125,41.09,,9529.0625,509.4,1800.6,622.04,116.171,36.66,,2317.49,,50.26,,10365.0,,10.94,21111.0,133.501,434.125,46.08,90.915,81.836
1991-07-17,,51.24,75.26953125,100.89,,128.42,,,54.609375,59.3,100.99,,158.505,43.59375,130.8,84.4181,871.71,3284.31,105.67,47.47,39.84375,146.085,,2802.8,28.2,12.022,,47.4,,,,16.99,553.18,,2052.875,179.75,,1074.0,,1336.0,,5479.5,42.02,,9581.125,508.0,1809.8,635.14,115.797,37.03,,2346.77,,50.134,,10466.0,,11.06,20951.0,133.968,427.9375,46.08,91.007,81.789
1991-07-18,,51.13,75.26953125,102.01,,127.84,,,54.5859375,59.23,99.01,,160.43,43.578125,132.11,84.3755,872.65,3271.37,105.72,47.51,39.8125,145.503,,2773.7,27.62,11.924,,47.5,8571.0,,,16.73,555.32,,2030.5,181.2,,1082.0,,1332.0,,5324.5625,41.64,,9468.3125,512.51,1804.2,629.08,115.061,36.48,,2331.43,,50.302,,10500.0,,11.75,20737.0,133.851,416.5625,45.89,90.884,81.157
1991-07-19,,51.0,75.33203125,104.01,,129.2,,,54.6953125,59.29,98.52,,160.045,43.671875,134.39,84.4608,873.35,3279.33,105.99,47.51,39.90625,146.787,,2770.4,27.82,11.946,,47.25,8600.0,,,16.99,556.11,,2028.625,179.51,,1070.0,,1328.0,,5255.75,42.06,,9511.6875,512.31,1812.4,625.33,113.516,36.79,,2318.88,,50.204,,10902.0,,11.4,20808.0,131.342,417.5625,46.29,90.791,80.799
1991-07-22,,51.05,75.33203125,103.02,,128.94,,,54.6875,59.3,99.65,,156.579,43.6875,133.27,84.4181,866.06,3284.31,106.34,47.47,39.96875,145.403,,2796.9,28.57,11.776,,47.38,8355.0,,,16.8,551.22,,2080.8125,178.79,,1082.0,,1329.0,,5433.625,41.22,,9667.9375,510.39,1811.4,630.15,114.361,36.62,,2316.09,,49.966,,10734.0,,11.55,20585.0,131.4,427.75,46.16,90.083,81.318
1991-07-23,,50.88,75.31640625,102.99,,128.81,,,54.625,59.35,103.78,,153.371,43.578125,133.4,84.3755,867.0,3275.35,106.93,47.48,39.8125,146.065,,2831.9,30.12,11.595,,47.19,,,,16.4,554.91,,2157.1875,176.86,,1076.0,,1315.0,,5663.125,,,10041.125,505.68,1821.1,632.91,114.071,35.7,,2297.97,,49.728,,10813.0,,11.42,20764.0,131.867,447.3125,46.16,90.206,81.374
1991-07-24,,50.93,75.41796875,103.79,,128.23,,,54.796875,59.44,101.74,,153.119,43.84375,134.22,84.4418,858.06,3250.47,106.1,47.67,40.1875,145.603,,2824.4,29.67,10.838,,47.17,,,,16.56,556.34,,2118.0625,174.7,,1074.0,,1298.0,,5617.1875,41.61,,9841.5,504.56,1819.0,618.11,113.287,35.96,,2297.97,,50.288,,10768.0,,11.26,21182.0,133.392,438.5,46.13,90.145,81.459
1991-07-25,,50.84,75.4609375,102.36,,129.27,,,54.90625,59.55,103.35,,156.771,43.96875,132.57,84.4608,858.06,3242.51,105.77,47.69,40.34375,144.179,,2817.9,29.3,11.014,,47.24,8290.0,,,16.44,551.53,,2144.125,177.59,,1073.0,,1293.0,,5640.1875,41.49,,9936.9375,506.02,1820.0,615.97,114.554,36.15,,2254.74,,50.204,,10656.0,,11.29,21067.0,133.138,438.75,45.77,89.868,81.535
1991-07-26,,50.8,75.51953125,103.27,,130.95,,,54.9140625,59.71,108.72,,155.889,43.96875,133.59,84.475,861.82,3225.59,105.9,47.66,40.34375,145.423,,2834.1,29.73,11.081,,47.4,8290.0,,,16.5,557.51,,2159.0625,178.31,,1077.0,,1298.0,,5726.25,41.53,,9963.0,506.15,1803.7,616.6,113.541,36.38,,2278.45,,49.952,,11495.0,,11.59,21316.0,133.963,449.3125,46.12,88.666,81.808
1991-07-29,,50.82,75.5546875,102.86,,130.37,,,54.9296875,59.68,115.11,,154.252,43.9375,133.45,84.4608,855.0,3231.56,105.87,47.6,40.28125,145.202,,2836.2,30.71,11.041,,47.43,8200.0,,,16.46,556.4,,2201.875,178.79,,1077.0,,1298.0,,5892.625,41.28,,10093.1875,509.46,1792.5,608.3,113.782,36.35,,2289.6,,49.28,,11484.0,,11.52,21280.0,135.932,464.875,46.2,87.896,81.799
1991-07-30,,50.83,75.55859375,102.66,,129.98,,,54.953125,59.87,111.57,,155.889,43.953125,133.16,84.3944,852.41,3255.45,106.19,47.64,40.34375,145.242,,2835.2,30.4,10.987,,47.45,8110.0,,,16.42,554.25,,2194.4375,178.55,,1071.5,,1295.0,,5818.0,41.41,,10127.875,514.3,1793.0,610.27,114.084,36.49,,2289.6,,49.196,,11372.0,,11.66,21655.0,136.441,459.5,46.46,87.003,81.516
