date,NQ1 Index,RX1 Comdty,TU1 Comdty,SF1 Curncy,UB1 Comdty,HG1 Comdty,PT1 Index,EC1 Curncy,FV1 Comdty,JB1 Comdty,BO1 Comdty,VG1 Index,NG1 Comdty,TY1 Comdty,BP1 Curncy,XM1 Comdty,GC1 Comdty,GX1 Index,EO1 Index,CN1 Comdty,US1 Comdty,JY1 Curncy,WN1 Comdty,Z 1 Index,SM1 Comdty,SI1 Comdty,NV1 Curncy,G 1 Comdty,LMNIDS03 Comdty,QC1 Index,DU1 Comdty,CO1 Comdty,LMPBDS03 Comdty,SE1 Curncy,KW1 Comdty,QS1 Comdty,OE1 Comdty,LMZSDS03 Comdty,SM1 Index,LMAHDS03 Comdty,NO1 Curncy,C 1 Comdty,CL1 Comdty,XB1 Comdty,W 1 Comdty,SP1 Index,CF1 Index,CT1 Comdty,DX1 Curncy,HO1 Comdty,HI1 Index,KC1 Comdty,XP1 Index,FC1 Comdty,IB1 Index,CC1 Comdty,ST1 Index,SB1 Comdty,NK1 Index,LH1 Comdty,S 1 Comdty,AD1 Curncy,LC1 Comdty,CD1 Curncy
1987-01-02,,,,109.36,,,,,,,137.9,,,43.734375,98.48,,1292.97,,,,38.6875,144.585,,,20.55,22.295,,52.32,,,,,,,2118.6875,,,,,,,5993.125,24.44,,,388.75,,,,11.33,,,,22.148,,,,,,33.974,540.3125,,39.543,60.86
1987-01-05,,,,108.58,,,,,,59.46,139.34,,,43.9375,97.58,,1296.17,,,,38.9375,143.718,,,20.49,22.234,,51.65,2446.0,,,,449.25,,2108.125,,,,,,,5888.3125,24.19,,13300.625,398.99,,407.0,138.497,11.16,,4925.86,,22.457,,34704.0,,6.43,,34.205,541.4375,,40.108,60.986
1987-01-06,,,,109.66,,,,,,59.57,139.7,,,43.890625,97.98,,1287.21,,,,38.90625,144.243,,,20.23,22.052,,51.96,2436.0,,,,452.07,,2093.3125,,,,,,,5831.1875,24.56,,13202.25,399.47,,402.82,137.757,11.38,,4969.73,,22.721,,34134.0,,6.15,,34.508,536.5,,40.355,61.087
1987-01-07,,,,108.94,,,,,,59.67,141.78,,,43.953125,97.44,,1293.93,,,,39.09375,144.813,,,20.28,22.112,,51.93,2434.0,,,,454.19,,2127.1875,,,,,,,5926.4375,24.6,,13595.9375,403.72,,403.94,138.417,11.44,,4940.73,,22.775,,34245.0,,6.22,,34.027,540.875,,40.355,61.197
1987-01-08,,,,110.19,,,,,,59.76,140.33,,,43.9375,98.08,,1292.65,,,,39.15625,145.132,,,20.63,22.153,,52.52,2401.0,,,,449.19,,2137.75,,,,,,,5916.9375,25.03,,13632.875,405.37,,398.64,137.677,11.61,,4982.37,,22.939,,34116.0,,6.77,,34.615,544.1875,,40.709,61.239
1987-01-09,,,,110.13,,,,,,59.68,141.69,,,44.015625,97.88,,1304.17,,,,39.34375,144.745,,,20.45,22.518,,52.43,2390.0,,,,442.99,,2144.0625,,,,,,,5974.0625,25.3,,13669.75,408.84,,401.43,137.955,11.84,,4943.34,,22.939,,34098.0,,6.98,,33.654,543.625,,40.779,61.213
1987-01-12,,,,111.51,,,,,,59.75,145.29,,,43.90625,98.61,,1312.81,,,,39.125,145.703,,,20.43,22.721,,52.35,2380.0,,,,448.35,,2150.4375,,,,,,,6097.9375,25.62,,13694.375,410.81,,406.65,136.528,12.21,,4736.26,,23.221,,34134.0,,6.91,,33.76,545.8125,,41.33,61.357
1987-01-13,,,,112.28,,,,,,59.76,143.4,,,43.828125,98.95,,1319.53,,,,38.9375,147.209,,,20.45,22.66,,51.78,2361.0,,,,439.14,,2169.4375,,,,,,,5955.0,25.46,,13842.0625,411.76,,407.35,135.273,12.11,,4725.11,,23.33,,34447.0,,7.1,,34.027,543.375,30.33,41.274,61.399
1987-01-14,,,,114.92,,,,,,59.8,143.13,,,43.71875,99.72,,1341.62,,,,38.75,149.832,,,20.69,22.863,,51.95,2400.0,,,,442.42,,2180.0,,,,,,,6088.4375,25.78,,13928.1875,414.83,,406.65,133.067,12.37,,4669.72,,23.394,,34667.0,,7.3,,34.241,547.1875,29.77,41.592,61.626
1987-01-15,,,,114.36,,,,,,,143.31,,,43.828125,99.78,,1334.58,,,,38.78125,149.171,,,20.63,22.904,,52.0,2375.0,,,,434.09,,2188.5,,,,,,,6012.1875,25.8,,13952.75,420.58,,405.61,133.371,12.38,,4581.98,,23.412,,34576.0,,7.12,,33.885,546.375,30.19,41.733,61.592
1987-01-16,,,,114.44,,,,,,59.91,145.56,,,44.015625,100.82,,1335.54,,,,39.15625,149.239,,,20.55,22.924,,52.53,2395.0,,,,456.79,,2190.625,,,,,,,6040.75,25.74,,13915.875,420.18,,408.39,133.411,12.35,,4542.95,,23.485,,34888.0,,7.12,,33.956,546.9375,30.33,41.874,61.634
1987-01-19,,,,116.26,,,,,,59.94,146.73,,,44.109375,101.79,,1354.74,,,,39.28125,151.247,,,20.62,23.188,,52.29,2337.0,,,,436.64,,2203.3125,,,,,,,6136.0625,25.2,,13915.875,427.59,,422.46,131.64,11.87,,4581.98,,23.267,,35936.0,,7.07,,33.422,548.5625,30.43,41.132,61.778
1987-01-20,,,,114.3,,,,,,60.03,146.1,,,44.09375,100.72,,1306.41,,,,39.3125,149.855,,,20.38,22.36,,52.49,2362.0,,,,442.91,,2205.375,,,,,,,6050.3125,25.23,,13977.375,424.44,,426.84,133.173,12.02,,4618.04,,23.367,,35605.0,,7.12,,33.671,543.9375,30.71,41.274,61.794
1987-01-21,,,,113.99,,,,,,59.97,147.9,,,44.09375,100.99,,1308.33,,,,39.28125,148.783,,,20.32,22.559,,52.84,2390.0,,,,450.72,,2218.0625,,,,,,,6097.9375,25.23,,14186.5625,423.65,,421.97,133.305,11.75,,4624.36,,23.539,,35035.0,,7.39,,34.472,545.5625,30.8,41.592,61.963
1987-01-22,,,,116.08,,,,,,60.1,148.54,,,44.0625,101.49,,1308.65,,,,39.25,150.631,,,20.39,22.721,,52.46,2370.0,,,,446.64,,2199.0625,,,,,,,6069.375,25.23,,14100.4375,435.47,,422.81,131.891,12.05,,4700.95,,23.512,,34355.0,,7.84,,34.401,546.125,30.71,41.698,61.744
1987-01-23,,,,115.52,,,,,,60.04,152.95,,,43.90625,101.32,,1297.13,,,,38.84375,149.947,,,20.19,22.721,,52.49,2400.0,,,,439.58,,2222.3125,,,,,,,6078.875,,,14321.875,424.28,,422.32,132.116,11.93,,4719.91,,23.703,,33326.0,,8.43,,34.455,549.6875,30.8,41.698,61.845
1987-01-26,,,,115.29,,,,,,60.01,153.58,,,43.734375,101.22,,1316.33,,,,38.5,149.81,,,20.25,23.126,,52.16,2422.0,,,,441.58,,2230.75,,,,,,,6069.375,,,14432.625,427.51,,411.18,132.116,11.66,,4625.85,,24.022,,33215.0,,8.66,,35.006,550.25,30.9,42.722,62.199
1987-01-27,,,,117.08,,,,,,60.03,152.68,,,43.765625,102.16,,1330.42,,,,38.5625,151.361,,,20.39,23.188,,52.12,2420.0,,,,451.73,,2213.875,,,,,,,5974.0625,,,14223.4375,432.39,,397.95,130.518,11.54,,4637.38,,24.067,,33509.0,,8.2,,35.273,551.0625,30.8,43.075,62.536
1987-01-28,,,,118.07,,,,,,60.17,151.24,,,43.90625,102.32,,1314.09,,,,38.78125,151.087,,,20.38,22.883,,52.2,2380.0,,,,449.14,,2201.1875,,,,,,,5936.0,,,14174.25,437.28,,384.02,129.923,11.41,,4754.85,,24.122,,33546.0,,8.33,,35.469,547.75,30.8,43.853,62.797
1987-01-29,,,,117.52,,,,,,60.32,152.59,,,43.890625,102.22,,1320.49,,,,38.75,150.083,,,20.38,22.944,,52.15,2378.0,,,,452.53,,2216.0,,,,,,,5945.5,,,14297.25,433.5,,377.75,130.24,11.5,,4613.95,,24.068,,33693.0,,8.27,,35.736,550.75,30.85,43.548,62.662
1987-01-30,,,,114.27,,,,,,60.27,150.61,,,43.765625,100.62,,1296.09,,,,38.59375,148.669,,,20.53,22.437,,52.18,2392.0,,,,437.24,,2228.6875,,,,,,,5983.625,,,14186.5625,431.92,,384.23,132.724,11.66,,4609.12,,24.436,,33491.0,,8.15,,35.985,549.6875,30.85,44.489,62.881
1987-02-02,,,,115.76,,,,,,60.31,147.54,,,43.6875,101.05,,1283.09,,,,38.46875,149.855,,,20.92,22.336,,52.19,2421.0,,,,443.94,,2235.0,,,,,,,6050.3125,24.95,,14161.9375,436.96,,396.21,131.469,11.66,,4654.85,,24.427,,33491.0,,8.0,,36.038,548.0,30.85,44.524,63.041
1987-02-03,,,,116.26,,,,,,60.25,148.36,,,43.640625,101.69,,1290.7,,,,38.40625,149.947,,,20.83,22.477,,52.13,2402.0,,,,454.68,,2247.6875,,,,,,,6040.75,24.71,,14186.5625,435.39,,392.73,130.874,11.66,,4612.47,,24.697,,33822.0,,8.27,,35.7,549.375,31.09,44.928,63.083
1987-02-04,,,,115.34,,,,,,60.39,147.99,,,43.6875,101.25,,1287.53,,,,38.53125,149.855,,,20.76,22.396,,52.56,2416.0,,,,451.32,,2260.375,,,,,,,6012.1875,24.57,,14248.0625,442.24,,396.21,131.284,,,4655.22,,24.805,,33473.0,,8.06,,35.985,547.1875,31.28,45.246,63.462
1987-02-05,,,,114.23,,,,,,60.42,146.28,,,43.890625,101.12,,1293.87,,,,38.96875,148.874,,,20.77,22.68,,52.8,2423.0,,,,459.2,,2264.625,,,,,,,5916.9375,25.0,,14100.4375,444.84,,389.59,132.525,12.02,,4680.87,,24.265,,33601.0,,8.02,,35.878,541.6875,31.23,44.772,63.049
1987-02-06,,,,112.72,,,,,,60.37,146.1,,,43.890625,100.25,,1291.33,,,,38.90625,148.03,,,20.72,22.538,,52.96,2425.0,,,,466.09,,2279.4375,,,,,,,5897.875,24.81,,14174.25,443.03,,380.89,133.833,11.84,,4704.29,,24.31,,33804.0,,8.13,,36.127,540.875,31.32,44.326,62.965
1987-02-09,,,,115.69,,,,,,60.46,143.76,,,43.609375,101.56,,1290.7,,,,38.5625,150.38,,,20.76,22.64,,52.83,2438.0,,,,465.44,,2260.375,,,,,,,5859.75,24.68,,14026.5625,440.11,,389.52,130.808,11.6,,4568.6,,24.301,,34465.0,,8.13,,36.021,540.875,30.99,44.489,63.058
1987-02-10,,,,114.88,,,,,,60.34,142.59,,,43.453125,101.42,,1287.53,,,,38.25,148.965,,,20.85,22.619,,52.54,2408.0,,,,459.28,,2260.375,,,,,,,5821.625,24.83,,13891.25,434.6,,394.81,131.548,11.69,,4565.63,,24.535,,34190.0,,8.3,,35.505,541.4375,31.23,44.68,63.007
1987-02-11,,,,114.85,,,,,,,145.74,,,43.328125,101.15,,1285.31,,,,38.09375,148.737,,,20.6,22.482,,52.62,2426.0,,,,446.86,,2251.9375,,,,,,,5669.1875,24.3,,13694.375,437.44,,396.21,131.654,11.28,,4586.82,,24.346,,33730.0,,8.35,,34.864,541.4375,31.28,44.454,62.594
1987-02-12,,,,114.07,,,,,,60.3,142.5,,,43.515625,101.12,,1262.49,,,,38.46875,148.532,,,20.48,22.153,,52.64,2444.0,,,,453.55,,2222.3125,,,,,,,5497.6875,24.19,,13411.375,436.02,,402.82,132.182,11.39,,4600.94,,24.14,,33179.0,,8.11,,34.383,534.8125,31.23,43.69,62.392
1987-02-13,,,,114.64,,,,,,60.3,141.87,,,43.546875,101.79,,1270.1,,,,38.53125,148.806,,,20.4,22.173,,52.79,2440.0,,,,453.63,,2235.0,,,,,,,5440.5,24.02,,13423.6875,444.37,,397.25,131.786,11.28,,4571.95,,24.122,,33214.0,,8.28,,34.241,532.375,31.14,44.043,62.872
1987-02-16,,,,,,,,,,60.22,,,,,,,,,,,,,,,,,,52.81,2448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-17,,,,114.64,,,,,,60.19,141.24,,,43.515625,101.82,,1251.71,,,,38.46875,148.943,,,20.62,21.93,,52.86,2470.0,,,,457.04,,2266.75,,,,,,,5535.8125,23.94,,13620.5625,452.25,,389.31,131.416,11.29,,4276.39,,24.634,,33214.0,,8.01,,34.366,535.375,31.04,45.104,63.352
1987-02-18,,,,113.83,,,,,,60.19,140.15,,,43.65625,102.16,,1252.98,,,,38.65625,148.555,,,20.56,21.95,,53.26,2524.0,,,,460.77,,2268.8125,,,,,,,5497.6875,23.41,,13632.875,451.69,,378.1,131.957,11.12,,4209.48,,24.697,,33017.0,,7.57,,34.953,533.1875,31.28,45.493,63.268
1987-02-19,,,,114.27,,,,,,60.39,138.98,,,43.796875,102.06,,1276.44,,,,38.8125,148.646,,,20.52,22.194,,53.5,2530.0,,,,455.29,,2298.4375,,,,,,,5535.8125,23.47,,13768.1875,450.91,,367.66,131.931,11.02,,4332.54,,24.769,,33429.0,,7.57,,35.034,534.0,31.28,45.352,63.167
1987-02-20,,,,114.25,,,,,,60.48,140.51,,,43.828125,102.06,,1295.45,,,,38.84375,148.806,,,20.63,22.457,,53.79,2500.0,,,,451.01,,2342.8125,,,,,,,5697.75,23.91,,14211.125,450.04,,380.54,131.786,11.23,,4444.74,,24.913,,33662.0,,7.91,,35.319,537.5625,31.32,45.847,63.302
1987-02-23,,,,113.39,,,,,,60.72,141.05,,,43.90625,102.73,,1282.46,,,,38.96875,148.6,,,20.4,22.214,,53.89,2481.0,,,,457.87,,2321.6875,,,,,,,5659.625,23.91,,13743.625,445.63,,387.22,132.037,10.8,,4616.67,,24.832,,33429.0,,7.68,,35.034,535.375,31.37,45.974,63.201
1987-02-24,,,,113.62,,,,,,60.99,141.87,,,44.015625,102.66,,1282.46,,,,39.1875,148.578,,,20.3,22.153,,53.77,2471.0,,,,452.04,,2344.9375,,,,,,,5602.5,23.91,,13805.125,445.0,,388.27,131.905,10.61,,4608.71,,24.769,,33196.0,,7.86,,35.156,535.6875,31.47,45.691,63.243
1987-02-25,,,,114.43,,,,,,60.98,138.89,,,43.9375,102.66,,1284.36,,,,39.09375,148.806,,,20.02,22.194,,53.61,2490.0,,,,453.62,,2353.4375,,,,,,,5497.6875,23.91,,13706.6875,447.28,,379.13,131.521,10.34,,4599.66,,24.625,,33483.0,,7.65,,35.319,531.25,31.75,45.373,63.243
1987-02-26,,,,114.81,,,,,,61.09,137.54,,,43.9375,102.79,,1294.82,,,,39.125,149.102,,,19.93,22.112,,53.84,2486.0,,,,455.95,,2357.625,,,,,,,5526.25,24.47,,13694.375,446.73,,381.24,131.31,10.54,,4709.33,,24.481,,33769.0,,8.04,,34.912,528.8125,31.75,44.892,63.201
1987-02-27,,,,114.71,,,,,,61.23,137.63,,,44.0,103.19,,1291.33,,,,39.25,149.011,,,20.08,22.012,,54.08,2469.0,,,,451.55,,2391.4375,,,,,,,5589.875,24.2,,13867.75,446.73,,383.7,131.442,10.23,,4680.37,,24.832,,,,8.68,,35.156,531.5625,31.84,45.953,63.1
1987-03-02,,,,113.92,,,,,,61.71,139.48,,,44.046875,104.4,,1285.63,,,,39.40625,148.532,,,20.08,22.172,,54.35,2441.0,,,,454.3,,2429.75,,,,,,,5689.875,23.9,,14164.875,446.81,,393.19,131.68,10.23,,4473.34,,24.742,,33752.0,,8.94,,35.807,534.0,31.94,45.989,63.184
1987-03-03,,,,114.25,,,,,,61.69,140.36,,,43.953125,104.2,,1296.72,,,,39.1875,148.6,,,19.95,22.152,,54.32,2413.0,,,,463.41,,2409.5,,,,,,,5571.6875,25.3,,14078.25,447.6,,384.83,131.376,10.23,,3910.14,,24.364,,33501.0,,8.73,,35.726,535.375,31.94,45.14,63.142
1987-03-04,,,,113.63,,,,,,61.62,138.6,,,44.15625,104.46,,1306.55,,,,39.625,148.532,,,20.05,22.224,,54.84,2430.0,,,,472.28,,2411.75,,,,,,,5599.0,25.53,,14152.5,455.32,,384.76,131.733,,,3871.78,,24.337,,33662.0,,8.78,,36.133,534.3125,32.03,45.104,63.058
1987-03-05,,,,113.95,,,,,,61.73,139.74,,,44.140625,105.93,,1295.77,,,,39.5625,148.943,,,20.35,22.573,,55.15,2427.0,,,,463.0,,2438.8125,,,,,,,5662.625,25.88,,14313.5,457.21,,388.62,131.086,10.55,,3788.89,,23.933,,34217.0,,8.68,,36.296,537.625,31.94,44.114,63.15
1987-03-06,,,,113.02,,,,,,61.84,141.68,,,43.9375,105.9,,1292.6,,,,39.21875,148.578,,,20.35,22.533,,55.48,2415.0,,,,468.97,,2418.5,,,,,,,5698.9375,26.43,,14164.875,458.78,,385.46,131.654,10.83,,3858.75,,23.996,,34629.0,,8.84,,36.418,539.25,31.94,44.454,63.066
1987-03-09,,,,112.14,,,,,,61.84,143.53,,,43.9375,106.03,,1288.48,,,,39.1875,148.213,,,20.26,22.452,,54.84,2390.0,,,,463.34,,2443.3125,,,,,,,5771.6875,26.3,,14288.6875,454.37,,384.33,132.367,10.79,,3869.24,,24.113,,34342.0,,8.63,,36.377,541.1875,32.08,44.949,63.091
1987-03-10,,,,112.68,,,,,,61.9,141.51,,,43.921875,106.07,,1294.19,,,,39.15625,148.555,,,20.14,22.472,,55.61,2391.0,,,,462.63,,2445.5625,,,,,,,5671.6875,26.42,,14226.8125,458.31,,383.49,132.076,10.85,,3926.07,,24.131,,34504.0,,8.78,,36.418,537.3125,32.27,45.409,63.117
1987-03-11,,,,112.54,,,,,,62.21,142.39,,,43.9375,106.1,,1294.19,,,,39.125,148.555,,,20.15,22.433,,55.81,2381.0,,,,462.56,,2445.5625,,,,,,,5698.9375,26.75,,14239.1875,456.81,,387.57,132.103,11.07,,3886.98,,23.969,,34414.0,,8.5,,36.255,538.6875,32.46,44.998,63.672
1987-03-12,,,,112.81,,,,,,62.21,142.12,,,43.953125,106.2,,1299.26,,,,39.25,148.623,,,20.37,22.793,,55.48,2398.0,,,,464.96,,2427.5,,,,,,,5717.125,26.81,,14053.4375,458.23,,398.11,132.288,11.1,,3870.69,,24.131,,34181.0,,8.54,,36.58,540.0625,32.51,45.55,63.731
1987-03-13,,,,113.37,,,,,,62.29,141.07,,,44.015625,105.27,,1283.73,,,,39.375,149.947,,,20.58,22.553,,55.59,2420.0,,,,471.09,,2407.25,,,,,,,5780.75,26.77,,13979.1875,456.03,,400.92,131.75,11.1,,3771.88,,24.077,,33805.0,,8.58,,37.354,542.5625,32.13,45.458,63.689
1987-03-16,,,,,,,,,,62.76,138.86,,,43.96875,106.24,,1288.8,,,,39.28125,,,,20.48,22.533,,55.65,2412.0,,,,474.89,,2375.6875,,,,,,,5780.75,27.18,,13781.0625,453.51,,400.57,130.492,11.38,,3766.09,,24.131,,34253.0,,8.18,,37.76,538.6875,32.17,45.458,64.026
1987-03-17,,,,,,,,,,62.63,138.33,,,44.015625,107.09,,1289.43,,,,39.4375,,,,20.55,22.452,,56.44,2370.0,,,,475.91,,2393.6875,,,,,,,5898.9375,27.51,,13942.0,462.09,,398.11,130.374,11.48,,3740.03,,24.346,,34647.0,,8.3,,37.964,539.8125,,46.165,
1987-03-18,,,,113.18,,,,,,62.86,139.83,,,44.0,107.56,,1286.9,,,,39.40625,149.969,,,20.48,22.533,,57.27,2360.0,,,,477.4,,2418.5,,,,,,,5853.5,27.25,,13979.1875,461.07,,395.65,130.4,11.09,,3729.53,,24.454,,34736.0,,8.05,,38.493,540.625,32.22,46.47,63.908
1987-03-19,,,,113.18,,,,,,62.9,139.22,,,44.015625,107.26,,1287.21,,,,39.4375,150.173,,,20.51,22.492,,57.25,2369.0,,,,478.47,,2425.25,,,,,,,5844.375,27.12,,14078.25,463.34,,397.41,130.178,11.14,,3788.89,,24.49,,34790.0,,8.19,,38.879,541.4375,31.98,46.682,63.866
1987-03-20,,,,113.32,,,,,,63.03,136.93,,,43.984375,107.39,,1287.85,,,,39.34375,150.241,,,20.4,22.373,,57.75,2370.0,,,,475.65,,2411.75,,,,,,,5789.875,27.22,,13942.0,469.29,,402.68,129.942,10.96,,3794.68,,24.67,,34880.0,,8.16,,38.534,537.0625,32.08,47.141,64.253
1987-03-23,,,,114.2,,,,,,63.2,134.28,,,43.921875,108.33,,1302.11,,,,39.21875,151.576,,,20.49,23.153,,57.52,2345.0,,,,478.26,,2416.25,,,,,,,5862.5625,,,13917.25,476.1,,409.7,129.116,10.86,,3845.72,,24.778,,34665.0,,8.12,,38.656,536.75,32.27,47.545,64.27
1987-03-24,,,,113.99,,,,,,63.06,135.78,,,43.859375,107.86,,1312.57,,,,39.125,152.436,,,20.52,23.834,,56.93,2331.0,,,,475.76,,2452.3125,,,,,,,5962.5625,,,14127.75,476.17,,409.7,129.142,11.12,,3834.5,,24.67,,34683.0,,7.54,,39.307,539.25,32.51,47.672,64.278
1987-03-25,,,,113.85,,,,,,62.94,135.43,,,43.890625,107.26,,1310.03,,,,39.1875,152.594,,,21.01,23.755,,56.87,2334.0,,,,476.62,,2445.5625,,,,,,,5998.875,,,14177.25,475.23,,406.89,129.378,10.87,,3804.09,,24.85,,34378.0,,7.5600000000000005,,39.307,544.1875,32.51,48.061,64.11
1987-03-26,,,,113.65,,,,,,62.63,135.87,,,43.96875,107.19,,1304.96,,,,39.375,152.277,,,20.8,23.875,,56.49,2345.0,,,,478.96,,2436.5625,,,,,,,5971.625,,,14127.75,474.92,,405.84,129.47,10.85,,3762.83,,24.715,,33841.0,,7.6,,38.656,543.125,32.51,47.545,64.169
1987-03-27,,,,114.84,,,,,,63.06,137.63,,,43.765625,107.46,,1339.83,,,,38.96875,154.382,,,20.89,24.976,,56.15,2341.0,,,,482.59,,2461.3125,,,,,,,5935.25,,,14375.375,465.45,,407.6,128.631,10.82,,3792.51,,24.679,,34468.0,,7.14,,38.696,546.125,32.75,47.686,64.405
1987-03-30,,,,116.1,,,,,,63.09,137.1,,,43.15625,107.59,,1334.76,,,,38.21875,155.944,,,20.99,25.317,,55.31,2353.0,,,,479.63,,2463.5625,,,,,,,5944.375,,,14288.6875,454.65,,403.73,127.688,10.83,,3775.5,,24.607,,34450.0,,7.27,,38.33,547.8125,32.94,47.955,64.228
1987-03-31,,,,115.36,,,,,,62.97,137.37,,,43.296875,107.59,,1324.73,,,,38.5,156.011,,,20.99,24.916,,56.02,2356.0,,,,480.33,,2436.5625,,,,,,,5908.0,27.43,,14090.625,455.9,,400.92,127.924,10.95,,3620.95,,24.525,,34557.0,,7.08,,38.615,546.4375,33.04,48.008,64.396
1987-04-01,,,,113.73,,,,,,63.09,137.72,,,43.078125,106.65,,1324.1,,,,38.1875,154.767,,,21.2,25.277,,55.72,2349.0,,,,477.86,,2416.25,,,,,,,5871.625,27.35,,13768.6875,461.07,,407.17,129.234,10.95,,3593.44,,24.715,,34396.0,,7.1,,39.266,550.0,33.08,48.878,64.135
1987-04-02,,,,114.7,,,,,,63.37,135.78,,,42.96875,107.73,,1323.16,,,,38.0,155.265,,,21.24,25.477,,55.57,2375.0,,,,472.21,,2411.75,,,,,,,5762.5625,27.54,,13694.375,459.58,,396.7,128.408,10.95,,3655.69,,24.715,,34539.0,,7.15,,39.714,547.8125,33.13,48.788,64.177
1987-04-03,,,,114.93,,,,,,63.38,135.25,,,43.0625,108.03,,1328.49,,,,38.21875,155.83,,,21.27,25.857,,55.55,2372.0,,,,474.96,,2436.5625,,,,,,,5735.3125,27.24,,13929.625,475.0,,396.7,128.605,,,3653.16,,24.733,,34521.0,,7.27,,40.202,547.25,33.37,48.992,64.211
1987-04-06,,,,114.55,,,,,,63.77,135.96,,,43.1875,108.57,,1324.42,,,,38.34375,155.808,,,21.31,26.438,,56.3,2356.0,,,,475.38,,2470.3125,,,,,,,5753.5,27.19,,14177.25,475.94,,391.78,128.644,10.82,,3693.34,,24.904,,34665.0,,7.15,,40.527,550.0,33.37,49.219,64.211
1987-04-07,,,,114.86,,,,,,64.23,137.54,,,42.921875,108.44,,1335.7,,,,38.0,156.441,,,21.5,27.119,,56.08,2365.0,,,,483.85,,2459.0625,,,,,,,5798.9375,27.44,,14301.125,463.96,,396.35,128.802,10.92,,3773.33,,24.787,,34486.0,,6.87,,41.178,555.1875,33.32,48.523,64.396
1987-04-08,,,,113.79,,,,,,64.36,138.6,,,42.96875,108.27,,1329.12,,,,38.0625,155.129,,,21.55,26.599,,56.3,2385.0,,,,494.28,,2479.375,,,,,,,5889.8125,27.16,,14338.25,470.07,,396.35,129.47,10.68,,3896.39,,24.85,,34235.0,,7.11,,41.565,556.5625,33.42,48.765,64.278
1987-04-09,,,,115.43,,,,,,64.08,141.42,,,42.390625,108.57,,1367.98,,,,37.40625,157.98,,,21.75,27.48,,55.93,2395.0,,,,502.39,,2483.875,,,,,,,5980.75,27.08,,14325.875,461.85,,400.57,128.369,10.59,,3839.56,,25.003,,34450.0,,7.24,,42.765,562.0625,33.7,49.166,64.388
1987-04-10,,,,115.88,,,,,,64.66,139.66,,,41.9375,108.84,,1368.6,,,,37.0,159.021,,,21.68,27.199,,55.14,2400.0,,,,500.46,,2474.875,,,,,,,6017.0625,26.38,,14127.75,459.27,,415.89,127.57,10.38,,3845.35,,25.3,,34701.0,,7.13,,42.847,560.1875,33.8,49.56,64.447
1987-04-13,,,,116.01,,,,,,64.79,138.95,,,41.6875,108.91,,1381.45,,,,36.71875,159.406,,,21.93,27.5,,55.15,2398.0,,,,512.74,,2423.0,,,,,,,6108.0,26.23,,13793.4375,445.42,,428.68,127.308,10.43,,3980.36,,25.273,,34647.0,,7.28,,42.318,565.375,34.09,49.507,64.514
1987-04-14,,,,117.52,,,,,,64.45,139.66,,,41.265625,109.75,,1424.7,,,,36.21875,161.578,,,22.22,29.162,,55.64,2395.0,,,,516.04,,2434.25,,,,,,,6217.0625,26.19,,13954.375,438.29,,435.71,126.469,10.35,,4108.49,,25.228,,34897.0,,7.35,,42.928,570.375,34.04,49.052,63.664
1987-04-15,,,,116.53,,,,,,64.89,139.22,,,41.578125,109.51,,1399.32,,,,36.4375,160.379,,,21.9,29.022,,55.41,2415.0,,,,512.79,,2454.5625,,,,,,,6126.125,26.9,,14127.75,446.43,,435.71,127.281,10.63,,4045.15,,25.192,,35023.0,,7.35,,43.254,564.5625,34.33,49.09,63.563
1987-04-16,,,,116.24,,,,,,65.15,139.57,,,41.921875,109.51,,1401.82,,,,36.8125,158.885,,,21.94,29.283,,55.83,2434.0,,,,526.29,,2456.8125,,,,,,,6171.625,27.15,,14202.0625,452.22,,448.71,127.543,10.53,,4020.18,,25.219,,35180.0,,7.31,,44.108,564.8125,33.75,49.219,63.791
1987-04-17,,,,,,,,,,65.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-20,,,,116.67,,,,,,65.11,142.12,,,41.4375,109.68,,1431.6,,,,36.1875,159.655,,,22.06,31.165,,,,,,,,,2429.75,,,,,,,6317.0,27.16,,13991.5625,449.88,,453.27,127.281,10.39,,4132.02,,25.192,,35459.0,,7.28,,43.579,569.5,33.61,48.788,63.732
1987-04-21,,,,116.33,,,,,,65.03,139.66,,,41.390625,109.75,,1413.42,,,,36.1875,159.7,,,21.91,31.506,,55.66,2430.0,,,,521.3,,2395.9375,,,,,,,6317.0,27.72,,13793.4375,461.77,,445.33,127.557,10.58,,4135.28,,25.291,,35302.0,,6.91,,,565.9375,33.47,49.446,63.378
1987-04-22,,,,116.24,,,,,,65.06,137.54,,,41.265625,109.38,,1418.12,,,,36.03125,159.7,,,22.09,32.287,,56.25,2425.0,,,,519.36,,2382.4375,,,,,,,6271.5625,27.72,,13719.125,448.23,,439.57,128.12,10.59,,4116.45,,25.219,,34813.0,,6.72,,,565.6875,33.37,49.333,63.0
1987-04-23,,,,117.76,,,,,,65.49,136.93,,,41.0,110.26,,1452.28,,,,35.75,161.397,,,22.36,34.23,,56.6,2417.0,,,,531.23,,2409.5,,,,,,,6380.625,27.72,,13855.375,450.19,,439.22,127.006,10.94,,4196.38,,25.174,,35232.0,,6.91,,43.886,569.25,33.66,49.847,62.849
